variableMetadata	chromato	namecustom	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	spi_formula	spi_monoisotopic	spi_name	spi_KEGGpathwaysfamily	spi_KEGGpathways	spi_subpathways	spi_annot	inchi	inchikey	pubchem	chebi	hmdb	kegg	supp_mzmin	supp_mzmax	supp_rtmin	supp_rtmax	supp_npeaks	supp_Bio	supp_QC	supp_Blanc	supp_blankMean_over_sampleMean	supp_pool_CV	supp_poolCV_over_sampleCV	supp_poolDil_cor	supp_poolDil_pval	supp_redund_samp_mean	supp_redund_is	supp_redund_repres	supp_redund_relative
M279.1562T44_3	c18hyper	M279.1562T44_3	279.156175628093	44.2622964791917		[2M+Na]+ 128.087	4	NA															279.154775013704	279.15683279523	42.3796813879033	46.1416061527552	40	23	17	0	4.52209804374422e-05	0.168528615505246	0.298814008722432	0.915369600233178	2.96223021872276e-05	22081.9176066734	0		
M279.1754T90	c18hyper	M279.1754T90	279.175365834147	90.0015541313864	[505][M]2+		69	NA															279.173726771125	279.178011277665	78.7551159246748	90.9233003839606	75	41	21	0	4.02294354960496e-05	0.229321534925617	0.501306122760968	0.993494507466768	9.07688431398479e-11	24810.1249627101	0		
M279.1876T297	c18hyper	M279.1876T297	279.187552979441	296.625203846092		[3M+H+Na]2+ 178.131	80	NA															279.186331166676	279.188997047036	295.356576930241	297.223524607546	29	21	8	0	0.000252726860005235	0.189467304960478	0.320057487491436	0.974255951130965	8.52920903298894e-08	4000.36914765537	0		
M279.2039T43	c18hyper	M279.2039T43	279.203875780301	42.9254205776652			4	NA															279.202492090638	279.204547008594	42.3555117139501	44.2599076878647	57	37	20	0	5.79135689532494e-05	0.25156099929415	0.494827979843725	0.772929397648704	0.00320048912527069	17244.5488276796	0		
M279.2325T588	c18hyper	M279.2325T588	279.232518472753	587.971280274042			20	NA															279.231183460657	279.233005921001	587.367357414042	588.679424328215	48	34	14	0	6.18665866147684e-05	0.184478311500196	0.418548546591605	0.993892718901817	6.62314653337684e-11	16155.7263742758	0		
M279.4244T243	c18hyper	M279.4244T243	279.424440082464	243.189415862906			2725	NA															279.423059043598	279.425182910582	242.023312839401	244.294502364202	61	41	20	0	4.99054347604363e-05	0.188162877245476	0.307651446934841	0.994932653798271	2.60904778031588e-11	20072.572785362	0		
M279.6753T243_1	c18hyper	M279.6753T243_1	279.675252082011	243.205804956906		[M+H-CH3]+ 293.699	71	NA															279.673963272784	279.676549703934	241.489260971318	260.104850571153	45	28	16	0	0.000106024125751495	0.240138682497082	0.381979823828832	0.992307884180368	2.09364828465405e-10	9432.32073590066	0		
M279.6769T90	c18hyper	M279.6769T90	279.676918684432	90.0776732999001	[505][M+1]2+		2480	NA															279.672941537299	279.677749701784	81.6099007026856	91.1723919222427	59	36	14	0	0.000194543485463511	0.182517762798437	0.36372189896454	0.969482203639466	1.98060387860104e-07	5120.69732909641	0		
M279.9214T254_2	c18hyper	M279.9214T254_2	279.921396741159	253.820470787242		[M+K]+ 240.959 [2M+Na+2K]3+ 369.426	50	NA															279.920057719699	279.922045131261	252.364138562711	254.497786909807	59	40	19	0	0.00182829740445464	0.205564040379014	0.265147031841712	0.979336878946437	2.86559335415614e-08	24420.5695868433	0		
M280.0932T46	c18hyper	M280.0932T46	280.093206438593	46.3062653764901	[510][M]+		333	NA															280.09194645261	280.093560271403	45.9677840288205	47.1358794351228	53	36	17	0	3.30300316586388e-06	0.16800537058196	0.265209064816421	0.988978071701522	1.25760351410984e-09	306184.580721745	0		
M280.1306T83	c18hyper	M280.1306T83	280.130622419828	82.6348985221806	[511][M]+		55	NA															280.129139224885	280.131552832279	82.1342813140088	83.146051969771	60	39	21	0	1.87729790558682e-05	0.181588969428781	0.215752904794793	0.994526905126783	3.83221398802847e-11	53430.5359594165	0		
M280.1306T121	c18hyper	M280.1306T121	280.130624634058	121.133855708577	[513][M]+	[M+Na]+ 257.142	41	NA															280.129029555193	280.131544720385	120.210040804283	121.846477686502	49	33	16	0	2.56345891847544e-05	0.240816861354693	0.281209085765092	0.994841262831463	2.8525277562566e-11	38903.7084953815	0		
M281.1002T179	c18hyper	M281.1002T179	281.100176735192	179.292116684351	[516][M]+		59	NA															281.098899861083	281.100836368026	177.666685168455	180.530610778794	56	41	15	0	0.000100782584755782	0.226709679716283	0.225151704013277	0.989674615470909	9.08433704000202e-10	10011.5337294012	0		
M281.1081T131	c18hyper	M281.1081T131	281.10812457014	130.81061892742			81	NA															281.106694341166	281.108776211905	130.013410012439	132.185378966884	60	42	18	0	9.11158106118126e-05	0.115613872487788	0.26581036736826	0.991302484195956	3.86296500528943e-10	10966.6060403603	0		
M281.1145T101	c18hyper	M281.1145T101	281.114520349217	101.350347944562		[M+2H]2+ 560.226 [M+2H-C3H2O3]2+ 646.212	48	NA															281.113042286871	281.115254953134	100.251452902679	102.184580815355	63	42	21	0	1.03975984116775e-05	0.141601172410019	0.232067785184464	0.9979686199016	2.71478598143502e-13	96316.8764402477	0		
M281.134T204	c18hyper	M281.134T204	281.1339785339	204.054424395883	[512][M+1]+		93	NA															281.132533984708	281.134641389617	201.363863672709	206.17463826196	40	29	11	0	0.000212634714052722	0.135313874769498	0.16875816063176	0.968723124253029	2.23662215137351e-07	4689.45381871384	0		
M281.1511T134	c18hyper	M281.1511T134	281.15107608621	134.495463486478	[520][M]+	[M+H+HCOOH]+ 234.129	81	NA															281.148264368978	281.152102997794	122.481877612672	136.712359006977	67	42	21	0	1.62260060783996e-05	0.171184453868458	0.285317270712203	0.997887213010043	3.30368955400911e-13	61788.8839115119	0		
M281.1569T258	c18hyper	M281.1569T258	281.156900661762	258.070876594218	[521][M]2+	[M+2H-CH2]2+ 574.313	50	NA															281.155438237013	281.157673985044	256.640538685715	258.615721267776	61	42	19	0	7.82590324959286e-05	0.153675911830284	0.365535884488068	0.991789606730611	2.898132053268e-10	12765.9106623323	0		
M281.1673T156	c18hyper	M281.1673T156	281.167320093625	155.53551730926			87	NA															281.165991515047	281.167839567437	153.974981750074	157.073722399307	38	25	13	0	0.000288807452154515	0.278513125631925	0.378720538369821	0.985404279553646	5.09077666702436e-09	3460.67314506404	0		
M281.1727T104	c18hyper	M281.1727T104	281.172671780115	104.009216876161			2481	NA															281.17120127148	281.173441708659	102.978489998361	105.09963306529	30	24	6	0	0.000342510461812984	0.224447013410463	0.340707818718833	0.97999606005167	2.43945900426326e-08	2925.85084166793	0		
M281.1751T288	c18hyper	M281.1751T288	281.175057347735	287.989971001334			1533	NA															281.168246190843	281.17688480878	282.424424568942	288.66806259603	25	23	2	0	0.000435334050684182	0.295415671267455	0.353768500639956	0.958690878183887	8.83776413309781e-07	2282.69691190475	0		
M281.5094T96	c18hyper	M281.5094T96	281.509375239587	96.4434070354271		[M+K]+ 242.551 [M+Na]+ 258.524 [M+H]+ 280.505	48	NA															281.508039184483	281.510154921561	95.0256005156273	97.9599195619599	48	33	15	0	0.000230014447631679	0.23257676704366	0.409766112531476	0.98871986217537	1.41136768651543e-09	4365.35298995768	0		
M281.5095T245	c18hyper	M281.5095T245	281.509480404898	244.977538083425		[M+H]+ 280.5	57	NA															281.508023062667	281.510046022501	241.140223176356	246.704854923834	49	36	13	0	0.000148489546480624	0.180292881574977	0.291286752473367	0.986035926770862	4.084855048471e-09	6722.51616520606	0		
M282.0844T64_1	c18hyper	M282.0844T64_1	282.084366628178	64.3462860265288		[M+Na]+ 259.102	40	NA															282.082933027604	282.085289722278	63.9401567826079	64.8487400491811	56	39	17	0	1.78679492281187e-05	0.154258018172348	0.532697164495825	0.988237419156675	1.73872341984206e-09	55864.2852892023	0		
M282.0984T90	c18hyper	M282.0984T90	282.098424664085	89.8833884373011			2482	NA															282.097103691238	282.099034817521	89.2952765349132	91.3135066511353	45	33	12	0	0.000264454303360294	0.138466810904572	0.271093373119767	0.963513365552093	4.78988021483447e-07	3780.05297036323	0		
M282.1198T49	c18hyper	M282.1198T49	282.119761244685	49.2411120636866	[514][M+2]+		4	NA															282.118378256215	282.12047249605	48.5032309123352	50.1175078123649	62	41	21	0	5.4252384257641e-06	0.0960348971352878	0.372938591574605	0.96477441145518	4.02598643572599e-07	184272.178040112	0		
M282.1525T513	c18hyper	M282.1525T513	282.152461438788	513.21569398139			2188	NA															282.151146080956	282.153698493669	512.207838983464	514.630437367119	52	36	16	0	0.000141485671109886	0.187298095347783	0.416176545761248	0.951175240362321	2.01269680548151e-06	7069.74116640242	0		
M282.156T45	c18hyper	M282.156T45	282.15597238516	45.4610233222445	[514][M+2]+		4	NA															282.154287439735	282.156542907398	44.740776757431	45.9785531472857	39	27	12	0	6.34670520298163e-05	0.108235375702198	0.153854263868563	0.954666537940997	1.39715742937008e-06	15690.5992310488	0		
M282.1817T252	c18hyper	M282.1817T252	282.181672902099	252.124105409075			2882	NA															282.180297448841	282.18219038065	250.924056947993	253.141041493407	56	38	18	0	5.68326134122719e-05	0.211783834578045	0.299846231184912	0.988117649487581	1.82869850423617e-09	17551.4867784998	0		
M282.4815T102	c18hyper	M282.4815T102	282.481497224977	101.627813240643		[M+Na]+ 259.49	48	NA															282.479535395706	282.482086207211	100.226637017606	104.070756035061	48	34	14	0	0.0306292460736463	0.276844598785886	0.348058082971798	0.987062808126412	2.7929506727408e-09	9837.51626950104	0		
M282.5161T252	c18hyper	M282.5161T252	282.516145134225	251.867246593669			2883	NA															282.514781145342	282.516668919102	250.20143541873	252.532012519389	43	29	14	0	0.000158430450273037	0.173907363934132	0.238916582574843	0.98436439477471	7.16923464753922e-09	6302.3229613345	0		
M282.686T262_1	c18hyper	M282.686T262_1	282.685982672221	261.824007815048			2885	NA															282.684519879483	282.686846226649	260.285561684275	262.54223943536	58	37	21	0	5.30046792016383e-05	0.16900676672165	0.208323645270572	0.991208501800976	4.07559334487254e-10	18763.2293940569	0		
M283.0515T391	c18hyper	M283.0515T391	283.051479596559	391.003904822427			74	NA															283.049944083189	283.052573873696	387.982144065892	391.437778400953	59	35	21	3	0.197708332520764	0.169209727155965	0.427443027179215	0.944269204205656	3.85437491741602e-06	7658.75623342585	0		
M283.1282T258	c18hyper	M283.1282T258	283.12821422179	258.495922873996		[M+Na]+ 260.138	50	NA															283.126698931783	283.132773520638	245.536358218799	265.865417292053	72	41	15	0	0.000249486444732012	0.154996076843572	0.552293420466548	0.924482979363609	1.70221427541949e-05	3996.28114093575	0		
M283.1302T93	c18hyper	M283.1302T93	283.130218560294	92.6377125201183			2422	NA															283.124452106186	283.131138760553	91.7996096191439	96.0893410414999	60	40	20	0	7.43221517907791e-05	0.17929516568707	0.306278055294103	0.9816654479112	1.58228445055508e-08	13488.6478240645	0		
M283.1759T593	c18hyper	M283.1759T593	283.175861154847	593.282527147456		[M+H-C5H8O4]+ 414.209	20	NA															283.174424623305	283.176531094983	591.463360770667	594.67480149092	54	38	16	0	0.00691231576045034	0.183640356890322	0.232720680810318	0.977563044371434	4.31280722448816e-08	9095.65240807785	0		
M283.2748T523	c18hyper	M283.2748T523	283.274773787109	522.928504316469		[M+Na]+ 260.284	61	NA															283.273287578737	283.276138951486	522.370854311024	523.307242951379	25	10	15	0	0.0288225554129863	0.158208086115396	0.0766353553860505	0.977019126679827	4.85708733140343e-08	2473.45005946941	0		
M283.6702T291	c18hyper	M283.6702T291	283.67018742377	291.136754617214			33	NA															283.668928353575	283.670857021066	289.884814267997	292.509181615909	31	20	11	0	0.00051194335734845	0.201807269985817	0.205405469373816	0.961904096023476	5.92741670571178e-07	1945.18921896857	0		
M284.067T50	c18hyper	M284.067T50	284.067038309798	50.3233460999037			337	NA															284.065515853665	284.06778332398	49.9684732019728	50.9785417479258	60	39	21	0	1.48720101597168e-05	0.175858758621176	0.30782491030102	0.811115941107362	0.00136576948646357	67489.657372372	0		
M284.0827T147	c18hyper	M284.0827T147	284.082661659082	147.445706926568		[M+Na+NH3]+ 244.055	67	NA															284.081260105689	284.083252460825	146.862420941333	148.022999826977	58	40	18	0	0.000149073814404109	0.193367741612738	0.28559841253572	0.997173021127036	1.41519419575818e-12	6683.65820624853	0		
M284.1035T118	c18hyper	M284.1035T118	284.103541798307	118.002257753783		[M+K]+ 245.135	41	NA															284.098825131298	284.107884064125	99.909496908649	133.128804696367	84	39	18	0	4.18103622862246e-05	0.239608196603864	0.369013948461314	0.987540181986187	2.3161617117506e-09	23864.288991224	0		
M284.1132T332	c18hyper	M284.1132T332	284.113224672336	331.609377917009		[M+2H-COCH2]2+ 608.23	85	NA															284.111933900732	284.11431454012	328.835785865049	334.003045556083	48	34	14	0	0.000124517506349101	0.164601923976254	0.272191740863024	0.993056608756484	1.25625064645574e-10	8027.34184176655	0		
M284.1383T44_2	c18hyper	M284.1383T44_2	284.138296114965	44.1346246388551	[514][M+2]+		4	NA															284.133895885466	284.139104068996	42.0555480019864	49.6015741166727	78	42	21	0	7.36837656423581e-06	0.0815757512026327	0.706476386379424	0.907059014256237	4.66442641275918e-05	135657.051837062	0		
M284.1575T308	c18hyper	M284.1575T308	284.157511853988	307.63915988379		[M+2H-C2H4]2+ 594.329	102	NA															284.155482450908	284.158123268312	299.397616787492	308.365109918513	48	31	17	0	3.81305048068644e-06	0.24764613409176	0.451935980032761	0.996608645167478	3.51285634326493e-12	262115.574387436	0		
M284.1859T241	c18hyper	M284.1859T241	284.185879464523	240.5874896381		[2M+H]+ 141.58	71	NA															284.184153367742	284.186472948833	239.250802426552	241.948477523444	47	29	18	0	0.0001732996873481	0.198847403648245	0.278911678525742	0.990914400380794	4.80209508529955e-10	5755.81375377754	0		
M284.6569T528	c18hyper	M284.6569T528	284.656948368446	527.885671907605			79	NA															284.655403951684	284.657745047008	513.8946262231	528.444991016483	59	35	14	0	9.4822034874379e-05	0.171366585039252	0.228784834462361	0.95941529188868	8.09948429571928e-07	10490.8918615304	0		
M284.8295T247_1	c18hyper	M284.8295T247_1	284.829491856531	247.140900723606		[M+H-CH3]+ 298.84 [M+H-C4H8]+ 339.878	57	NA															284.828103458132	284.830152083814	245.84978206767	247.837177551295	59	38	21	0	1.83997682142982e-05	0.0791992948967483	0.0879941300136053	0.998243818899104	1.31167266120455e-13	53967.9031800895	0		
M285.0147T51	c18hyper	M285.0147T51	285.014733664728	51.4745984168537			338	NA															285.013558584999	285.018386536364	50.4522169277915	67.9115719645266	34	28	6	0	3.76748856683302e-05	0.234418545600544	0.374379986119364	0.952247290894992	1.80450605596073e-06	26847.5950596397	0		
M285.0669T416	c18hyper	M285.0669T416	285.066884483302	416.49151636974		[M+K+NaCOOH]+ 178.117	52	NA															285.065505484818	285.067624130591	414.844664434205	417.781339929915	32	23	9	0	0.000262777423733429	0.232349174036328	0.424002111841748	0.967169839580595	2.84251419184259e-07	3761.50951108812	0		
M285.0761T424	c18hyper	M285.0761T424	285.076120850257	424.274513441848			1647	NA															285.074424488411	285.077201763243	423.60447306514	424.947672797941	59	41	18	0	2.05694317941257e-05	0.204952817157699	0.21798887470828	0.99220146047228	2.24214544225575e-10	47790.5330308584	0		
M285.1458T100	c18hyper	M285.1458T100	285.145755038383	99.7761351869262		[2M+H]+ 142.066	48	NA															285.144325558778	285.146381769675	97.6370100367845	100.599842778702	50	35	15	0	7.57252542094634e-05	0.0766338230091717	0.0773536574534426	0.958206736918951	9.36026061706809e-07	13305.5669055065	0		
M285.1696T470	c18hyper	M285.1696T470	285.169647689646	470.131219397618			480	NA															285.168235744731	285.170463687157	469.435822283964	471.383500131878	44	33	11	0	0.00812791642907471	0.19282726694954	0.504236294042488	0.945924828205585	3.32423088191469e-06	5980.16916285086	0		
M285.1729T80	c18hyper	M285.1729T80	285.172873364158	80.3021138922574		[M+Na]+ 262.182	55	NA															285.171647375926	285.174194325839	78.5893377831283	81.2041174907137	44	33	11	0	5.86460330201692e-05	0.22904618352348	0.455555168304278	0.969084343684348	2.11170252843985e-07	17132.0146293719	0		
M285.5816T95	c18hyper	M285.5816T95	285.581611601545	95.3033537490737			2484	NA															285.58027426167	285.58201791441	94.3918505641014	96.1469148035287	33	22	11	0	0.000369532575323803	0.193839127758394	0.203241204481313	0.935148421673094	8.09699621697252e-06	2716.70986298972	0		
M285.6312T93	c18hyper	M285.6312T93	285.63116556302	92.9935036238723			2485	NA															285.629753103421	285.631804486743	91.8266672072357	93.9226855142877	38	23	15	0	0.000242488858338584	0.175750064291134	0.196354012853249	0.98546878972778	4.97980402615842e-09	4112.98172530717	0		
M285.8963T45	c18hyper	M285.8963T45	285.896326082216	45.2394964073918			340	NA															285.89501137668	285.896782735978	45.0665833721977	45.5534839951306	42	32	10	0	1.28824192868351e-05	0.299691159730234	0.795371790272218	0.92773133026493	1.37391341073132e-05	77672.5540926713	0		
M286.0261T121	c18hyper	M286.0261T121	286.026102226088	120.71732371496		[M+K+NaCOOH]+ 179.079	41	NA															286.024459569442	286.027023442681	120.05486666977	121.360877787782	49	32	17	0	0.000137741523108347	0.105459854685002	0.11874325644471	0.975914598368797	6.1306429615418e-08	7294.87759308947	0		
M286.104T115	c18hyper	M286.104T115	286.103985059324	115.142894136373		[2M+Na]+ 131.556	2	NA		C11H15N3O6	285.0961	N4-Acetylcytidine	Nucleotide metabolism/Nucleotide metabolism/Nucleotide metabolism	Purine metabolism/Purine metabolism/Pyrimidine metabolism	Guanine/Guanine/Cytidine	1057_N4-Acetylcytidine_M+H_Mono_286.1034_107.85_ TRUE	InChI=1S/C11H15N3O6/c1-5(16)12-7-2-3-14(11(19)13-7)10-9(18)8(17)6(4-15)20-10/h2-3,6,8-10,15,17-18H,4H2,1H3,(H,12,13,16,19)/t6-,8-,9-,10-/m1/s1	NIDVTARKFBZMOT-PEBGCTIMSA-N	CID107461	CHEBI:70989	HMDB05923		286.10229841541	286.105590009231	114.616053787203	116.372570338132	63	42	21	0	1.12311349625467e-05	0.109208284066848	0.391601548766527	0.996849785430463	2.43035475072446e-12	88864.9168225106	0		
M286.1124T356	c18hyper	M286.1124T356	286.112362023144	356.238860810928			3265	NA															286.110958664602	286.112972566795	355.58955367133	356.865277075906	53	38	15	0	0.000301446450295228	0.139983141698532	0.284385615926115	0.970051086869177	1.80448661068141e-07	3307.42758693098	0		
M286.1145T49	c18hyper	M286.1145T49	286.114474996084	48.9625132439147		[3M+3Na-H]2+ 168.09	4	NA															286.112862791406	286.115210756552	48.3592105732085	49.6448178926985	63	42	21	0	1.04571790447753e-05	0.121512459107006	0.631527090565413	0.706636802559285	0.0101920388817184	95694.2939535151	0		
M286.1607T172	c18hyper	M286.1607T172	286.160668536686	171.828009115454			2369	NA															286.159242873897	286.161119770759	169.000156287996	174.4227665122	51	36	15	0	0.000153193366891009	0.181670722606168	0.256289040033647	0.964680279626731	4.07941829500165e-07	6529.0941322284	0		
M286.1692T239	c18hyper	M286.1692T239	286.169237617014	238.870713584457			2727	NA															286.167957810215	286.177468737537	237.286974010142	244.295202712137	37	25	12	0	0.000251957207399236	0.189291772039397	0.168502503786791	0.98300936622936	1.08382777281261e-08	3878.72797495286	0		
M286.178T270	c18hyper	M286.178T270	286.178047148434	269.907349427885	[544][M]+	[M+H-CO2]+ 329.166	95	NA															286.176548775229	286.178743913553	268.654715114424	270.917765267485	49	36	13	0	3.89633729728482e-05	0.152533280317617	0.23809472142778	0.989241726266499	1.11470620961788e-09	25632.7520943329	0		
M286.1781T285	c18hyper	M286.1781T285	286.178110885889	284.556348912392	[543][M]2+		2810	NA															286.17657637732	286.179026445062	283.848796365295	285.85359993359	58	37	21	0	4.07243053482989e-05	0.129436995828114	0.39670916379471	0.98567000759286	4.64600387967874e-09	24602.2688664299	0		
M286.2026T414	c18hyper	M286.2026T414	286.202600808782	413.545173928004		[M+Na]+ 263.217	52	NA															286.201199758523	286.203248221655	403.358676626749	422.164670453701	54	37	15	0	0.000179058176393019	0.179542027839885	0.364409765093142	0.965336936029273	3.71816289879583e-07	5575.64844043897	0		
M287.0586T41	c18hyper	M287.0586T41	287.058612719728	41.3385482317007		[M+H-COCH2]+ 328.06	34	NA															287.057209344545	287.05909755043	40.9705805225839	41.7277966595843	53	40	13	0	4.96238718430316e-05	0.134807350767783	0.495424055999464	0.991776059363443	2.92205487767164e-10	20121.0817465835	0		
M287.1252T176	c18hyper	M287.1252T176	287.125159235223	175.771717746855		[M+H+CF3COOH]+ 152.128 [2M+2Na+K]3+ 388.221	63	NA															287.123847140708	287.125812864269	173.727312241571	176.746326409086	56	40	16	0	0.000154734186562829	0.122633003437967	0.507605886325574	0.976041003885787	5.9727176620909e-08	6471.51063166513	0		
M287.1576T42	c18hyper	M287.1576T42	287.15756124151	42.1733940905188		[M+H-C2H4]+ 314.182	34	NA															287.156219813147	287.158393819885	41.7904741861261	42.4844871636492	32	21	11	0	0.000136006106229234	0.183455437349653	0.290864032416059	0.901280787339705	6.24353035505651e-05	7279.22811258411	0		
M287.1671T99	c18hyper	M287.1671T99	287.167124535028	99.3447377088664		[M+H-HCOOH]+ 332.168	48	NA															287.165540687348	287.172788720713	90.0900384146414	100.294065244947	48	30	16	0	0.000134164980724736	0.214843476725211	0.286325324534838	0.989016666430958	1.23581868116584e-09	7480.88539716699	0		
M287.1729T140	c18hyper	M287.1729T140	287.172897537967	139.750554496527			43	NA															287.171700400413	287.173559533991	137.888172255428	141.288846892593	23	10	13	0	0.000506512802258523	0.283068882019794	0.209103963249725	0.972167127774037	1.25541445166674e-07	1978.30515899932	0		
M287.1794T214_1	c18hyper	M287.1794T214_1	287.179387323101	213.813839672315		[M+K+NH3]+ 231.178 [M+Na+NH3]+ 247.152 [M+H+NH3]+ 269.132	90	NA															287.177945271507	287.185876928199	208.137389540782	219.80400480586	54	39	14	0	0.000188069791762325	0.284449475592969	0.486973491856458	0.985672806252471	4.64149057764495e-09	5317.56295158742	0		
M287.2228T418	c18hyper	M287.2228T418	287.222837951568	417.766418973807		[M+H-CO2]+ 330.2	52	NA															287.221423518315	287.223488235153	417.096712074238	418.675830673251	55	40	15	0	9.94177783396203e-05	0.130171287021336	0.211671136473043	0.986127424688453	3.9533757968445e-09	10105.8810658484	0		
M287.2342T403	c18hyper	M287.2342T403	287.234204217059	402.876414190374			3463	NA															287.232680232968	287.234774349001	402.375634089923	403.593470448614	57	39	18	0	0.0116524137587814	0.131957607029374	0.175781181928161	0.995143399825852	2.11054073173916e-11	8098.09955980955	0		
M287.8501T242_1	c18hyper	M287.8501T242_1	287.850061063275	242.176377487683		[M+K]+ 248.888	71	NA															287.84869431796	287.850517840973	240.600954803157	243.2564198718	53	36	17	0	0.000183481375763555	0.0977826757123566	0.171939788633885	0.992703704185391	1.6086965949654e-10	5435.78186615487	0		
M288.066T70	c18hyper	M288.066T70	288.065993487997	70.1232525775918			51	NA															288.064447611371	288.06715320368	69.710638472583	70.685763592946	63	42	21	0	7.55810613309583e-06	0.168357489459995	0.608505379016871	0.983186652061626	1.02875637154242e-08	132072.752696032	0		
M288.1091T84	c18hyper	M288.1091T84	288.109077397286	83.9671393469086		[M+H]+ 287.105	38	NA															288.10761486815	288.110102250657	83.0427191905739	97.1174026723355	63	42	20	0	5.12138609056239e-05	0.122678912256034	0.372813949182152	0.962453277546824	5.51743867961741e-07	19536.7225552505	0		
M288.1755T279	c18hyper	M288.1755T279	288.175484446967	278.897724763532		[M+Na+HCOOH]+ 219.181 [M+H]+ 287.168	77	NA															288.173931963281	288.17604585721	278.041613830915	280.077471354673	45	30	15	0	0.000136310213960115	0.127507112738457	0.364381632689981	0.9920247187793	2.50725846422579e-10	7319.26755264742	0		
M288.1932T299	c18hyper	M288.1932T299	288.193197055906	299.058449691966		[M+H-CH4]+ 303.224	8	NA															288.191831021601	288.194380099558	284.881109594444	300.006441946743	55	37	16	0	3.98468056640725e-05	0.218494058633135	0.408344853965459	0.982322074398027	1.31998230056225e-08	25112.6548703585	0		
M288.2038T67	c18hyper	M288.2038T67	288.203812022674	66.5642402164656		[2M+2Na-H]+ 121.619	7	NA															288.202631519387	288.205004858572	50.4878423975816	67.3645935136327	47	23	19	0	2.00951379240206e-05	0.214129071886685	0.207181435972769	0.943370650175041	4.16889574026547e-06	49993.6731456449	0		
M288.2045T178	c18hyper	M288.2045T178	288.204513532694	177.94446835485			63	NA															288.203183018851	288.205085912695	176.432437610768	178.832420905442	40	29	11	0	0.000523324444872234	0.283754497122589	0.452158646263067	0.931275918815859	1.07495421429498e-05	1890.29595548879	0		
M288.2541T603	c18hyper	M288.2541T603	288.254125389518	602.886472705193	[553][M]+		1475	NA															288.252548798038	288.255517402881	602.352772128687	603.448330451113	60	37	21	2	0.0716066138418378	0.141533263280143	0.315150173956117	0.996043507155207	7.5846670437134e-12	39650.634895227	0		
M288.6805T299	c18hyper	M288.6805T299	288.680474938618	298.544783863411		[M+Na]+ 265.693	8	NA															288.679002598333	288.681206074621	296.874790838678	300.665438951005	63	42	21	0	2.5084687672469e-05	0.192066348051834	0.549819600242182	0.987711372846844	2.16198023309765e-09	39744.409106739	0		
M288.9046T243_1	c18hyper	M288.9046T243_1	288.90460062536	242.840046291029		[M+Na+NH3]+ 248.888	71	NA															288.903142265047	288.905481291983	241.489260971318	243.613754054253	53	35	18	0	6.37844482549444e-05	0.176192068470339	0.25781186103596	0.978528614128093	3.46693401600213e-08	15704.4710903441	0		
M288.9935T47	c18hyper	M288.9935T47	288.993496086406	47.0470056961708		[M+H-C6H8O6]+ 464.03	4	NA															288.992176133319	288.993851612192	46.3198844717596	47.8835648058459	42	30	12	0	2.14530780455294e-05	0.282422068081257	0.459993246537039	0.950133054185871	2.23291845240934e-06	46905.0914568129	0		
M289.0146T86	c18hyper	M289.0146T86	289.01460921837	86.4823682303047		[M+H]+ 288.011	38	NA															289.013189007578	289.015858871543	85.9118629724371	86.9840470339262	62	41	21	0	0.000116684473904128	0.163734241458929	0.33885110584181	0.954932965671447	1.35719430158879e-06	8548.60672542995	0		
M289.0808T108	c18hyper	M289.0808T108	289.080828770317	107.827151620907		[M+Na]+ 266.095	66	NA															289.079309623288	289.081943781226	107.279737824198	127.151196629864	64	42	21	0	6.91718332439324e-05	0.122068600077917	0.553682440932029	0.945098246702627	3.58114383471715e-06	14434.8784400815	0		
M289.1163T487	c18hyper	M289.1163T487	289.116290207354	487.227038056784			14	NA															289.114738067553	289.117589609412	485.094243944189	490.964357592076	56	36	20	0	4.39805514048765e-05	0.136918175694969	0.326983506587703	0.953862782666899	1.52340658528501e-06	22768.3382812356	0		
M289.1234T259	c18hyper	M289.1234T259	289.123438210683	258.51466318877		[2M+3H]3+ 432.188	50	NA															289.121940435299	289.124136845677	258.008902523798	270.691205004706	45	30	14	0	0.00026047976554351	0.140193773285352	0.202030614891645	0.993016290690531	1.2930628075847e-10	3846.92554911445	0		
M289.1362T655_2	c18hyper	M289.1362T655_2	289.136179661104	655.134812653399	[554][M+1]2+		17	NA															289.134621824795	289.137191621	651.773003601549	666.87237510199	101	42	20	0	1.22944018869348e-05	0.290323109406755	0.313505585717015	0.988927497019032	1.28661349567742e-09	81515.9605356992	0		
M289.141T149	c18hyper	M289.141T149	289.140979080396	148.516043924602	[556][M]+	[M+K]+ 250.176	67	NA															289.139515591353	289.141558672345	147.839971992578	149.258475877563	60	42	18	0	5.57660866209259e-05	0.133875572846465	0.36912137245873	0.994409521999822	4.26034175968515e-11	18003.7874527186	0		
M289.1412T267	c18hyper	M289.1412T267	289.141208703072	266.934755781988			2893	NA															289.139678072054	289.141722289044	266.474578864767	267.47306334586	45	32	13	0	0.000196365033624178	0.205742214121125	0.276719478020079	0.992861791361913	1.4421914156411e-10	5085.26994845889	0		
M289.1554T243_2	c18hyper	M289.1554T243_2	289.155401583228	242.905777022885		[2M+3Na+K-H]3+ 380.265	71	NA															289.153951982921	289.15589961835	241.977072405704	243.650903575916	53	36	17	0	0.000110242180179919	0.201458977083907	0.283736667268693	0.995966798309053	8.34792794899628e-12	9088.94492781334	0		
