variableMetadata	chromato	name	chebi_id	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	mixomics_LAT	mixomics_MX2	annot_level	annot_confidence	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M183.0863T0.91	c18acqui			0.988840781621642	0.386093813482659	0	-0.390610127332558	0.546484230620237	0	1.06074641460087	0.0780993459825582	0	-0.652421664292854	0.102084464411706	0	2.74631884125431	2.44070590427214	E	E	B	E	E	B	0	0	NA		M183T54	183.086276758744	54.4003025572223			13	NA	
M183.1104T0.82	c18acqui			-0.197402493656346	0.899522227288934	0	0.824064068978894	0.00147368686422766	1	0.328640821522628	0.652836032395284	0	0.348288966683425	0.181614662023047	0	0.817888227473061	1.14634873869536	E	E	E	E	E	E	0	0	4		M183T49	183.110440981923	49.3422801536308		[M+H]+ 182.102	21	NA	
M183.5882T12.44	c18acqui			0.0915651866512945	0.896764393982279	0	0.0787704413416925	0.728589564776843	0	0.169893831737012	0.917378176273258	0	-0.0823087604391635	0.776798625361156	0	0.804597159365578	1.2553717670987	E	E	E	E	E	E	0	0	NA		M184T746	183.588162058656	746.106000634878			116	NA	
M183.9876T0.65	c18acqui			0.0661019909503668	0.883098639371733	0	0.0159000693650082	0.89772971788284	0	0.0648342043354884	0.947154974841246	0	0.102256243170773	0.326650849126699	0	0.574555261816288	0.484312280389185	E	E	E	E	E	E	0	0	NA		M184T39	183.987554235373	39.0513761493151	[283][M+1]+		23	NA	
M184.058T0.99	c18acqui			0.0193751783002387	0.998004925531569	0	-0.248730805628693	0.355302116535461	0	0.093552759047201	0.966614363565369	0	-0.206397771030005	0.367599582484987	0	0.0833936723406679	0.811347178804958	E	E	E	E	E	E	0	0	NA		M184T59	184.058027695876	59.4601328751859	[278][M+2]+		985	NA	
M184.1332T9.53	c18acqui			-0.0917721628341788	0.891248921213729	0	-0.0821209937907277	0.694960242732255	0	-0.109099700247846	0.951393709128887	0	-0.234303613635181	0.222434548546658	0	0.309186159684043	0.310056718089113	E	E	E	E	E	E	0	0	NA		M184T572	184.133243303023	571.726230943411		[M+Na+NH3]+ 144.115	68	NA	
M184.1334T1.18	c18acqui			-0.492551167195744	0.854136327665084	0	-0.230588964227785	0.786212468202405	0	-0.0481964658551171	0.995054109066654	0	-0.431273249950868	0.596313549687299	0	1.05385398554692	0.150223121144133	E	E	E	E	E	E	0	0	NA		M184T71	184.133384882	70.9112812041204		[M+H-C2H4]+ 211.164	1	NA	
M184.1697T17.4	c18acqui			-0.0902949129155068	0.882879073935551	0	0.136223794710942	0.34404769108855	0	-0.133256030386271	0.873688265925507	0	0.0226256377659499	0.904553326013665	0	0.933373487386019	1.13014513415231	E	E	E	E	E	E	0	0	NA		M184T1044	184.169657254335	1043.81086461873		[M+H-CH2]+ 197.178	39	NA	
M184.1697T17.23	c18acqui			-0.0103859980031924	0.984057090377692	0	-0.137998217871779	0.497356767691709	0	-0.249025080195878	0.740176842295647	0	-0.230157044957625	0.343766846352536	0	0.0322441065700374	1.15582892560831	E	E	E	E	E	E	0	0	NA		M184T1034	184.169667686632	1033.93068052611			55	NA	
M184.5866T12.43	c18acqui			0.226552031668867	0.800055697572617	0	0.0408446988434168	0.874562424976974	0	-0.00115741580411743	0.999189346311541	0	-0.138468093684692	0.624499897030534	0	1.42444982585315	0.419981985426852	E	E	E	E	E	E	0	0	NA		M185T746	184.586584095498	745.916174978208			116	NA	
M184.9609T9.82	c18acqui			-0.00086894115086622	0.993805399568196	0	-0.180975551508364	0.642924168802111	0	-0.288057097886428	0.841631898914696	0	-0.083626557047948	0.872821943854833	0	0.268711650299094	1.21041366696464	E	E	E	E	E	E	0	0	NA		M185T589	184.960870423256	589.157538893338			68	NA	
M185.0916T1.19_2	c18acqui			0.0733987106242573	0.95865922285435	0	-0.162026326300786	0.553581790455468	0	0.00967512069986931	0.995054109066654	0	-0.122310925239519	0.721619688819726	0	0.626554103489417	0.0733721868493946	E	E	E	E	E	E	0	0	NA		M185T71_2	185.091638039303	71.2871451394458	[281][M+2]+		1	NA	
M185.9848T1.21	c18acqui			-0.0270134120065908	0.955005089552802	0	-0.270931239228565	0.0829039499299985	0	0.0641188211675505	0.974330332819913	0	-0.189118102522079	0.426261576797578	0	0.588828149041414	0.404201349408627	E	E	E	E	E	E	0	0	NA		M186T72	185.984762019474	72.3225428958156		[M+K]+ 147.022	1	NA	
M186.0762T1.19_1	c18acqui			0.391575852791924	0.52432652854539	0	0.132484754331907	0.550351407638914	0	0.345632560645404	0.313477532296481	0	-0.263424448434684	0.159869120816979	0	2.14832454827461	2.19376059028219	E	E	E	E	E	E	0	0	NA		M186T71_1	186.076176919634	71.1424590390642	[281][M+3]+		1	NA	
M186.1126T1.18_2	c18acqui			0.327371543777392	0.440995510494022	0	0.423050587658535	0.0105069928991544	1	0.341897678062722	0.313477532296481	0	0.00588847870759146	0.980843523646485	0	1.7983923223757	1.82937761573429	E	E	E	E	E	E	0	0	4		M186T71_2	186.112564029933	71.0417287609176			1	NA	
M186.4833T0.72_4	c18acqui			0.0867627502602719	0.933178268951685	0	-0.131276160173591	0.628039460271474	0	0.153959866027277	0.946722387627659	0	-0.0462767831959745	0.879582354550895	0	0.795371123258792	0.481580775793252	E	E	E	E	E	E	0	0	NA		M186T43_4	186.483319879853	43.11257990677			14	NA	
M186.9562T9.1	c18acqui			0.00836651045439041	0.971299349973459	0	0.221673447970005	0.0730600478096124	0	-0.0885190753864933	0.964462828346848	0	0.174704262706442	0.422382679657549	0	0.265460930253611	0.685181125869083	E	E	E	E	E	E	0	0	NA		M187T546	186.956198843777	546.22049303178		[3M+Na+K]2+ 103.982 [M+K]+ 147.989	167	NA	
M187.0577T1	c18acqui			-0.0709420275885329	0.903760822139612	0	0.193027405557913	0.108624522386258	0	-0.0523922304098114	0.964462828346848	0	0.191330110801708	0.116398755183887	0	0.76919530521633	0.585924194139038	E	E	E	E	E	E	0	0	NA		M187T60	187.057662806218	60.2718781375908	[298][M]+	[M+Na]+ 164.07	164	NA	
M187.0577T1.21	c18acqui			-0.107637537491753	0.88750213761207	0	0.0375129329058996	0.91019403147365	0	-0.0125969273349575	0.989890459617679	0	0.0590931705385103	0.757490557833783	0	0.449086123777729	0.129809309190123	E	E	E	E	E	E	0	0	NA		M187T73	187.057727200665	72.8008898520132			1	NA	
M187.0787T0.89	c18acqui			0.00670912826898729	0.995740537243491	0	-0.0109986785605365	0.977437384270593	0	-0.0901972355074729	0.955153696855392	0	0.125242918973722	0.539436089395584	0	0.599440544248558	0.922746345923977	E	E	E	E	E	E	0	0	NA		M187T53	187.078744572375	53.4929235041738		[M+Na]+ 164.087	7	NA	
M187.9586T9.8	c18acqui			-0.00314596746260065	0.98488157012184	0	0.186772570695936	0.0738517227545321	0	-0.0331141523929759	0.980183020807238	0	0.166742390130018	0.314336745150971	0	0.133698503656984	0.312397819651326	E	E	E	E	E	E	0	0	4		M188T588	187.958600076975	588.04412004665	[292][M+1]+		68	NA	
M188.061T1.01	c18acqui			-0.0811666854533133	0.931239423374697	0	0.146818962692821	0.494788895960223	0	-0.132137191935156	0.849974987160155	0	0.078793979053275	0.656876243706966	0	0.675585621615836	0.866335539880484	E	E	E	E	E	E	0	0	NA		M188T60	188.061009473042	60.3762189856878	[298][M+1]+		164	NA	
M188.0682T6.18	c18acqui			0.133507119027934	0.800336543498931	0	0.196899519397865	0.200769770574914	0	-0.0118741697996203	0.989890459617679	0	0.0619955395333065	0.740850401909449	0	1.44645076236338	0.0780333833503586	E	E	E	E	E	E	0	0	NA		M188T371	188.068243779185	371.000269364715		[M+Na]+ 165.078	45	NA	
M188.0738T8.15	c18acqui			0.450722324883957	0.929911722138763	0	-3.43801935130582	6.41963198756692e-09	1	0.190402013341567	0.949643756764396	0	-3.36705218334133	1.10967226582582e-07	1	0.651750502484791	0.797876521791264	E	E	E	E	E	E	0	0	4		M188T489	188.073840213053	488.713167556462			4242	NA	
M188.0767T0.72_3	c18acqui			-0.0247137217187117	0.974304979870671	0	-0.015596795020322	0.945940794664874	0	-0.124717239875748	0.886962015490996	0	-0.0903677956365794	0.642725337718225	0	0.118805308033792	1.15387270379431	E	E	E	E	E	E	0	0	NA		M188T43_3	188.076728971454	43.1542029303423			14	NA	
M188.0922T1.18	c18acqui			0.236943293553493	0.724694193199932	0	-0.169654685669	0.398012907080803	0	0.194930528462015	0.700376389505902	0	-0.204959447366738	0.223398931818505	0	1.53490875161407	1.66023709924715	E	E	E	E	E	E	0	0	NA		M188T71	188.092248621355	70.8962078823036			1	NA	
M188.1282T1.05	c18acqui			-0.303682124399549	0.746540228413964	0	-0.0450961078051932	0.854552243829322	0	0.0252596636478692	0.990672269591482	0	0.00450695712524052	0.993392913090901	0	1.53183079892968	0.205428787077128	E	E	E	E	E	E	0	0	NA		M188T63	188.128150580731	63.2737634272086			22	NA	
M188.1645T9.61	c18acqui			0.017784449536201	0.989161471623212	0	-0.0942612440067787	0.65890799905008	0	0.121261759815688	0.893822542789487	0	-0.0677883348854653	0.722653078859923	0	0.549430785394512	1.22588547372247	E	E	E	E	E	E	0	0	NA		M188T577	188.164539938661	576.629199843152		[3M+H+K]2+ 112.126	68	NA	
M188.9865T1.38	c18acqui			0.0330747993474265	0.96279505772193	0	0.0356906775396499	0.876099631259489	0	0.0440861140507298	0.98116454289582	0	0.0621061126395475	0.812984718365077	0	0.588657843703612	0.282677716624814	E	E	E	E	E	E	0	0	NA		M189T83	188.986483730686	82.8010130122074		[3M+H+Na]2+ 117.996 [3M+H+Na]2+ 117.996	243	NA	
M189.074T7.34	c18acqui			0.0108455892889801	0.943253516765114	0	0.335029782146208	0.000567398898373419	1	0.0120742770856932	0.999189346311541	0	0.248037148336582	0.0601775705922111	0	0.132935402247037	0.101811178273538	E	E	E	E	E	E	0	0	4		M189T440	189.07403728901	440.294839980339	[301][M+1]+		81	NA	
M189.087T1.18_1	c18acqui	N-alpha-Acetyl-L-Glutamine	CHEBI:21553	0.190728513546265	0.800055697572617	0	-0.332863723031009	0.0538704722624675	0	0.204417839980763	0.730041296777805	0	-0.116443096157319	0.569821401207477	0	1.43357083164905	1.19553282912842	E	E	E	E	E	E	0	0	1	a,b,c	M189T71_1	189.086979558709	70.6982113689078	[303][M]+	[M+H-C4H8]+ 244.145	1	NA	
M189.1088T17.42	c18acqui			0.0427763286539573	0.955005089552802	0	-0.0139071241850441	0.961305104439205	0	-0.145928079328135	0.927902242789404	0	-0.0913717364218503	0.751713011826009	0	0.266911518370779	1.12476441882689	E	E	E	E	E	E	0	0	NA		M189T1045	189.108787590532	1044.94216573841	[305][M]2+		39	NA	
M189.1088T17.24	c18acqui			-0.0167862605708606	0.984057090377692	0	-0.0363494478869928	0.887742124556121	0	-0.127310744798381	0.94777135362595	0	-0.123512646862459	0.635710748881155	0	0.107122747597118	0.842725936895098	E	E	E	E	E	E	0	0	NA		M189T1035	189.108829921302	1034.60276128129	[306][M]2+		55	NA	
M189.116T18.32	c18acqui			-0.0153582952224003	0.98488157012184	0	-0.00973149730042877	0.967216595796877	0	-0.186110717406537	0.744027803412761	0	-0.157642417718039	0.403745084496845	0	0.426846768252044	1.44696980788984	E	E	E	E	E	E	0	0	NA		M189T1099	189.116001352865	1099.36149734663			31	NA	
M189.1233T1.18_2	c18acqui			0.174074980727966	0.800055697572617	0	0.00712763888554235	0.941023940146934	0	0.199157225184997	0.763996605712605	0	0.110519402225627	0.641436013374473	0	1.41375957772238	1.17856910737255	E	E	E	E	E	E	0	0	NA		M189T71_2	189.123340552934	70.5302109063324	[307][M]+	[M+H+NH3]+ 171.093	1	NA	
M189.1598T0.82	c18acqui			0.128408199692386	0.840740123923655	0	0.107122252885393	0.596079403698642	0	0.218292765659461	0.671456203814924	0	0.00782178595051342	0.997759282695349	0	1.06943463901563	1.82777458463559	E	E	E	E	E	E	0	0	NA		M189T49	189.159818213226	49.3470872025392		[M+3H]3+ 564.442	21	NA	
M189.6101T17.24_1	c18acqui			0.211613803824815	0.817883654017858	0	-0.129472620281657	0.71567128092448	0	0.0997593684806777	0.966910643029553	0	-0.302140207787687	0.227713489622135	0	1.35106910179014	0.648134982109375	E	E	E	E	E	E	0	0	NA		M190T1035_1	189.610087770685	1034.59021071507	[306][M+1]2+		55	NA	
M189.6102T17.41_1	c18acqui			-0.20220986254324	0.791347994348933	0	-0.017625818488737	0.907030772567675	0	-0.298062873673743	0.466637251953296	0	-0.0513138918729652	0.88463764263263	0	1.73344370937875	1.93054115108365	E	E	E	E	E	E	0	0	NA		M190T1045_1	189.610181592129	1044.88470187855	[305][M+1]2+		39	NA	
M189.956T1.38	c18acqui			-0.0216389588678414	0.974039631726497	0	0.0529651778028928	0.719158766035765	0	-0.119772178447565	0.650421205524418	0	0.0806570715513288	0.427888288059687	0	0.326754025908961	1.92176491479187	E	E	E	E	E	E	0	0	NA		M190T83	189.9559538271	82.7097852069306			243	NA	
M189.9561T1.22	c18acqui			0.175029422766515	0.803221567360953	0	-0.0735716729532712	0.822007500573386	0	-0.18225448268279	0.948329403053375	0	-0.0783750345210645	0.872821943854833	0	1.43553503052501	0.512082736820888	E	E	E	E	E	E	0	0	NA		M190T73	189.956081842249	73.363373992461			43	NA	
M190.0863T11.03	c18acqui			0.489782577522218	0.701068420643666	0	-0.191402701769471	0.71567128092448	0	-0.160494663657342	0.974330332819913	0	-0.27515099455613	0.518796762140505	0	1.98024325044783	0.448755112591922	E	E	E	E	E	E	0	0	NA		M190T662	190.08627013945	662.05880281902	[309][M]+		285	NA	
M190.1186T1.01	c18acqui			-0.225683919170205	0.903760822139612	0	-0.1510248756259	0.802057819988628	0	-0.965843513482103	0.42484896119249	0	0.0613453083011102	0.91051725498954	0	1.01099306046355	1.98053723655832	E	E	E	E	E	E	0	0	NA		M190T61	190.118642873323	60.7572653778408	[310][M]+		164	NA	
M190.608T17.4	c18acqui			-0.0787468530678641	0.932413728126297	0	-0.00886166799813637	0.965761576526889	0	-0.159066598710815	0.944622935439667	0	-0.0108562801330017	0.988571296530171	0	0.802528476852326	1.15362658478224	E	E	E	E	E	E	0	0	NA		M191T1044	190.608037228835	1044.00000786771	[305][M+3]2+		39	NA	
M190.912T0.82_1	c18acqui			-0.0230193028927381	0.962220816343444	0	-0.34170988842752	0.0760889476961821	0	0.0391520883581755	0.980183020807238	0	-0.526354049820057	0.0167205069247211	1	0.197543789124994	0.584964858160747	E	E	E	E	E	E	0	0	NA		M191T49_1	190.912031595858	49.2068176239857			21	NA	
M191.0403T0.86	c18acqui			-0.0882611240112325	0.891248921213729	0	0.246524797290121	0.0514857459189874	0	-0.0060614596741253	0.989727609876616	0	0.23751170307688	0.0525805938159424	0	0.349823700511486	0.436834766625854	E	E	E	E	E	E	0	0	4		M191T51	191.040293406823	51.4829995274035			7	NA	
M191.0814T1.21	c18acqui			0.134372569597129	0.889551160601661	0	-0.169569182482892	0.516629569894087	0	0.45012906545662	0.700376389505902	0	-0.0508111980281996	0.901622521491309	0	0.501381759116623	1.48346781396224	E	E	E	E	E	E	0	0	NA		M191T73	191.081443803954	72.8076802483782	[303][M+2]+		1	NA	
M191.0816T7.1	c18acqui			0.629130943654832	0.800336543498931	0	0.555376771661342	0.461721385194749	0	1.19171944039085	0.302500714760514	0	0.391239813672238	0.667249987903024	0	1.08557682277784	2.32894718326882	E	E	E	E	E	E	0	0	NA		M191T426	191.081648471105	426.06455546561			6738	NA	
M191.1028T0.95	c18acqui			0.186537270776874	0.910132058885184	0	-0.0507941402847987	0.950961635894718	0	-0.706479386841123	0.735972943033618	0	-0.420577465306705	0.59404101682975	0	0.88979599700462	1.06668464385999	E	E	E	E	E	E	0	0	NA		M191T57	191.102814610289	57.1412858985747			29	NA	
M191.1218T1.01	c18acqui			-0.150033676520785	0.74847806385346	0	-0.157362750465978	0.192082727560845	0	-0.557387163985824	0.52035149050332	0	-0.136036971139101	0.827695005557986	0	1.28731221837815	1.57263360472224	E	E	E	E	E	E	0	0	NA		M191T61	191.121812164232	60.695275520397	[310][M+1]+		164	NA	
M191.5859T11.53	c18acqui			-0.0995781637924349	0.931239423374697	0	-0.280463058089508	0.38166530928981	0	0.105156273673259	0.974330332819913	0	-0.091083017256846	0.801775401994285	0	0.227209439837156	0.764135792319609	E	E	E	E	E	E	0	0	NA		M192T692	191.585890449744	692.046076592292			82	NA	
M192.0325T1.15	c18acqui			0.0882136655435506	0.931239423374697	0	0.667856919943736	0.0457515691620671	1	0.346053738600803	0.77673366453218	0	0.575653659781876	0.0594815233230442	0	0.502570828160718	1.01492007649662	E	E	E	E	E	E	0	0	4		M192T69	192.032529504575	68.865002696562		[M+H]+ 191.021	40	NA	
M192.0688T7.73	c18acqui			0.203082930350636	0.816058326116918	0	0.121152349781999	0.666269923424921	0	0.0495279611257597	0.987005723794043	0	0.199856395175319	0.587866631542499	0	1.02145442547395	0.166371447093836	E	E	E	E	E	E	0	0	NA		M192T464	192.068793363399	464.001772962023			7365	NA	
M192.0795T0.79	c18acqui			-0.171552040295028	0.882879073935551	0	0.477616131516058	0.0260009793107128	1	-0.0689507544122421	0.958967617861295	0	0.573952466066713	0.000527048962228385	1	1.234094068385	0.866151531102378	E	E	E	E	E	E	0	0	NA		M192T47	192.079525078113	47.2871362784163	[312][M+1]+		176	NA	
M192.123T0.99	c18acqui			-0.120300040486267	0.821040517530251	0	-0.225940517140314	0.157867925919037	0	-0.389345642598288	0.188094477538286	0	-0.545127382237251	0.00147118408677927	1	0.77458330590567	1.51184813084548	E	E	E	E	E	E	0	0	4		M192T60	192.123009051191	59.5193097396176		[3M+H+Na]2+ 120.083	10	NA	
M193.1585T18.79	c18acqui			-0.199217366226522	0.902710760294485	0	0.186285216691022	0.725896768923756	0	-0.0794155374517533	0.980490190771163	0	0.297657794215446	0.501750238910483	0	0.471249480120802	0.205876856712022	E	E	E	E	E	E	0	0	NA		M193T1128	193.158531281617	1127.69790047882		[M+K]+ 154.196 [M+Na]+ 170.164	99	NA	
M194.0812T8.79	c18acqui			0.00837240610501055	0.999309494884809	0	-0.120305982176292	0.794437559088345	0	0.0502721908983865	0.989890459617679	0	0.31870079673261	0.451930151391599	0	0.29671787266963	0.0225914650083394	E	E	E	E	E	E	0	0	NA		M194T528	194.081174276124	527.699706942279	[317][M]+	[M+K]+ 155.115	174	NA	
M194.1579T0.91	c18acqui			-0.359580676303205	0.718230536514286	0	1.83345638176693	3.47844917222656e-12	1	-0.20179252244926	0.642007321136239	0	1.56684207258075	6.03762286796191e-10	1	0.763323797666251	1.00729452806616	E	E	E	E	E	E	0	0	4		M194T54	194.15788266988	54.3412500692125			1073	NA	
M195.2108T14.05	c18acqui			0.289077569293921	0.77849097251293	0	-0.131754025347735	0.731896386145205	0	-0.13911857062314	0.948329403053375	0	0.0318626301463123	0.918852705844166	0	1.56136960433341	1.08715939592978	E	E	E	E	E	E	0	0	NA		M195T843	195.210791513544	842.735207618244			6055	NA	
M196.865T0.86_1	c18acqui			-0.0517855491519796	0.968921922669869	0	0.097830250509471	0.753502944639281	0	0.00159065650237267	0.999189346311541	0	0.109183124751798	0.657195729668372	0	0.0391776681507479	0.318093047436893	E	E	E	E	E	E	0	0	NA		M197T51_1	196.864980398706	51.4975183242239		[3M+Na]+ 57.9565	7	NA	
M196.8651T1.06_1	c18acqui			0.0837049389800129	0.960714916218778	0	-0.0928162643732282	0.840382484862413	0	0.171533573603863	0.948329403053375	0	-0.0654159875139975	0.871605804193056	0	0.841736139063049	0.722744756690041	E	E	E	E	E	E	0	0	NA		M197T63_1	196.865133037069	63.3903039964152			22	NA	
M197.5982T15.43	c18acqui			0.124899903229705	0.961644383395989	0	2.80694435197404e-05	0.991137502200899	0	-0.104941491717542	0.984214873014425	0	-0.493950201155423	0.294485978818217	0	0.397378544012003	0.297153401637661	E	E	E	E	E	E	0	0	NA		M198T926	197.598163681454	925.7406189216			8109	NA	
M197.622T17.93	c18acqui			0.124488819331958	0.903760822139612	0	0.122029314653965	0.714545135324883	0	0.0857793716712489	0.975398838453871	0	0.344806432381885	0.185779810608393	0	0.311555497420268	0.339287487067484	E	E	E	E	E	E	0	0	NA		M198T1076	197.621966212028	1075.79894701861			1707	NA	
M198.0745T1.2	c18acqui			-0.59833406001678	0.803221567360953	0	0.495718363427194	0.536551692663126	0	-0.207159115367437	0.974330332819913	0	0.270150589691507	0.695447325322256	0	1.62829346211894	0.737490086751806	E	E	E	E	E	E	0	0	NA		M198T72	198.074545744041	71.9396626251594		[M+H-C6H8O6]+ 373.101	1	NA	
M198.0851T0.91	c18acqui			0.0543869851782368	0.896748769236132	0	0.135803390850464	0.274477028306441	0	0.00338808958786352	0.999189346311541	0	0.147795392294549	0.31141954306433	0	0.821969008521477	0.26223712820029	E	E	E	E	E	E	0	0	NA		M198T54	198.085081911243	54.3052186897354	[320][M]+	[M+Na+NH3]+ 158.073	13	NA	
M198.0969T1.04	c18acqui			-0.0530963466279779	0.934074170997031	0	0.0153682537489281	0.957673423425686	0	-0.0541488672130406	0.9740415632169	0	0.268792299312942	0.0593227077467812	0	0.763314880418165	0.787057948877667	E	E	E	E	E	E	0	0	4		M198T62	198.096928927217	62.4716726807844	[321][M]+		22	NA	
M198.0972T1.31	c18acqui			-0.183149001005122	0.740697573794383	0	-0.068510278481714	0.654819632228	0	-0.0257354773993566	0.984226351753018	0	0.0880249292078528	0.675930924652941	0	1.98103442533325	0.33679573559128	E	E	E	E	E	E	0	0	NA		M198T78	198.097211239886	78.4194510447996			261	NA	
M198.1854T11.53	c18acqui			0.119395050305378	0.896748769236132	0	-0.0126565653672781	0.991137502200899	0	0.102824770515971	0.964462828346848	0	-0.012150831945565	0.961589388388138	0	1.05238190855034	1.00141376391614	E	E	E	E	E	E	0	0	NA		M198T692	198.185380829876	691.863870060654		[M+H-HCOOH]+ 243.184	82	NA	
M198.1855T11.02	c18acqui			0.0408893974593543	0.962220816343444	0	0.0753302806321212	0.759466109931864	0	0.0897578372711116	0.974330332819913	0	-0.0615809597362809	0.853734580684559	0	0.472247566321561	0.766966783672338	E	E	E	E	E	E	0	0	NA		M198T661	198.185478172899	661.478170939344		[M+H-H20]+ 215.189	285	NA	
M198.8621T0.98	c18acqui			-0.0379964580711611	0.959478994989881	0	-0.114208999990108	0.569148346186565	0	-0.0303800505460288	0.988113080826827	0	-0.158090276626211	0.487458059307082	0	0.083582896149765	0.0803006785585133	E	E	E	E	E	E	0	0	NA		M199T59	198.862079015737	59.0637551323673			10	NA	
M199.0884T0.91	c18acqui			-0.111936806759967	0.88750213761207	0	0.21092638280537	0.235137794167057	0	-0.0422737058253499	0.974330332819913	0	0.277425121451808	0.0446349930910892	1	0.724318519958476	0.870098364013509	E	E	E	E	E	E	0	0	4		M199T54	199.088367153079	54.4151136436086	[320][M+1]+		13	NA	
M199.1003T1.03	c18acqui			-0.0013111200159539	0.997550554321522	0	-0.00360946030625087	0.98989953573055	0	0.0319645420299253	0.986967026657348	0	0.12014468730232	0.561069557573197	0	0.436364869931862	0.181305653871393	E	E	E	E	E	E	0	0	NA		M199T62	199.10028250061	62.0057251596012	[321][M+1]+		22	NA	
M199.9413T0.72_1	c18acqui			0.172416705673266	0.851361303423968	0	-0.157277692671743	0.589969203960193	0	-0.0843020725634762	0.974330332819913	0	-0.297555016929625	0.244211699884326	0	1.29410828844136	0.350246384259375	E	E	E	E	E	E	0	0	NA		M200T43_1	199.941309283699	43.1580762509372	[326][M+1]+		14	NA	
M199.9878T9.78	c18acqui			-0.0255645595598271	0.98488157012184	0	0.19699240863792	0.111759355113175	0	-0.0550512664478298	0.974330332819913	0	0.119017968937699	0.534455177810715	0	0.0108324754343386	0.371547986357657	E	E	E	E	E	E	0	0	4		M200T587	199.987809618242	586.686197096728			68	NA	
M200.1646T10.87	c18acqui			0.189029549199315	0.803221567360953	0	0.0791288721356995	0.746816822372261	0	0.0942192632250034	0.964462828346848	0	0.0153678355082452	0.968977371731575	0	1.19437330434395	1.03203951109343	E	E	E	E	E	E	0	0	NA		M200T652	200.164598410604	652.131936345054	[334][M]+		5964	NA	
M200.4226T0.64	c18acqui			0.112604488329479	0.902152743444399	0	-0.107670180996935	0.71567128092448	0	0.0388568761122254	0.984226351753018	0	0.131249291759538	0.576171134467251	0	0.527058688204504	0.186295777294431	E	E	E	E	E	E	0	0	NA		M200T38	200.422588386423	38.1307410363796			23	NA	
M200.9378T0.72	c18acqui			0.235745561711312	0.798002907781623	0	-0.097929423411129	0.787698098471678	0	-0.184674685071228	0.889065780680606	0	-0.196420251802962	0.447213191291483	0	1.70305612650845	1.0392401145009	E	E	E	E	E	E	0	0	NA		M201T43	200.937793532702	43.1403180358466	[326][M+2]+		14	NA	
M201.0725T0.77	c18acqui			-0.0146782280246374	0.994819981786859	0	0.0990023521770578	0.72105432896911	0	0.306830205826033	0.48008793975887	0	-0.0123152052921256	0.938682565276499	0	0.0612334695077978	2.10885213916374	E	E	E	E	E	E	0	0	NA		M201T46	201.072505627026	46.1548088470457		[M+K]+ 162.104	84	NA	
M201.087T1.19_1	c18acqui			0.0805244341050813	0.891248921213729	0	0.00467256055497778	0.962780347891095	0	0.212693843738883	0.502151253585699	0	-0.0500661308352708	0.759180672593956	0	1.12964933811424	1.70713785206069	E	E	E	E	E	E	0	0	NA		M201T71_1	201.08696359084	71.3832593112888		[M+H+HCOOH]+ 154.07	1	NA	
M201.1239T1.18_2	c18acqui			-0.155892117566042	0.843339683918808	0	-0.123901309696665	0.620400464841419	0	0.111132131522076	0.948329403053375	0	0.0593080207828294	0.840298238658276	0	0.583511945878978	0.511247669446092	E	E	E	E	E	E	0	0	NA		M201T71_2	201.123859361335	70.743381354195		[2M+H]+ 100.055	1	NA	
M201.6522T0.72_1	c18acqui			0.193121669606874	0.78446957373279	0	0.151871753867015	0.404156017145766	0	0.0758461254355911	0.974330332819913	0	0.128619297991785	0.526497108037347	0	1.20722883565224	0.556231826178704	E	E	E	E	E	E	0	0	NA		M202T43_1	201.652167244719	43.1362378687694			14	NA	
M202.1186T1.18_1	c18acqui			0.0359008436074895	0.970822051937606	0	0.00885265309597116	0.971142786505794	0	0.2205871661687	0.76647069206107	0	0.104493381217575	0.707602578871005	0	0.106636397700493	1.05011543062206	E	E	E	E	E	E	0	0	NA		M202T71_1	202.118645047175	71.093481652551			1	NA	
M202.1802T1.56	c18acqui			-0.0146208242870784	0.983552183576625	0	-0.0488792236546143	0.824208852058338	0	0.0714355225614707	0.955153696855392	0	-0.0816445927174438	0.622303076172561	0	0.192576619467042	0.870487338532624	E	E	E	E	E	E	0	0	NA		M202T94	202.180187198451	93.6606729133278			3672	NA	
M202.5913T1.18_1	c18acqui			1.00426362994833	0.52432652854539	0	0.479344331313937	0.389903718038014	0	1.32457264250796	0.142243227408191	0	0.143089962373063	0.915104834555246	0	2.05798671328732	2.85386046553997	E	E	E	E	E	E	0	0	NA		M203T71_1	202.591332455554	70.716915721206			1	NA	
