variableMetadata	chromato	namecustom	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	spi_formula	spi_monoisotopic	spi_name	spi_KEGGpathwaysfamily	spi_KEGGpathways	spi_subpathways	spi_annot	inchi	inchikey	pubchem	chebi	hmdb	kegg	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	PCA_xload-p1_LAT	PCA_xload-p2_LAT	OPLSDA_xload-p1_LAT	OPLSDA_xload-o1_LAT	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-ortho_LAT	OPLSDA_coef_LAT	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	PCA_xload-p1_MX2	PCA_xload-p2_MX2	OPLSDA_xload-p1_MX2	OPLSDA_xload-o1_MX2	OPLSDA_VIP-pred_MX2	OPLSDA_VIP-ortho_MX2	OPLSDA_coef_MX2	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	supp_mzmin	supp_mzmax	supp_rtmin	supp_rtmax	supp_npeaks	supp_Bio	supp_QC	supp_Blanc	supp_blankMean_over_sampleMean	supp_pool_CV	supp_poolCV_over_sampleCV	supp_poolDil_cor	supp_poolDil_pval	supp_redund_samp_mean	supp_redund_is	supp_redund_repres	supp_redund_relative
M160.9495T1026	hilic	M160.9495T1026	160.949523833971	1025.80127529527	[116][M]-	[M-H-C2H4]- 189.988	27	14	@M162T1026_1|-13C|@M163T1026|-34S|-41K|-37Cl|@M195T1026|-(H2S)|@M199T1027|-K														-0.0159201156162396	0.870781491304989	0	-0.111230639921249	0.243140349342082	0	0.0214313338522085	0.0269804260578457	0.00765234323865411	-0.022477304049376	0.38336788606339	0.939626716894505	0.00013091492487902	E	E	E	0.0124831478894869	0.890496549700974	0	-0.0266269077637133	0.743685078499962	0	0.024334291834871	-0.0140792937294604	-0.0079932039528812	-0.0253304135167054	0.395201833757643	1.07550937264902	-0.000532466424808812	E	E	E	160.949265093525	160.95006603978	1023.01041836084	1033.23342646818	63	42	21	0	0.00772565957700243	0.0450873985199546	0.562658946341676	0.983875996944137	8.35426037655604e-09	38445365.7938189	0	M161T1026	M
M161.9635T1026_2	hilic	M161.9635T1026_2	161.963529021169	1025.6437583783			27	14	@M116T1026|+(CH2S)|@M118T1026|+(CO2)|@M160T1026|+34S|+41K|+37Cl|@M200T1028|-Ca														-0.00622636795939258	0.916709502102023	0	-0.202643001874243	0.123621404655948	0	0.0257255489246648	0.0276217169257773	0.0062057714061719	-0.0278327492911611	0.3108973802115	1.16350229463251	3.28940170609211e-05	E	E	E	0.0258903400280097	0.789252063331909	0	-0.0734094752803607	0.386854698884219	0	0.0307274187693008	-0.0256248243023847	-0.00615975592839477	-0.0382775450215686	0.304552073580413	1.62523436127649	-0.000743414531043368	E	E	E	161.963291711248	161.964114624444	1024.43990344191	1033.23342646818	63	42	21	0	4.00384702377157e-06	0.0530876389228839	0.427771421345123	0.998167341280671	1.62304874788281e-13	249926.883650311	0	M161T1026	
M182.9104T1027	hilic	M182.9104T1027	182.910409694509	1026.57175681423			27	14	@M145T1025|+K|@M245T1026|-(H2O)-(CO2)														-0.00813494809474591	0.915151699454701	0	-0.137047460799256	0.20403894850979	0	0.0220032736366781	0.0173432139747052	0.00525849503437124	-0.0312589553976319	0.263440630187453	1.30672920423676	5.64048758487924e-05	E	E	E	0.0710888057884524	0.555423359151278	0	-0.0395622615142806	0.710802421601957	0	-0.00267096570149992	-0.0145231433024123	-0.0179615084440239	-0.00638538037917226	0.888057043955815	0.271118212941918	-0.00161855548482569	E	E	E	182.910121889843	182.911030079738	1025.04291568442	1033.23342646818	63	42	21	0	3.65827037191556e-06	0.0810878810908728	0.750815867530658	0.972963277902064	1.08730035625683e-07	272947.408127483	0	M161T1026	
M193.953T1026	hilic	M193.953T1026	193.952973565281	1025.82078523143			27	14	@M159T1026_2|+Cl|+(Cl.)|@M160T1026|+(H2S)|@M216T1026|-Na|@M254T1025|-Na-K														0.0479031598634201	0.844996332856424	0	-0.213096721319021	0.0768869349114218	0	0.0305906652704869	0.0213460905357796	-0.00101480796212598	-0.0326405506685596	0.0508399546475331	1.36448452158474	-0.000278861445573243	E	E	E	0.0458337884914339	0.649483991652809	0	-0.102599513987519	0.224639362396691	0	0.0241583084998522	-0.0249508118444664	-0.0126003274185194	-0.0324727168823457	0.622988294944057	1.37876593839687	-0.00112376410101876	E	E	E	193.952713585935	193.953659187501	1023.84691576933	1033.66102774614	61	42	19	0	2.3396258968195e-05	0.0754017805893186	0.621628161119677	0.983517111166699	9.32070801940266e-09	42777.0988161309	0	M161T1026	
M197.9214T1026	hilic	M197.9214T1026	197.921449003567	1025.64062283791		[M+Cl]- 162.951	27	14	@M155T1027|+(NHCO)|@M160T1026|+K|@M215T1026|-(NH3)|-NH3|@M233T1026|-Cl|-(Cl.)|@M242T1025|-(CO2)|@M244T1026|-(HCOOH)|-(H2O-CO)|@M259T1025|-(NH3)-(CO2)|@M260T1025|-(H2O)-(CO2)														0.0215799421557676	0.998769734679153	0	-0.295700831519571	0.0751563823947284	0	0.0279017074243507	0.0251640069357791	0.0039079307753412	-0.0311785619890516	0.195779921718216	1.30336849005154	-8.44678610590148e-05	E	E	E	0.0492227922478996	0.667121585545759	0	-0.133249128957996	0.163523342853609	0	0.0208059535479086	-0.0330913852739758	-0.00713816157206096	-0.0406771695422881	0.352926631118924	1.72712052516285	-0.00095496763255235	E	E	E	197.921141822536	197.922137749069	1024.04018705917	1033.23342646818	63	42	21	0	1.97578630960676e-06	0.0667015836357673	0.372848079061293	0.995457803389055	1.51108748302654e-11	506004.382551461	0	M161T1026	
M199.9089T1028	hilic	M199.9089T1028	199.908861410092	1027.7421575392	[204][M+1]-		27	14	@M162T1026_2|+Ca|@M199T1027|+13C|@M201T1027|-15N|@M233T1026|-(HS.)|@M238T1027|-K														-0.0133149543521895	0.877779594074457	0	-0.109027365892015	0.220322879562723	0	0.0236021130383631	0.0259597702492079	0.00735397176331021	-0.0275179523183193	0.368420040913631	1.15034272507604	0.000123049798380174	E	E	E	0.0165360759202962	0.844646826628396	0	-0.0364944148793427	0.639996191074829	0	0.0144856763150587	-0.0212677311160778	-0.00942612523856297	-0.0278742209683555	0.466048658519029	1.18351743002479	-0.000786872860502333	E	E	E	199.908540711777	199.90954973579	1024.87454758461	1033.66102774614	63	42	21	0	6.60155193525806e-06	0.0490560033675953	0.68209704694093	0.969276753262782	2.04746672571134e-07	151509.471566294	0	M161T1026	
M200.9036T1027	hilic	M200.9036T1027	200.903603123543	1027.35777885841			27	14	@M155T1027|+(CH2S)|@M163T1026|+K|@M199T1027|+34S|+41K|+37Cl|@M200T1028|+15N|@M239T1026_1|-K|@M262T1025|-(NH3)-(CO2)|@M263T1027|-(H2O)-(CO2)														-0.00439155300884408	0.929151441378409	0	-0.123888172554583	0.184143046479782	0	0.024463634240814	0.0258907518293694	0.00585184711017513	-0.026852060162566	0.293166444084984	1.12250619900771	3.83487225335807e-05	E	E	E	0.0202058564637078	0.806123454065752	0	-0.0520597438484636	0.475462238202147	0	0.0136206934309624	-0.029599713130754	-0.010284845838295	-0.0351199384799143	0.508505720505699	1.49116487881631	-0.000891049233901116	E	E	E	200.903317081744	200.904290659414	1024.75061872531	1033.66102774614	63	42	21	0	8.69862395224169e-07	0.0524272022903088	0.68230332762366	0.973833090321497	9.24650373882114e-08	1149761.18907684	0	M161T1026	
M214.9481T1026	hilic	M214.9481T1026	214.948119534862	1025.57746910786		[M+Cl+NH3]- 162.951	27	14	@M155T1027|+(NH3)+(CONH)|@M198T1026|+(NH3)|+NH3|@M259T1025|-(CO2)														0.0134116939789415	0.966859985217535	0	-0.330875312178572	0.0709998997944554	0	0.0288741612322862	0.0253305962085453	0.00445247366506366	-0.0338895330576528	0.223060487943897	1.41669617557779	-4.67663480093712e-05	E	E	E	0.0520437627474735	0.696881749689827	0	-0.154829305249038	0.16701110015029	0	0.0214229035616066	-0.0315939397425257	-0.00590878210604387	-0.0391701785452859	0.292143367959623	1.66313487642069	-0.000827568782908446	E	E	E	214.947792422125	214.948878660286	1024.43990344191	1029.21533043481	59	42	17	0	2.44439089321117e-05	0.0528782673222137	0.265312364093377	0.994504135461064	3.91244686587796e-11	40918.0708762023	0	M161T1026	
M215.932T1026	hilic	M215.932T1026	215.931992648749	1025.64778357573		[M-H+NH3]- 199.91	27	14	@M194T1026|+Na|@M254T1025|-K|@M259T1025|-(NHCO)|@M260T1025|-(CO2)|@M262T1025|-(CH2S)														0.0663122896790007	0.88383342548043	0	-0.330669523377932	0.112198316558955	0	0.0298432324147524	0.0222640580167981	0.000856008936004369	-0.0330837442580089	0.0428844245498173	1.38301150046477	-0.000208207565898381	E	E	E	0.0634594192558282	0.700001096493061	0	-0.144273945184796	0.322142519155944	0	0.0313565070053681	-0.0135837390714323	-0.00889569272686522	-0.024473284368251	0.439822891912378	1.03911634526613	-0.000822010974422313	E	E	E	215.931682222112	215.932784431979	1024.25080384655	1029.21533043481	60	42	18	0	1.21190571167712e-05	0.0967360396253866	0.445261972033798	0.982778162104005	1.15915474791554e-08	82766.3080232838	0	M161T1026	
M232.8931T1026	hilic	M232.8931T1026	232.8931199618	1026.01542204275			27	14	@M195T1026|+K|@M198T1026|+Cl|+(Cl.)|@M199T1027|+(H2S)|@M200T1028|+(HS.)|@M255T1026|-Na|@M262T1025|-(CH3N)|@M293T1026|-Na-K														0.0175220904344542	0.994776995855568	0	-0.222881750244143	0.069973075806161	0	0.0284226927848227	0.0248649964857347	0.00357638548345832	-0.0319810687545019	0.179170131263264	1.33691596512458	-9.81391125453948e-05	E	E	E	0.0426532445876973	0.641111276074369	0	-0.0837495961724013	0.280665691979372	0	0.0228734137541013	-0.0296705022563888	-0.00966365301134317	-0.0357129254839836	0.477792561455131	1.51634263915232	-0.00126687631262994	E	E	E	232.892749805431	232.893960886857	1025.03856967843	1033.93020640774	61	42	19	0	1.86824270688128e-05	0.0603675364412047	0.509238779514145	0.99210996419179	2.37643443848332e-10	53553.9817313889	0	M161T1026	
M236.8615T1026	hilic	M236.8615T1026	236.861494420722	1026.27653878602	[275][M]-	[M-2H+K]- 199.91	27	14	@M199T1027|+K|@M238T1027|-13C|@M239T1026_1|-34S|-41K|-37Cl|@M241T1027|-44Ca|@M283T1026|-(HCOOH)|-(H2O-CO)														0.0115089117097824	0.996518129303242	0	-0.149537172845935	0.138198245404829	0	0.0267947263194044	0.0221254025767402	0.00311882138709197	-0.0312659423100099	0.156247037657582	1.30702128061409	-8.91330366082594e-05	E	E	E	0.0421435247160815	0.624985036745199	0	-0.0584742025473624	0.431446128608295	0	0.00988691104719591	-0.0267462705530731	-0.0171978306173176	-0.0269158385568428	0.850299108678113	1.14282526897957	-0.00155642048899718	E	E	E	236.861120479078	236.862314125349	1025.04291568442	1033.23342646818	63	42	21	0	1.80071488346917e-07	0.0551063842208674	0.617752103726376	0.978934985923276	3.15319262202433e-08	5552855.87347713	0	M161T1026	
M237.865T1027	hilic	M237.865T1027	237.864998629412	1026.67592900391	[275][M+1]-		27	14	@M200T1028|+K|@M237T1026|+13C|@M239T1026_1|-15N														0.0168380437098747	0.968289537708937	0	-0.158005562539678	0.126567958087548	0	0.0278241148642401	0.019785999074221	0.00207983734015119	-0.0343664411576769	0.104195907002951	1.43663253410645	-0.000125211664582408	E	E	E	0.0382344877630096	0.673842411875965	0	-0.0542967285281755	0.51633654982531	0	0.00677257928169826	-0.0220611838635091	-0.0110979446217079	-0.018828774949804	0.548707138125609	0.799454928781885	-0.00124704986438411	E	E	E	237.864610729048	237.865832723007	1025.04291568442	1033.66102774614	63	42	21	0	1.0262357121724e-05	0.0594023431532275	0.618485678346177	0.975524414694271	6.63921807991209e-08	97430.3535312891	0	M161T1026	
M238.8596T1026_1	hilic	M238.8596T1026_1	238.859647167425	1026.41562637118	[275][M+2]-		27	14	@M201T1027|+K|@M237T1026|+34S|+41K|+37Cl|@M238T1027|+15N|@M241T1027|-34S|-41K|-37Cl														0.0199816532889194	0.950246935284998	0	-0.14582071662343	0.145297725552188	0	0.0276538875654779	0.0203174851908691	0.00151137420603699	-0.0323692352989772	0.075716981890248	1.35314262891808	-0.000156607697872869	E	E	E	0.0415004591801278	0.637250666584106	0	-0.0578430504796472	0.452664026866286	0	0.00887828524007754	-0.0256853720262942	-0.0158817018689843	-0.0250968079462911	0.785226767490698	1.0655906644401	-0.00145807106540935	E	E	E	238.859287185572	238.860478501715	1025.34068666498	1033.66102774614	63	42	21	0	9.11659740891081e-07	0.0592761281160285	0.660523822540851	0.976428263827582	5.50896006338717e-08	1096652.94326244	0	M161T1026	
M240.8578T1027	hilic	M240.8578T1027	240.857834335417	1026.69460636756		[M-2H+K]- 203.905	27	14	@M237T1026|+44Ca|@M239T1026_1|+34S|+41K|+37Cl														0.0196336797640999	0.948603060222827	0	-0.131794854852878	0.19079483172264	0	0.0245910690135079	0.0199499303176647	0.00170534574720384	-0.0268736567374609	0.0854345882984351	1.12340900829125	-0.00015406217057237	E	E	E	0.0323721310639709	0.710351826696476	0	-0.0487115222473768	0.548471242868391	0	0.00778474595416397	-0.0233453950915911	-0.0140342298662188	-0.0250670658255865	0.693883630544262	1.06432783746102	-0.00116810444343445	E	E	E	240.85747331411	240.858640252828	1025.42129482482	1033.66102774614	63	42	21	0	1.59450923545486e-05	0.0528971825046328	0.595806742757219	0.980145709322882	2.35015680825594e-08	62728.5393338574	0	M161T1026	
M241.9115T1025	hilic	M241.9115T1025	241.911470274371	1025.4159175336			27	14	@M198T1026|+(CO2)|@M199T1027|+(NHCO)|@M259T1025|-(NH3)|-NH3|@M260T1025|-(H2O)														-0.0334644642955588	0.866177519181095	0	-0.370947631758936	0.12775054099378	0	0.0238733154688159	0.0283094832634097	0.00733488668652404	-0.0252939621312674	0.367463914755317	1.05737247413871	8.79409255451152e-05	E	E	E	0.0269240421347163	0.873879972702309	0	-0.131387846030657	0.389975282094812	0	0.0246132507507522	-0.0261994492180625	-0.000612498692868697	-0.0387902986797845	0.0302833016676143	1.64700547705033	-0.000350643219799304	E	E	E	241.911118091789	241.912263048786	1024.04018705917	1027.26305933913	57	42	15	0	5.0830955076752e-05	0.122530779343299	0.515263824650305	0.988051004814325	1.88035039236919e-09	19688.5455409764	0	M161T1026	
M242.8954T1026	hilic	M242.8954T1026	242.895373435041	1026.19097807019			27	14	@M245T1027|-34S|-41K|-37Cl|@M261T1026|-(H2O)														-0.0202206277100316	0.878852752845468	0	-0.122391469599563	0.324589131511119	0	0.0176955122618339	0.0258078445152781	0.00642738543221804	-0.0145083137029872	0.321999822697111	0.606496185773307	0.000117302611714858	E	E	E	-0.00354422838096724	0.985707165346792	0	-0.0262891323033934	0.80948805810037	0	0.0216214783728633	-0.0111727832623332	-0.00173089027046855	-0.0253895185837656	0.0855790760444517	1.0780189271635	9.15105805273369e-05	E	E	E	242.89504098417	242.896193151036	1025.36615945801	1033.66102774614	63	42	21	0	1.31834009915821e-06	0.0705863091660148	0.630269865509806	0.985751698749755	4.51569565573371e-09	759510.617520617	0	M161T1026	
M243.927T1026	hilic	M243.927T1026	243.926960332427	1025.65794427616		[M+Cl+HCOOH]- 162.951	27	14	@M198T1026|+(HCOOH)|+(H2O-CO)														-0.0155337077652273	0.886915886737995	0	-0.320152878211484	0.0973213131379136	0	0.0261207123367054	0.02462826411954	0.00634280530756624	-0.0324755025643072	0.317762518830898	1.35758495711795	5.17680351287667e-05	E	E	E	0.150774450107187	0.3077215657643	0	-0.104496725060173	0.374196272201234	0	0.0134437058792901	-0.0291768107316277	-0.0243152935875023	-0.0284547447010364	1.2022023547482	1.20816600969096	-0.00230240321744779	E	E	E	243.926637380401	243.927747832549	1024.04018705917	1027.58797778971	57	42	15	0	4.21038255745825e-05	0.0769022664804037	0.362253916407918	0.988120128573132	1.82679922105448e-09	23716.4114708776	0	M161T1026	
M244.8935T1027	hilic	M244.8935T1027	244.893500769228	1026.50216780268		[M-H+HCOOH]- 199.91	27	14	@M243T1026|+34S|+41K|+37Cl|@M263T1027|-(H2O)														-0.00948481639220233	0.92895856264126	0	-0.126986709486957	0.311525774987211	0	0.0187395976893106	0.0243490360640231	0.0049477403721451	-0.0157767137091792	0.247872410855601	0.65951956130398	5.47146914584234e-05	E	E	E	0.00979620319233376	0.935873647203456	0	-0.0242552143499246	0.818780717297909	0	0.024866441254576	-0.00804625755510149	-0.00739315032274159	-0.0238264294672409	0.36553384375238	1.01165139652688	-0.00025553424274146	E	E	E	244.89316973889	244.894323233967	1024.77184685231	1033.93020640774	63	42	21	0	1.05483673623327e-05	0.0748497087193542	0.656920584507125	0.984598157977577	6.65170290112425e-09	94927.824557705	0	M161T1026	
M244.9111T1026	hilic	M244.9111T1026	244.911057982053	1026.23651714752		[M-H+HCOOH]- 199.91	27	14	@M183T1027|+(H2O)+(CO2)|@M283T1026|-K|@M321T1027|-2K														-0.0251451628830672	0.83836831217806	0	-0.117049553581143	0.280013178640143	0	0.0223477706139443	0.0235054141478292	0.00876527070161835	-0.0303261694138372	0.439123441651031	1.26773562077172	0.000171605709095062	E	E	E	0.0710086726532602	0.520210408586382	0	-0.0100944317360998	0.904434608946421	0	0.0058506391952041	-0.014660325809068	-0.0211824397960297	-0.010935639194832	1.04730707488507	0.464318612177144	-0.00190964094503149	E	E	E	244.910672423198	244.911896873485	1025.25698384449	1033.66102774614	63	42	21	0	3.73133774193559e-06	0.0758186780647249	0.713598128754906	0.982703333947629	1.18440822721438e-08	267858.730203577	0	M161T1026	
M253.8881T1025	hilic	M253.8881T1025	253.888131727848	1025.21502479314		[M-H-CO2]- 298.887	27	14	@M194T1026|+Na+K|@M216T1026|+K|@M297T1025|-(NHCO)|@M298T1025|-(CO2)|@M360T1025|-(H2O)-2(CO2)														0.0703846019350127	0.915295463430715	0	-0.451462082087158	0.0604739698159652	0	0.0298107079055603	0.0234043035905854	0.00188065267817142	-0.0335149468279604	0.0942171331270335	1.40103721450192	-0.000183482626726459	E	E	E	0.122162106784092	0.49980551551275	0	-0.222113594638319	0.110127990260552	0	0.0223224980512191	-0.0299297388937842	-0.012975847128337	-0.0361693257345426	0.641554827063955	1.53572103369893	-0.00138581915142347	E	E	E	253.887803318349	253.889076074358	1024.04018705917	1027.26305933913	57	42	15	0	2.17467042202441e-05	0.0904627748017185	0.326185509703488	0.97856172642114	3.44047494993576e-08	45995.6965558024	0	M161T1026	
M254.8722T1026	hilic	M254.8722T1026	254.872175022857	1026.21450280197			27	14	@M195T1026|+Na+K|@M233T1026|+Na|@M257T1026|-34S|-41K|-37Cl|@M293T1026|-K|@M299T1026|-(CO2)|@M301T1026|-(CH2S)														0.015239583751633	0.983674415035485	0	-0.160844127067964	0.182277527384392	0	0.0268958335545942	0.0236941652712658	0.00314077210229351	-0.0294808127548332	0.15734672686675	1.23239687639384	-9.22982836787452e-05	E	E	E	0.0381496103965411	0.685278186210763	0	-0.0633702581456355	0.450118471088965	0	0.0276663930892062	-0.0158350741511497	-0.0146302819209467	-0.0231837403852291	0.723353773734909	0.98436332517554	-0.00115024041491165	E	E	E	254.871781316863	254.873078336128	1025.26739275034	1033.46551149149	63	42	21	0	3.46441004073368e-06	0.0490978647836462	0.445652027794252	0.991121314378477	4.28111071099232e-10	289029.540621595	0	M161T1026	
M256.8704T1026	hilic	M256.8704T1026	256.870382423345	1026.27653878602			27	14	@M255T1026|+34S|+41K|+37Cl|@M295T1026_1|-K|@M301T1026|-(CO2)|@M363T1026|-(H2O)-2(CO2)														0.0206637735077777	0.959533667927681	0	-0.153523275035781	0.209459941467569	0	0.0251777621128083	0.0227480387912478	0.00284000344058471	-0.0264750421418154	0.142278787225598	1.10674558090735	-0.000122463258592216	E	E	E	0.0512063793749284	0.599093351280538	0	-0.0377252381870257	0.669847930012277	0	0.0244486086267763	-0.0153252444486134	-0.0196941945409023	-0.0214522529396196	0.973724909663896	0.910845734349441	-0.00161648117049085	E	E	E	256.87002731829	256.871258434719	1024.87454758461	1035.32333533515	63	42	21	0	1.75422474164904e-05	0.067238752228412	0.602193613768775	0.987812162257555	2.07511177750423e-09	57084.4379248933	0	M161T1026	
M258.938T1025	hilic	M258.938T1025	258.938000740594	1025.47105950636			27	14	@M198T1026|+(NH3)+(CO2)|@M199T1027|+(NH3)+(CONH)|@M215T1026|+(CO2)|@M216T1026|+(NHCO)|@M242T1025|+(NH3)|+NH3|@M297T1025|-K														0.0144015452220181	0.972733955803613	0	-0.325268541326221	0.0789494289585085	0	0.0272620136763316	0.025907772304633	0.00446929308474477	-0.0300210774372712	0.223903108977333	1.25498175261824	-4.98479572359228e-05	E	E	E	0.0498519077078754	0.689546691393052	0	-0.127663239334723	0.2347667921095	0	0.0248160119114648	-0.0301959806793746	-0.0069563140829008	-0.0399647671286305	0.343935685610219	1.69687248075247	-0.000885076286577536	E	E	E	258.937637138498	258.93890926959	1024.04018705917	1028.58101892892	60	42	18	0	1.0236140617439e-05	0.0704813171036048	0.35872668568801	0.995054024097028	2.31167698915592e-11	97764.604900247	0	M161T1026	
M259.922T1025	hilic	M259.922T1025	259.92202682633	1025.46305840837		[M+Cl]- 224.959	27	14	@M198T1026|+(H2O)+(CO2)|@M199T1027|+(NH3)+(CO2)|@M216T1026|+(CO2)|@M242T1025|+(H2O)|@M262T1025|-34S|-41K|-37Cl|@M298T1025|-K|@M336T1025|-2K														0.00624287055705253	0.955832382479921	0	-0.305466356473385	0.0979636320028974	0	0.0267407460124631	0.0270116143933138	0.00534485353366729	-0.0290266000559482	0.267767027251231	1.21340926177211	-2.19882468796046e-05	E	E	E	0.052847063512818	0.685327758353651	0	-0.118649747986979	0.292275121621415	0	0.0297033549197872	-0.026607498519974	-0.00761251801103729	-0.0381221541973283	0.376379871602125	1.61863658947999	-0.000915991794936078	E	E	E	259.921611885893	259.922917707955	1024.43990344191	1033.23342646818	63	42	21	0	1.6289118486502e-06	0.0633173365611363	0.333092080399039	0.992987429230801	1.31993999793962e-10	614477.006644656	0	M161T1026	
M260.9061T1026	hilic	M260.9061T1026	260.906061720597	1026.3608220743	[316][M]-		27	14	@M199T1027|+(H2O)+(CO2)|@M243T1026|+(H2O)|@M262T1026|-13C|@M263T1027|-34S|-41K|-37Cl|@M299T1026|-K														-0.0167678373706543	0.873924472321197	0	-0.11641488664457	0.255212865816877	0	0.0213994817196296	0.0276992681958419	0.00783280151029939	-0.021826115476152	0.39240850329209	0.912404849903983	0.000124270036337155	E	E	E	0.00983145197078983	0.922632940084977	0	-0.023278120687813	0.783501994884651	0	0.0265625562439263	-0.0142623252089223	-0.00501804349706425	-0.0277162828141917	0.248103264173632	1.17681150060954	-0.000387051819586918	E	E	E	260.905645195309	260.906960274859	1024.75061872531	1033.66102774614	63	42	21	0	0.000262755549067435	0.0464797550754076	0.530162765494787	0.985973306583987	4.17683208569363e-09	7626074.55621776	0	M161T1026	
M261.9094T1026	hilic	M261.9094T1026	261.909369408199	1026.3608220743	[316][M+1]-		27	14	@M199T1027|+Na+CH3CN|@M261T1026|+13C|@M263T1027|-15N|@M300T1027|-K|@M360T1025|-(H2SO4)														-0.00811613183538284	0.921247847542414	0	-0.111816093532322	0.2739322925267	0	0.022375969213402	0.0262218563861954	0.00614876159411464	-0.0226368829231941	0.308041296728096	0.946297649180783	6.13631742804884e-05	E	E	E	0.00786820879296712	0.934463733972255	0	-0.0304229383604806	0.730136309971404	0	0.0266111996739331	-0.0137425970073285	-0.00649360965871279	-0.0287750701502468	0.321058546730139	1.22176677553304	-0.000293213422577617	E	E	E	261.908994223042	261.910296958245	1024.6970993272	1033.23342646818	63	42	21	0	4.81734899901707e-06	0.0490644640622571	0.564584859132186	0.985986436187904	4.15741161479379e-09	207831.431172917	0	M161T1026	
M261.9201T1025	hilic	M261.9201T1025	261.920139648132	1025.44217661659		[M-2H+K]- 224.959	27	14	@M199T1027|+(CH2S)+(NH3)|@M201T1027|+(NH3)+(CO2)|@M216T1026|+(CH2S)|@M233T1026|+(CH3N)|@M260T1025|+34S|+41K|+37Cl														0.00167311017640515	0.946125544660145	0	-0.300000867166663	0.0985241836283489	0	0.0271940700200547	0.0272008612418793	0.00577261935479734	-0.0304581880724412	0.289197283770362	1.27325444360209	-5.9902463659289e-06	E	E	E	0.0427587580624404	0.733225534308892	0	-0.120030052496503	0.268397239330699	0	0.0296891269285826	-0.0256489567239301	-0.00475547662739863	-0.0365324563899129	0.235121372433155	1.55113927482197	-0.000770214149599647	E	E	E	261.919772610462	261.921020670208	1024.04018705917	1028.58101892892	60	42	18	0	1.30950704386652e-05	0.0480911685508687	0.254334435067365	0.99568934919617	1.16370274919312e-11	76432.806023123	0	M161T1026	
M262.9042T1027	hilic	M262.9042T1027	262.90417849211	1026.79642384772	[318][M]-		27	14	@M201T1027|+(H2O)+(CO2)|@M245T1027|+(H2O)|@M261T1026|+34S|+41K|+37Cl|@M262T1026|+15N|@M301T1026|-K														-0.0136734656283402	0.88343779523261	0	-0.11452096478585	0.250439352391905	0	0.0209779595654313	0.026513359246662	0.00703676662023558	-0.0211282538197201	0.35252866472252	0.883231891454909	0.000105372134990372	E	E	E	0.0108215669078682	0.914428181818211	0	-0.0242293931469604	0.767480079473893	0	0.0243085870100518	-0.0142354052233894	-0.00701405341775708	-0.0264104076269724	0.346790447123833	1.12136507047377	-0.000440429589864891	E	E	E	262.903804417475	262.905049404517	1025.20619502785	1033.66102774614	63	42	21	0	0.000767075216293912	0.0444114620914145	0.522970019194834	0.982967995566413	1.09701116662106e-08	982927.11977639	0	M161T1026	
M282.8672T1026	hilic	M282.8672T1026	282.86715031698	1026.21450280197		[M-H-CH3]- 298.887	27	14	@M237T1026|+(HCOOH)|+(H2O-CO)|@M245T1026|+K|@M321T1027|-K														-0.00256937456379802	0.93952633683017	0	-0.169254205315685	0.157704655545054	0	0.0260043639435152	0.0222379901696438	0.00548322978506684	-0.0335940529750324	0.274699415060556	1.40434411683754	1.54193676872341e-05	E	E	E	0.0747798199426875	0.491898349950044	0	-0.0351593255937104	0.711382586973798	0	0.00867729891875222	-0.0206147494257004	-0.0194367389978921	-0.0159168744968243	0.960995733315026	0.675817932988856	-0.00196547405988732	E	E	E	282.866715782691	282.868080030872	1025.20619502785	1033.93020640774	63	42	21	0	9.41686208988064e-06	0.0668450634582743	0.565348685694196	0.98807398205183	1.86241240097604e-09	106150.226607427	0	M161T1026	
M292.8282T1026	hilic	M292.8282T1026	292.828180825641	1026.41562637118			27	14	@M233T1026|+Na+K|@M255T1026|+K|@M295T1026_1|-34S|-41K|-37Cl|@M336T1025|-(NHCO)|@M337T1026|-(CO2)|@M339T1026|-(CH2S)														0.015556479461452	0.97563402639851	0	-0.152868709746745	0.162179825944563	0	0.0268770928129799	0.0238492101021298	0.00287689697688921	-0.028765487380217	0.144127083437798	1.20249387593678	-0.000107023564393842	E	E	E	0.0309859239425307	0.720963261193802	0	-0.0558619530387432	0.483472456205034	0	0.0216139516893673	-0.0233540522121474	-0.0141600635642055	-0.0326271704745397	0.700105129268176	1.38532391606014	-0.00109224999920642	E	E	E	292.827748571602	292.829153203391	1025.48656286023	1033.66102774614	63	42	21	0	2.08288620082417e-06	0.0487388646739654	0.503688282189661	0.986758838637859	3.13525188191553e-09	480417.590416529	0	M161T1026	
