dataMatrix	X501f	X502m	X503m	X506m	X508f	X509f	X513m	X517f	X518f	X521f	X527m	X528m	X529f	X531f	W616f	W617f	W620f	W621f	W622f	W623f	W625m	W627m	W628m	W629m	W630m	W631m	W632f	W633f	W634m
M143.0462T1	12.2648966013912	11.495531707715	13.023701654682	13.4791905047135	12.1836508516507	10.6465836434663	12.6631855513234	12.0944807669819	10.8023850552334	10.6343590679876	12.3964923242445	12.7961744344612	10.7283574199101	12.1128937294578	10.7629012922922	11.2429299723686	10.7426989309387	9.3843064924868	10.3699502717133	10.235456311608	10.7138704859034	10.0770393715855	11.6221950187359	10.581803253897	10.3785333191176	10.5962248160816	10.3984398770606	11.0594127384609	11.2197871555094
M158.0425T1_2	12.2782105950878	12.3777486162099	12.220761700881	12.4851432214726	11.6623838321931	11.9800686868462	12.2878299936554	11.7700652022128	11.5882144798097	11.7546452875781	11.9924938772812	11.9835437460131	11.6973716342986	11.3569036882126	11.660095705062	11.5891480318531	11.6323319068497	10.5099006093364	11.5534314340642	11.2871379024082	11.2179416933523	11.4660613814217	12.0401749631894	11.3667314334412	11.4779651592974	11.6964318477326	11.4206574272112	11.4343497198627	11.6368696705167
M157.0367T1	16.3925159819913	16.6327501854646	15.9068944273466	16.3692721828485	16.2243718536935	16.1980397250125	16.1380817446295	16.0727520079322	15.835946625793	16.314706820201	16.1289346244276	15.9562098873523	16.0130723273351	15.8008053022496	15.9753301046378	16.0615555418177	15.8678662465679	14.9716007377367	15.7323727688057	15.3698939691193	15.7851363231605	15.565147718552	15.5547469374457	15.8338906639679	15.6828173239853	15.8115249332765	15.8276587216386	15.8748922400733	15.8649915377734
M140.0102T1	10.8101701590822	10.4708314469723	10.9495364404946	11.2622013645736	10.6457840928034	11.0288476100085	10.6356491235048	10.7267675156526	10.7396493318983	11.1842974194256	11.0677448398976	11.2103630937774	10.6584711192266	10.3715888699434	11.0766140564448	10.2440149268329	10.0816512844533	9.77983193756421	10.5531248828136	9.64609446293576	10.2820652534982	10.2485016142886	10.5478225730987	10.6662222654525	10.5672705821068	10.3099086311793	10.1863454663498	10.8636691241244	10.0840910524847
M129.0193T0.9	10.9627252347658	11.2136404141297	10.5178356308366	10.4882430612958	10.8422170764371	11.4128083921164	10.5973768706284	11.0759554595081	11.1335501005443	10.8695995692794	10.3723843043481	10.4104798650925	11.2679221332618	10.7333037629062	10.0450599573778	10.2293629599455	10.6460717020926	9.70481910028692	10.4857483877232	10.5771019313875	9.95229038694443	10.3716640936253	10.0262576160079	10.8089078583806	10.2148238488423	10.6236926796234	10.4818209779617	10.5095011901734	10.7020622811827
M114.0308T1	13.7393739408338	13.7086836373261	13.0949594355832	13.7274479092618	13.6234219236464	13.5372208829614	13.3812418994103	13.2483030566982	13.3050323031127	13.6940856539401	13.3887061852283	13.3708835529574	13.1124000304206	13.0576444138191	13.1891417921853	13.395614084953	13.1715605160534	12.3777158083843	13.170644455058	12.7471723564386	13.0051848258848	12.8767251813523	12.8926398306247	13.2154060966404	12.82321452442	13.2338030922634	13.1533253646566	13.2750359294446	12.7708769429764
M211.0976T9.3	10.0367843906108	10.8919734846308	10.1368622215676	10.3486452953135	10.5695335140882	10.0185529157367	10.1993120508634	10.2835959674103	10.7379820261177	10.9746269701703	10.8324945159276	10.7960532562522	10.4092156570758	10.076794610436	9.71869837395303	10.2854261186077	9.85408384527846	10.2642041384235	10.3553226401204	9.11564552533885	8.94490356486049	10.6932903926661	9.57695799976516	10.3477331440175	9.87335431698145	9.95709325743723	9.49264546743435	10.2056401343788	9.63699050678425
M191.0197T1	10.4889227908977	9.86858214296552	10.2413351703837	9.79667529710294	10.6344856295249	10.3559615449161	10.5265425509827	9.8489738327786	10.4636935479781	10.5173112040045	9.76301703232886	10.2606639534109	10.4459370687689	10.1306932802825	10.0825944937769	10.4123599092573	10.3148822727491	9.25719796023191	10.2704731285839	9.65104694682148	9.56158162248619	9.77892259801957	9.34674743017517	9.88243892763109	9.28860308017858	9.65123008266931	10.2072432317599	10.2710849291507	9.27225024428711
M459.1456T15.9	10.9411168606166	9.94546646630016	11.0222068074227	11.0513879702363	10.1614673901622	10.2762523509059	10.9087772222968	10.6145163898246	10.7026947323796	11.0958792835908	9.67016023371533	10.713731649031	9.8855265267075	10.0137747809134	10.1829137393418	9.70374589727093	9.80911841544346	7.91888763920002	8.78511107238866	9.55495335155798	9.08112695859849	8.97562177621382	9.69938189958314	10.5974186500791	10.6234880917022	9.1349722789106	9.69246225080819	10.8032344742164	10.2906679036355
M279.1966T14.4	11.207163653986	10.6757945602991	11.9471199744894	11.3329869451031	10.7529337522767	10.1751581967993	11.3481181082078	10.8495999950132	11.866685690748	11.5112877236016	10.7252020046175	11.2524229522792	11.0290424788468	10.3201628689274	10.8381531793954	9.50506939471712	8.31056375764497	8.76458470046197	9.5442326148078	9.76367638435683	9.85638000815486	9.05610034972645	9.32429811978406	11.2621534336023	11.6851796944269	8.88754918117026	10.7347035678478	11.3978638374533	11.2006759949875
M540.2731T12.9	9.29236096955901	9.58607765762889	10.3633223714491	9.99351431406134	8.89361035614358	9.58835542144973	10.3596891349261	8.98351101718574	8.02288612551815	7.63359247444533	11.1377982198252	11.3729831539102	7.51819153554087	8.77213435419421	8.37056373349498	8.2036831683679	8.73554595541772	8.06237836312613	7.22685503384445	7.10960200384394	7.6339894487774	8.50653603611682	8.71747616417483	9.78472643114243	9.58335225945384	7.77258089120341	8.578450052348	8.99333474076728	10.1404015825012
