variableMetadata	namecustom	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	Bio	QC	Blanc	isotopes	adduct	pcgroup	spi_formula	spi_monoisotopic	spi_name	inchi	inchikey	pubchem	chebi	hmdb	kegg	spi_KEGGpathwaysfamily	spi_KEGGpathways	spi_subpathways	spi_annot
M85T51	M85.029T51	85.0290173213256	85.0286090198383	85.0293231489512	50.6927088793535	49.8549622656141	65.6665203516217	66	42	21	2			4													
M85T227	M85.029T227	85.029015882764	85.0286266143295	85.0291600758431	226.970873566281	223.64229321755	230.496227894242	26	21	5	0		[2M+3H]3+ 126.033 [M+H-COCH2]+ 126.033	12													
M85T117	M85.0289T117	85.0288960643657	85.0283830039527	85.0293295786315	117.32499976357	100.910731029417	130.437564719564	47	29	12	1		[M+H]+ 84.0231	41													
M85T96	M85.0653T96	85.0653276758948	85.0648643313798	85.0655361895378	96.4659810003468	94.8423225680279	98.0782429028955	48	31	16	1			48													
M85T173	M85.0655T173	85.0654604943872	85.0650516826655	85.0655963775375	172.689623284955	171.063859519006	174.029562932075	29	23	6	0			2380													
M85T229	M85.0766T229	85.0765613150188	85.0761240724886	85.0767365341558	229.321673428022	227.952411928482	239.741882372728	31	21	9	1		[M+2H]2+ 168.143	12													
M85T163	M85.0766T163	85.0765842427048	85.0761562868553	85.0766952088261	163.138366531717	160.77334256609	164.76169815662	22	10	9	3		[2M+3H]3+ 126.1	9													
M85T49	M85.0765T49	85.0765419601266	85.0762267772603	85.0768513330364	49.1975495852454	45.6337381504649	61.3667233699552	5	1	0	3			4													
M85T100_1	M85.0847T100_1	85.0846817693174	85.0842642933389	85.0849829622394	100.292689369479	99.2672147340968	112.418250516623	67	42	21	3			48													
M85T36	M85.0892T36	85.089204685185	85.0888022406988	85.0894551675448	36.3896441521657	34.9443927707851	37.3228691294216	62	42	20	0	[1][M]2+	[M+2H-C6H8O6]2+ 344.195	10													
M85T100_2	M85.216T100_2	85.2159774639116	85.2155227452422	85.2162978095809	100.397499564945	99.4774501503522	101.839813005811	14	4	7	3			1925													
M86T35	M85.5908T35	85.5908489071486	85.5904359314595	85.5910105995583	35.3009853923484	34.4416635768125	36.6596538689228	32	26	6	0	[1][M+1]2+		651													
M86T75_1	M86.0189T75_1	86.0189469307447	86.0184486903772	86.0192269614005	75.0304867182852	71.1140013099518	76.1339189595336	57	37	20	0		[2M+2Na+K]3+ 86.5541	1													
M86T48	M86.0606T48	86.06062877982	86.0602459913427	86.0608864854242	47.8526775678546	47.0148540093643	48.3552289799602	63	42	21	0			4													
M86T82	M86.0606T82	86.0606419638789	86.0602285041324	86.0609624788888	81.752786798732	66.2693941693443	82.4795163337727	63	42	19	2			55													
M86T171	M86.0607T171	86.0606650598143	86.0604386201563	86.0607705515464	170.546675489915	162.090292396246	171.916014375638	36	20	15	1			2377													
M86T101	M86.0969T101	86.0969252169044	86.0879601636592	86.0971990198509	101.087722405863	97.5608871314273	101.903704730769	65	42	20	3			48													
M86T75_2	M86.0969T75_2	86.0968758523884	86.0964325121494	86.0971752259993	74.8448081145951	74.3432808919652	75.4760453453922	63	42	21	0	[2][M]+	[M+Na]+ 63.1124	1													
M86T452	M86.0968T452	86.0967768556435	86.0946495287333	86.0971825005106	452.019458561924	439.997930834266	452.513954593482	59	36	16	3			5													
M86T195	M86.0971T195	86.0970971121209	86.096706404052	86.0972159403324	194.94904412016	193.017337673516	196.173686092369	44	33	11	0			62													
M86T334	M86.0972T334	86.0972096370128	86.096801288849	86.0972966766097	334.31020398098	333.121255372235	335.380374824398	38	23	15	0			85													
M86T75_3	M86.1751T75_3	86.1750745594317	86.1747284331437	86.1754072331833	74.9944343245435	70.9735388509056	75.964595641809	52	33	19	0			1													
M87T39_1	M86.5183T39_1	86.5183104035486	86.5178756048898	86.5185784182527	38.6150214038353	38.1706137428437	39.8394582701208	66	42	21	3			10													
M87T45	M86.9092T45	86.9092300983776	86.9088434003477	86.9094968252611	44.5363097370822	43.8800675818624	44.8799593131933	63	42	21	0			4													
M87T39_2	M86.9933T39_2	86.9933300307795	86.9929270384985	86.9935431752222	39.4981904977924	39.0794447262218	40.0865038570054	63	42	21	0			10													
M87T482	M87.0443T482	87.0443106844076	87.0437835526711	87.0449696929386	482.233981155742	481.043820180048	483.031186555946	64	41	21	2		[M+2H]2+ 172.072	39													
M87T76	M87.0445T76	87.0444839532335	87.0440740559826	87.0447979726891	76.4279667090323	67.7564165955767	77.6554853552689	66	42	21	0			1													
M87T48_1	M87.0447T48_1	87.0446661824463	87.0442309162231	87.044953638057	47.6048180535611	46.2493206223584	49.6607592098771	60	37	21	2			4													
M87T162	M87.0446T162	87.0446400515523	87.0441809553937	87.0447952108358	162.393034998101	159.662190564157	165.459289073724	42	25	14	3			9													
M87T229	M87.0446T229	87.0446202296617	87.0441995793808	87.0448448609492	228.748521451854	227.252650968201	230.354218275557	34	26	8	0			12													
M87T115	M87.0445T115	87.0445154855127	87.0440551813285	87.0448593681255	115.201434544259	101.61994907472	125.304573469595	46	30	12	0		[2M+Na+2K]3+ 80.115	2													
M87T48_2	M87.0559T48_2	87.055934161379	87.0555541617726	87.0562874174133	48.4941983865652	47.1468301226062	53.8580413578631	60	38	21	1		[M+H-HCOOH]+ 132.055	4													
M87T159	M87.0811T159	87.0810743793216	87.0806969594849	87.0812340110859	159.050272747376	158.483909338456	160.203607577005	9	0	6	3			3402													
M87T75	M87.1002T75	87.1002028305066	87.0997547075171	87.1005138924586	74.9080280515802	74.3940126813602	75.4760453453922	63	42	21	0	[2][M+1]+		1													
M88T301	M87.6542T301	87.6541691312782	87.6536731118341	87.6543402199638	301.275267066917	300.618235192502	301.668256043468	66	42	21	3			8													
M88T49	M88.0399T49	88.0398887068809	88.0394533179868	88.0402252857715	48.5611403772197	46.3715467933114	49.1874441733701	66	42	21	3			4													
M88T163	M88.0399T163	88.0398739193857	88.0394174182918	88.0401202384477	163.004111956951	161.568800860066	165.715260553957	41	22	16	3		[M+2Na]2+ 130.096	9													
M88T229	M88.0399T229	88.0398707174749	88.0394329876372	88.0400011260955	229.086246592969	227.471726118613	230.978422177298	35	23	12	0			12													
M88T117	M88.0397T117	88.0397433587934	88.0393547493845	88.0400965048124	117.365676794936	112.311573539426	125.95894029937	30	17	13	0			41													
M88T69	M88.0763T69	88.076254916884	88.075835684031	88.0766772304113	68.7022696162671	67.7080544247974	69.7596461896246	66	42	21	3	[3][M]+		7													
M88T89	M88.1127T89	88.1127039904721	88.1122687762849	88.1130388191198	89.4394287894903	88.4883798948222	90.1317787498382	50	33	17	0			38													
M89T37	M88.5097T37	88.5097487213367	88.5092968942965	88.5099716758318	36.7064749077313	35.7349884479453	38.8279133821225	61	39	19	3			10													
M89T164	M88.5096T164	88.5095887102767	88.5091693796927	88.5098698134348	163.775122998898	162.447396762245	166.274970436936	59	39	18	2			9													
M89T114	M88.5095T114	88.5095248214484	88.5090502788748	88.510006612555	114.352397680662	100.910731029417	117.91512785601	62	41	18	2		[M+H]+ 87.5003 [M+H-HCOOH]+ 133.505	2													
M89T229	M88.5097T229	88.5096697400927	88.509215346176	88.5098630543722	229.348581341309	227.357597358803	231.197575800573	48	35	13	0			12													
M89T5	M88.5098T5	88.5098204245757	88.5093971256281	88.5100552806912	4.86213559892054	0.161898846932777	10.5568461391085	48	33	15	0			64													
M89T38_1	M89.009T38_1	89.0089830293372	89.0085273143464	89.0092007043446	38.1158150120824	35.7492429194467	39.1876701799639	63	40	21	2		[M+3H]3+ 264.006	10													
M89T48	M89.037T48	89.0370031502437	89.036579187675	89.0372448453743	48.3618760399142	46.3715467933114	48.9402986297774	14	2	9	3	[4][M]+		216													
M89T63	M89.0605T63	89.0605335697737	89.0599950338876	89.0606701566304	63.3596309978468	60.6764864044742	63.8945288765485	7	1	3	3			194													
M89T69	M89.0796T69	89.0795667325795	89.0791529985045	89.0799940270149	68.7310288024153	67.7080544247974	69.4285352501791	66	42	21	3	[3][M+1]+		7													
M89T38_2	M89.1079T38_2	89.1078751153975	89.1074294761121	89.1080906643641	38.4901892621538	36.887607773964	39.0726365981217	53	40	13	0			652													
M90T163_1	M89.5073T163_1	89.5072614519395	89.506815176338	89.507493328228	163.434636889237	162.447396762245	180.241389698578	66	41	21	3	[5][M]2+		9													
M90T229_1	M89.5073T229_1	89.5073097294768	89.5068628465584	89.5077204898671	229.321673428022	227.357597358803	230.557061785711	63	42	21	0	[6][M]2+		12													
M90T302	M89.5074T302	89.5074337445371	89.5069661753129	89.507636701813	301.591499471387	288.708267631222	302.343793051515	65	40	21	3		[M+2H]2+ 176.999	8													
M90T114	M89.5071T114	89.5071414577653	89.5066794418833	89.5076473323585	114.164073072876	98.9160008283653	115.622022940226	78	42	20	3	[7][M]2+	[M+H+Na]2+ 155.026	2													
M90T78_1	M89.5073T78_1	89.5072907366407	89.5068324512906	89.507589965263	77.9466859740118	56.8712170908559	80.3359335533373	93	41	20	1		[M+H]+ 88.501	1													
M90T37_1	M89.5074T37_1	89.5074112437482	89.5069553561997	89.5076493280927	36.7929338284903	35.9969531969228	38.0594710829036	56	35	18	3	[8][M]2+		10													
M90T6_1	M89.5075T6_1	89.5074696496272	89.5070399819206	89.5077183148121	6.45133288766817	4.40593613910847	11.2282771787816	41	28	11	2	[9][M]2+	[M+2H]2+ 176.999	64													
M90T46	M89.8062T46	89.8062385776617	89.8056082392542	89.8063214899408	46.039092828572	45.9607258717705	47.0037069429379	3	0	0	3			217													
M90T48_1	M89.9722T48_1	89.9721709383644	89.9717384327243	89.9724411856025	47.7862667457308	47.0275585338739	48.6737006594349	53	35	18	0			4													
M90T164	M90.0089T164	90.0089486976633	90.0074111135308	90.0091322083765	163.606667697473	162.0366700414	164.917763151894	63	40	20	3	[5][M+1]2+		9													
M90T37_2	M90.009T37_2	90.0090383571891	90.0076238696578	90.0093097964309	36.7064749077313	35.0833330342019	38.0594710829036	63	41	19	3	[8][M+1]2+		10													
M90T5	M90.0091T5	90.0091316794571	90.0087037129678	90.0093853008036	5.05465100915587	0.371651605519163	10.5568461391085	54	38	16	0	[9][M+1]2+		64													
M90T229_2	M90.009T229_2	90.0089602094169	90.0076286335819	90.009211778874	229.30462601142	226.872273932292	230.635030289482	46	34	12	0	[6][M+1]2+		12													
M90T115	M90.0089T115	90.0088937916576	90.0083241115055	90.0093659628628	114.541895300045	100.239068800736	117.015171675747	60	39	19	2	[7][M+1]2+		2													
M90T47	M90.0406T47	90.040589454713	90.039952044131	90.0406809182177	46.8508220131828	46.3715467933114	47.0037069429379	3	0	0	3	[4][M+1]+		218													
M90T48_2	M90.0556T48_2	90.0555889750582	90.055162838472	90.0558597942774	47.777042437847	45.9607258717705	48.043033342437	66	42	21	3			4	C3H7NO2@C3H7NO2	89.04768@89.04768	β-Alanine@Sarcosine	InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)@InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)	UCMIRNVEIXFBKS-UHFFFAOYSA-N@FSYKKLYZXJSNPZ-UHFFFAOYSA-N	CID239@CID1088	CHEBI:16958@CHEBI:15611	HMDB00056@HMDB00271	C00099@C00213	Metabolism of other amino acids/Nucleotide metabolism/Carbohydrate metabolism/Metabolism of cofactors and vitamins/Amino acid metabolism	beta-Alanine metabolism/Pyrimidine metabolism/Propanoate metabolism/Pantothenate and CoA biosynthesis/Glycine, Serine and Threonine	beta-Alanine/Uracil/Propenoyl-CoA/beta-Alanine/Glycine	339_beta-Alanine_M+H_Mono_90.05496_45.4_TRUE/168_Sarcosine_M+H_Mono_90.05496_46.4_TRUE
M90T229_3	M90.0556T229_3	90.0555517050136	90.055091019988	90.0559608523456	229.049137339199	216.392948295394	229.927950235612	65	42	21	2	[10][M]+		12													
M90T163_2	M90.0555T163_2	90.0555304089195	90.0550803767512	90.0556771156975	163.373241127438	161.285578783474	165.310671199202	63	39	21	3	[11][M]+		9													
M90T116	M90.0554T116	90.0554244024888	90.0549976025509	90.0559515520525	115.823924333289	112.927089602667	120.151945555941	63	40	21	2	[12][M]+	[M+H]+ 89.0451	2													
M90T6_2	M90.0557T6_2	90.0556967907596	90.0552611905127	90.0559608860301	5.53349470740835	3.03910613910847	12.0632503045292	65	42	19	3		[M+H-CH3]+ 104.075	64													
M90T78_2	M90.0555T78_2	90.0554817903318	90.0549664970381	90.0559616408013	77.6802070777926	66.4538186969952	89.1390356243326	95	36	19	3		[M+3H]3+ 267.136	1													
M90T69	M90.0808T69	90.0807667269912	90.0802397641154	90.080990374433	68.6108058127599	66.9870522500863	69.7596461896246	9	0	6	3	[3][M+2]+		560													
M90T67	M90.0919T67	90.0918702643704	90.0914367567408	90.092302040174	67.4276958950182	66.2693941693443	67.9213533617625	66	42	21	3	[13][M]+		7													
M90T48_3	M90.1393T48_3	90.1392565277569	90.1389043279241	90.1395249241486	47.7835133687713	47.0275585338739	48.6737006594349	48	30	18	0			4													
M91T36	M90.5076T36	90.5075961474936	90.5071459080792	90.5078225914418	36.4732845290363	35.9969531969228	39.1876701799639	65	41	21	3	[8][M+2]2+		10													
M91T4	M90.5076T4	90.5076498680641	90.5072215875919	90.5092806826572	4.49063080548484	0.354512089840503	19.4374624943459	40	26	14	0	[9][M+2]2+		64													
M91T40_1	M90.5265T40_1	90.5265256905468	90.5260843530373	90.5267570249917	39.5138914645809	38.9843819564122	65.9111251879917	67	42	21	3	[14][M]2+	[M+2H-C6H10O5]2+ 341.095	10													
M91T6	M90.5265T6	90.5265351643735	90.5261428329005	90.5266960592768	6.19717993519622	2.48623594292448	10.4131359854983	42	32	10	0		[2M+Na+K]2+ 59.5499	64													
M91T43	M90.9773T43	90.9773006404169	90.9736939300885	90.9775376112108	43.329616085011	43.0449602491628	46.571517351146	66	42	21	3			4													
M91T909	M90.9775T909	90.9774680985202	90.9770386274305	90.9776764656182	909.220361672838	891.413103228616	930.719369943646	48	32	14	1		[M+2Na]2+ 135.976 [M+H-HCOOH]+ 135.976	70													
M91T499	M90.9769T499	90.9769443413989	90.9764672003337	90.9773678298662	498.852784951796	496.583955125937	511.510907776344	35	22	13	0			2020													
M91T1197	M90.9775T1197	90.977460446839	90.9770249083207	90.9777231655932	1197.38737457896	1177.55538086128	1199.79369542982	46	26	13	2		[M+2Na]2+ 135.976 [M+H-HCOOH]+ 135.976	83													
M91T823	M90.9773T823	90.9773319546412	90.97698214048	90.9775362640762	823.083619005581	809.180909854599	849.895562873483	42	31	7	1			1270													
M91T416	M90.9772T416	90.9771695393168	90.9767340417443	90.9773075173401	415.594024817186	411.042717377015	428.943814262467	36	26	10	0			2013													
M91T688	M90.9773T688	90.9772672021636	90.9769975945029	90.9774253894498	688.123859381714	679.023467699878	691.849172744761	34	24	9	0			1408													
M91T789	M90.9773T789	90.9773311719706	90.976907520623	90.9774217489004	789.059249554995	765.22400066513	804.130724348508	38	23	7	0			848													
M91T39	M91.0148T39	91.0148264425887	91.0143853470019	91.0150490486714	39.1108557572839	38.911896295094	39.5439381890642	63	42	21	0	[8][M+3]2+		10													
M91T40_2	M91.0282T40_2	91.0282048087022	91.0277005560883	91.0284825084266	39.6037915856203	39.035395678534	41.7006472391242	45	26	16	3	[14][M+1]2+		10													
M91T25	M91.0509T25	91.0509287125249	91.050490869106	91.0548862032076	25.4119673705616	10.9581626166879	32.9245468809598	31	22	7	0			2316													
M91T48	M91.0589T48	91.0588966999757	91.0584642259478	91.0591549622893	47.782789687724	45.9607258717705	48.043033342437	66	42	21	3	[15][M]+	[M+H-COCH2]+ 132.055	4													
M91T116	M91.0587T116	91.0587464621921	91.0533970195411	91.0590896397305	115.501586170077	107.416186551564	121.133385189193	51	34	17	0	[12][M+1]+		2													
M91T163	M91.0589T163	91.0588639971436	91.058372124599	91.0591085113551	163.008509605685	161.357765568598	165.650812631345	42	23	16	3	[11][M+1]+		9													
M91T229	M91.0589T229	91.0589127787099	91.0584312053001	91.0590639880744	229.22873935801	227.441600520149	230.928970106115	35	25	10	0	[10][M+1]+		12													
M91T67	M91.0955T67	91.0955024117104	91.0949223303347	91.0956256827836	66.8158720777837	66.2693941693443	67.8578595225621	5	0	2	3	[13][M+1]+		561													
M91T46	M91.1918T46	91.1918341308302	91.1888281652085	91.1940859482109	46.039092828572	45.5531276162569	47.0037069429379	3	0	0	3			219													
M92T36	M91.5053T36	91.5053448114664	91.5048770231654	91.5055776144933	35.9283300664712	34.6965508604735	39.1876701799639	60	40	17	3			10													
M92T39	M92.0156T39	92.0156087178947	92.0150702652124	92.0173430462107	39.2763957066673	38.540546825062	49.6515354997513	32	22	8	0			653													
M92T48	M92.0597T48	92.0597172140712	92.0592537643887	92.0624277996225	47.7959695584619	45.9607258717705	48.2159687909413	66	42	21	3	[15][M+1]+		4													
M92T99	M92.0712T99	92.0712258475733	92.0707469053746	92.0714953879927	99.1879311933046	97.4664044812859	99.909496908649	64	42	21	1		[M+2H-CO2]2+ 226.123	48													
M92T46	M92.3383T46	92.3383239232825	92.3375729232016	92.338372833389	46.039092828572	45.9607258717705	47.0037069429379	3	0	0	3			220													
M93T51	M93.0553T51	93.0552692488759	93.0547139026991	93.0555540553644	51.4692011845301	28.9421172767702	52.1990780559928	86	42	21	3	[15][M+2]+		4													
M93T163	M93.0552T163	93.0551704531945	93.0547116480898	93.0553288268934	163.073770598936	162.310537268749	164.213306276539	65	42	20	3	[16][M]+		9													
M93T229	M93.0552T229	93.0552159758793	93.0547536187251	93.0556580594078	229.094235489328	220.519536634046	230.125828951771	65	42	21	2	[17][M]+		12													
M93T301	M93.0553T301	93.0553467821773	93.0549188349754	93.0555761406823	300.958565602464	288.761338699783	301.883723384253	64	40	20	3		[M+H]+ 92.0442	8													
M93T115	M93.0551T115	93.0550927694625	93.0546477143962	93.0556424097706	114.871796680376	113.425410764965	121.738914620736	65	41	21	3	[18][M]+		2													
M93T65	M93.0552T65	93.0551659068823	93.0547627595311	93.0554851420374	64.7210521434951	62.0581979295654	65.686495920644	44	29	15	0			7													
M93T78	M93.0552T78	93.0551828711646	93.0546683061299	93.0556534677792	78.2095621182031	75.7335347518525	92.0148786273396	43	26	12	3			2044													
M93T16	M93.0554T16	93.0553796965583	93.0549410822761	93.0556182157716	15.7114713913852	3.41136636439867	22.8739842691827	48	30	17	1			72													
M93T194	M93.0553T194	93.0553364523881	93.0549221841894	93.0554873014085	194.232391847911	189.080806869457	198.627105003573	34	24	10	0			62													
M93T408	M93.0551T408	93.0551272008241	93.054732167765	93.0554923963082	407.518000071905	398.762374432219	421.544020009606	36	18	17	1			88													
M94T36	M93.6025T36	93.6025484796911	93.6021167705675	93.602794265975	36.3247640665735	35.189044408847	36.8868531287169	63	42	21	0	[19][M]2+	[M+2H-NH3]2+ 202.214	10													
M94T39_1	M93.9568T39_1	93.956752351368	93.9562401579286	93.9570198916975	39.2105303474951	38.6864639938785	40.0865038570054	58	40	18	0			10													
M94T39_2	M94.0457T39_2	94.0457398292374	94.0452919627911	94.045990533555	39.2366237240851	38.9977723013028	39.8394582701208	66	42	21	3	[20][M]2+		10													
M94T473	M94.0454T473	94.0453672206508	94.0449541644681	94.0459740754684	473.142261925034	469.002406440682	483.533110272811	22	12	6	3			452													
M94T163	M94.0585T163	94.05851780246	94.0581152802538	94.058821073645	163.260360442548	161.795828763402	164.691137887339	56	33	20	3	[16][M+1]+		9													
M94T229	M94.0586T229	94.0585557924458	94.0530494031428	94.0586917067339	228.767518951691	227.305789255315	231.650499215038	49	36	13	0	[17][M+1]+		12													
M94T115	M94.0584T115	94.0584437599203	94.0580123436068	94.0652385486864	115.366592931341	110.110427398901	118.935156973614	53	37	16	0	[18][M+1]+		2													
M94T52	M94.0586T52	94.058593192201	94.0583047786996	94.0653751345943	51.5229087361143	47.0037069429379	53.4904012118607	21	10	8	3	[15][M+3]+		221													
M94T35	M94.1042T35	94.1041802709647	94.1037611908062	94.1043273890529	35.007279329126	34.4502425298726	35.4884945694882	56	42	14	0	[19][M+1]2+		654													
M94T39_3	M94.135T39_3	94.1350293023215	94.1347021320839	94.1352158023025	39.337735193202	38.4745292041914	40.0865038570054	58	40	18	0			10													
M95T33	M94.5046T33	94.5045896844856	94.5028073008917	94.5048548799781	33.1217558273889	26.8106012431547	39.5359356948575	35	20	12	3			2302													
M95T8	M94.5046T8	94.5046417809092	94.5041991706075	94.5048467560859	8.39210272861581	1.28858883678336	19.7423888367834	33	18	13	0			2278													
M95T39_1	M94.5465T39_1	94.5465342111652	94.5457216229123	94.5466901406356	39.1664274048684	38.8901254157525	39.8394582701208	66	42	21	3	[20][M+1]2+		10													
M95T42_1	M94.5739T42_1	94.5738607871557	94.5734205388287	94.5741518888805	41.8117928700951	41.3824084968218	42.6645574514867	63	42	21	0	[21][M]2+	[M+2H-HCOOH]2+ 233.137	34													
M95T41	M94.5921T41	94.5921370461716	94.5916985067628	94.5923988657241	40.9065408272799	39.6147963402429	43.6141434660423	56	35	21	0			34													
M95T38	M94.6103T38	94.610260200822	94.6097959338483	94.6104193102034	37.7501539953465	36.3540105790778	38.8510177062055	53	38	15	0	[19][M+2]2+		655													
M95T54	M95.0134T54	95.0134425175959	95.0129633531068	95.0137548644849	53.8974722589402	53.107561973632	54.7810806306809	61	40	21	0			4													
M95T39_2	M95.0444T39_2	95.0444035687547	95.0439528407053	95.0447349699313	39.2860860061083	38.9977723013028	39.8394582701208	66	42	21	3	[20][M+2]2+		10													
M95T42_2	M95.0755T42_2	95.0754790243354	95.0750251265408	95.0757923649858	42.2370278982544	41.3732641676968	43.3245310204482	52	33	19	0	[21][M+1]2+		34													
M96T26	M95.5237T26	95.5236880479996	95.5232688632626	95.5238403799343	26.0408400844859	17.7036727640369	40.567790873133	15	8	4	3			2338													
M96T39	M95.546T39	95.5460224787652	95.5455806712648	95.5463914421843	39.1985837882105	38.9843819564122	39.8394582701208	66	42	21	3	[20][M+3]2+		10													
M96T33	M96.0116T33	96.0115934339822	96.0111522355487	96.0119399804611	33.2601905190869	21.0715858082285	34.8915778721092	27	21	5	1			2311													
M97T39	M97.014T39	97.014004413842	97.0136119143621	97.014308906038	38.6665785635497	38.0873440304325	40.1197280342965	37	20	17	0			10													
M97T51	M97.0291T51	97.0290655272779	97.0286137588423	97.0292999903841	50.9530403475334	50.3164699925887	51.5142112663413	63	42	21	0			4													
M97T65	M97.029T65	97.028965073799	97.0285511905534	97.0290753576516	64.9660002219184	64.2906823177771	65.6042056893268	26	22	4	0			7													
M97T229	M97.0403T229	97.0403006447684	97.0398003938982	97.0406683393522	228.506653598021	208.991014389366	236.978680349612	44	27	16	0			12													
M97T164	M97.0403T164	97.0402511819004	97.0397730767862	97.0405649177553	164.206318235706	160.350525313881	172.004339024755	33	18	12	3			9													
M97T163	M97.0653T163	97.0652742083824	97.0649634532985	97.0655344769448	162.638087008822	160.779970026349	166.596580232405	57	39	18	0		[M+H-C4H8]+ 152.117	9													
M97T282	M97.0657T282	97.0656685061134	97.0651477253249	97.0659177455277	281.780536406366	280.643905244502	282.742777903251	49	31	16	2		[M+H-H20]+ 114.069	77													
M97T258	M97.0656T258	97.0656049679261	97.0651057388908	97.0657373172986	258.417928102519	256.751751086664	261.320074057979	31	17	14	0		[M+2H-C2H4]2+ 220.152	50													
M98T6	M97.5152T6	97.515165349043	97.5147226936699	97.5154793698375	5.97658651025953	-0.00595363560133078	16.3384962919191	47	30	16	0			64													
M98T172	M97.5151T172	97.5151201681598	97.5146603266774	97.5153614965174	172.141441385775	166.162406471772	181.848900219158	37	21	15	1			2381													
M98T130	M97.5151T130	97.5151081810298	97.5145913766425	97.5152458576084	130.379731292321	106.549346559516	149.301775541774	66	38	15	0			3233													
M98T26	M97.5152T26	97.5151549643573	97.5146831389454	97.5154094321817	25.7881730072767	18.4282856437658	30.9151521249424	33	22	11	0		[M+2H-CO2]2+ 237.01	65													
M98T7	M98.0144T7	98.0143931760868	98.0139397080188	98.0167688211678	6.7582556864635	0.58624885026254	15.617361809391	41	27	14	0			2280													
M98T415	M98.0139T415	98.0139021521393	98.008160617988	98.0143302904842	414.755599501055	406.728113187378	431.117895099025	41	29	11	1			52													
M98T24	M98.0144T24	98.0143780338488	98.0138982533564	98.0168804927571	24.4122293133289	18.2179098360691	41.623355391391	31	21	8	2			2305													
M98T39	M98.0349T39	98.0349498517727	98.0344786779112	98.0352295092763	38.6691746549898	38.4745292041914	40.567790873133	64	42	21	1		[M+H+K]2+ 156.104	10													
M98T116	M98.0718T116	98.0718154825445	98.0712907345223	98.0721394704834	116.290066540753	112.586356968832	120.164390066249	25	11	14	0			2													
M98T101	M98.097T101	98.0970369297995	98.0966017630954	98.0973654351089	100.505812919139	99.145272049312	101.839813005811	63	39	21	3			48													
M98T176	M98.0971T176	98.0971381441405	98.0967033212079	98.0974453747607	176.192610311314	174.4227665122	177.715620860014	63	39	21	3			63													
M98T66	M98.0974T66	98.0973582652245	98.0967211571436	98.0974264875437	66.4570846080623	66.1470459790302	67.2681361716413	4	0	1	3			562													
M99T6	M98.5128T6	98.5127994196619	98.5123318192911	98.5130685612705	6.44448632521486	4.94592884693278	16.3384962919191	59	39	17	3	[22][M]+	[M+K]+ 59.5499	64													
M99T28	M98.5128T28	98.5127948543304	98.5123180349341	98.513063879338	27.5281624788426	18.5314438660144	42.542631488715	59	35	19	3	[23][M]2+	[M+2H-COCH2]2+ 237.01	65													
M99T92	M98.5127T92	98.5126936093862	98.5122295122479	98.5130207331235	92.4124142968387	83.4799856180913	108.968692190954	70	39	20	2			2398													
M99T228_1	M98.5127T228_1	98.5127161011503	98.5122509457314	98.5130715907594	227.982392985637	207.609379725435	237.274929909059	67	37	21	1			12													
M99T142	M98.5128T142	98.5127534252949	98.5122976293343	98.5130312253132	141.80357142923	131.770844610998	151.027142717202	46	30	16	0			43													
M99T171	M98.5128T171	98.5127635966268	98.5122825231486	98.512964738914	170.657030705452	166.162406471772	184.150257196552	41	26	11	3	[24][M]2+		2362													
M99T63	M98.5128T63	98.5128144643353	98.5123165087076	98.5130586619131	63.3426426683572	59.3222418751874	66.0929177375238	6	0	3	3			195													
M99T52_1	M98.8887T52_1	98.8887247837383	98.8882589380272	98.8890053057179	52.0879841265063	51.1123039143829	53.0066628245877	28	14	14	0			222													
M99T52_2	M98.9848T52_2	98.984845026915	98.9843871932994	98.9851313356271	52.1059743012889	51.7771053326407	53.8580413578631	64	42	21	1		[M+H+K]2+ 157.996 [M+H+K]2+ 157.996	4													
M99T81	M98.9848T81	98.984810412762	98.9842787868379	98.9850423735211	81.4400798808891	67.8317734635879	91.1770426960727	73	41	21	0		[2M+2Na+K]3+ 106.011	55													
M99T121	M98.9848T121	98.9848085002258	98.9843202520653	98.9849734627815	121.252932027639	119.948424780211	125.027818003049	53	39	14	0		[M+H-NH3]+ 114.997	41													
M99T104	M98.9848T104	98.9848130059853	98.9843193710276	98.9851137730194	103.731300091325	92.6364548163232	107.226233928535	57	36	17	0			2404													
M99T5_1	M99.0144T5_1	99.0143814225826	99.0112923909591	99.0147311146849	5.40842439525159	2.5209497290136	14.0229120898405	47	32	15	0			64													
M99T172	M99.0144T172	99.0143857926619	99.0108398570921	99.0146549249848	171.84076879858	169.720439146599	183.431612054191	42	25	16	1	[24][M+1]2+		2362													
M99T26	M99.0144T26	99.0144089310702	99.01082594	99.0146749331167	25.749939154295	17.1669507690586	30.2270722093811	40	23	16	1	[23][M+1]2+		65													
M99T133	M99.0144T133	99.0143743113269	99.0138409723094	99.0145412236919	132.797542780386	118.009706819481	151.05843441859	66	41	14	0			81													
M99T39	M99.0428T39	99.0428082226901	99.0423423212753	99.0442088980149	38.9993079040022	37.5016015211083	39.8394582701208	66	42	21	3	[25][M]2+		10													
