variableMetadata	chromato	namecustom	mz	rt	isotopes	adduct	pcgroup	spi_formula	spi_monoisotopic	spi_name	spi_KEGGpathwaysfamily	spi_KEGGpathways	spi_subpathways	spi_annot	inchi	inchikey	pubchem	chebi	hmdb	kegg	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	PCA_xload-p1_LAT	PCA_xload-p2_LAT	OPLSDA_xload-p1_LAT	OPLSDA_xload-o1_LAT	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-ortho_LAT	OPLSDA_coef_LAT	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	PCA_xload-p1_MX2	PCA_xload-p2_MX2	OPLSDA_xload-p1_MX2	OPLSDA_xload-o1_MX2	OPLSDA_VIP-pred_MX2	OPLSDA_VIP-ortho_MX2	OPLSDA_coef_MX2	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	supp_mzmin	supp_mzmax	supp_rtmin	supp_rtmax	supp_npeaks	supp_Bio	supp_QC	supp_Blanc	supp_blankMean_over_sampleMean	supp_pool_CV	supp_poolCV_over_sampleCV	supp_poolDil_cor	supp_poolDil_pval
M131.7345T75_10	c18hyper	M131.7345T75_10	131.734538287822	75.2144223902538			1														-0.680466421002059	0.000688322354001288	1	-0.0514476772056369	0.756541596659618	0	-0.0226180956452693	-0.00507464177678994	0.0230522804970684	0.0143363596341245	1.65427178881402	0.876962027971193	0.000783005982550961	E	E	E	-0.45773608150774	0.111504840896364	0	0.00293011094197837	0.959894664666314	0	-0.0033160170797525	-0.0145500556961389	0.0291039507846128	0.00388083050868994	2.00906784831824	0.234136505474794	0.00140351847733108	E	E	E	131.728888536746	131.737813926947	74.1048093254125	76.5847866526261	62	41	21	0	3.32888477812969e-06	0.259032826236567	0.841869086314463	0.99114654400281	4.22080759147376e-10
M132.4719T75_28	c18hyper	M132.4719T75_28	132.4719115639	75.1811594282571		[3M+2H]2+ 87.641	1														-0.55963616874109	0.0179313042426179	1	0.305701369364261	0.419462946071092	0	-0.0192442203111849	-0.00297434245249707	0.0166643363311481	0.0182954323195124	1.19586179230435	1.11914041214055	0.000593262258801295	E	E	E	-0.134046845843095	0.674006720799328	0	0.159159565326679	0.607560462423242	0	-0.00885373435804161	-0.0118778029854409	0.00970726897665353	0.0168141969417248	0.670100157202117	1.01442650110205	0.000436347850900245	E	E	E	132.470697366937	132.47681143193	74.4472161115573	76.1216247816174	57	38	19	0	3.47388011251966e-06	0.202687007338474	0.627093537007663	0.988918284897058	1.29195468435894e-09
M129.9179T75_35	c18hyper	M129.9179T75_35	129.917943152152	75.1295771136838			1														-0.654369678771232	5.59786846803968e-05	1	0.0507218597568269	0.985932637700479	0	-0.0241287265128702	0.00756367129643352	0.0272595766514518	0.0113884177887931	1.95619468690939	0.696635004584489	0.000907845764534365	D	E	E	-0.198597058657651	0.386215709845582	0	-0.00864806566899645	0.996911101584841	0	-0.00728972361105952	-0.0222175956124623	0.0264382301117484	0.0171544268962763	1.82505112371326	1.03495310035397	0.000931880535499447	E	E	E	129.917102223643	129.918694393925	74.4472161115573	75.7767551143729	63	42	21	0	3.53695816172175e-06	0.149462378255221	0.59194240230723	0.988317597534101	1.68049224205891e-09
M263.1608T75	c18hyper	M263.1608T75	263.16077321772	74.7443150569986			1														-0.186418626477327	0.288343595287976	0	-0.068095692496474	0.7993268813403	0	-0.0193784755903668	-0.00282226362174719	0.00899188228453878	0.0342383191961086	0.64527313007235	2.09437448577077	0.000309221872315121	E	E	E	-0.012413914002817	0.979403219782007	0	-0.0996093787993004	0.719407579832059	0	-0.0176096616879847	-0.019794062493306	0.00585581560188382	0.0350501159643415	0.404231402756669	2.11462769373752	5.34242746364942e-05	E	E	E	263.159276969363	263.161763361073	74.2392711229525	75.1853968491892	63	42	21	0	3.74645659432444e-06	0.159508243944047	0.725938803429024	0.997294430421248	1.13654001688105e-12
M134.3426T75_15	c18hyper	M134.3426T75_15	134.342626224347	75.2626325336257		[M+2Na-H]+ 89.3664	1														-0.850615431203774	0.000844399572299274	1	0.202031878033409	0.7212337267065	0	-0.0233342956347648	0.00901827070551349	0.0244195978416925	0.0154839517932649	1.75239286233885	0.947160793407301	0.000768904625647526	E	E	E	-0.381189139729965	0.31216718822548	0	-0.0996858920599912	0.840255593965892	0	-0.00518777566265109	-0.0150168887361233	0.0223539875518056	0.00947211998044498	1.54311275484231	0.571467645055186	0.000977547844042802	E	E	E	134.341507284797	134.345969414409	74.2434429888918	75.9057032431611	61	40	21	0	3.98146673958369e-06	0.194438778339862	0.579237741316422	0.971464561142261	1.42038386099468e-07
M105.0551T77	c18hyper	M105.0551T77	105.055137708213	76.819527059627			1														0.410063351956314	0.166635978427715	0	0.0979119508572914	0.817722027230445	0	0.0128704657447021	-0.00220540936347244	-0.012436917823555	-0.0110570086274221	0.892494879104118	0.676362546466715	-0.000368560986137006	E	E	E	0.214959928361228	0.669502590694809	0	0.274368735669878	0.55982619401911	0	-0.00258104928678592	-0.0157883830864045	-0.00583554010860433	0.0190197731267442	0.402831770041576	1.14749232280246	-0.000467859486481683	E	E	E	105.05456638337	105.056957162998	61.1786821828254	78.5555870304613	72	42	21	0	0.00376281417693252	0.0898984650760696	0.237511603693757	0.982854214591912	1.13393004822296e-08
M205.9215T75	c18hyper	M205.9215T75	205.92145518041	74.9906198965551			1														-0.256493269932768	0.0273503117418336	1	-0.0283085900594671	0.826857119566915	0	-0.0236049620357381	-0.000723722017312371	0.0188453153220204	0.0258991689443594	1.35237264237209	1.58426464596715	0.000645699417231351	E	E	E	-1.49196841381557	0.535713700509607	0	1.26514563383082	0.590549837435164	0	-0.00186420933981571	-0.00267210152996155	0.0144386096592492	-0.000775137975066749	0.996708201422306	0.0467652726231019	0.000590819657303892	E	E	E	205.921128922176	205.923007575361	74.4408444185498	75.5218730716728	57	40	17	0	0.0231722528202254	0.0940816112627899	0.420314207530046	0.983117370070545	1.05000548554769e-08
M264.9885T75	c18hyper	M264.9885T75	264.988520935971	74.9526695297888		[M+H+CF3COOH]+ 129.988 [M+H+CF3COOH]+ 129.988	1														-0.287557935518624	0.0419562895055701	1	-0.0975451981917921	0.611326600245566	0	-0.0210836054343412	-0.00526974485408782	0.0149300917405829	0.0263113721899733	1.0714093806898	1.60947931715532	0.000548283611529853	E	E	E	-0.19430900773698	0.382439065393967	0	-0.194202330995562	0.339560848114475	0	-0.0139310952463637	-0.0269585826864425	0.0203262089904684	0.0291234819705302	1.4031336591779	1.75706470060192	0.000923629896324966	E	E	E	264.987881270089	264.990326447	73.930905335757	75.5218730716728	51	36	15	0	0.0229637356424988	0.112737694943541	0.620441704113533	0.980835766646458	1.97144846797336e-08
M215.1395T76	c18hyper	M215.1395T76	215.139477551861	76.0104379618749			1														-0.124525986810298	0.741420396062394	0	-0.333926662569681	0.595525471800865	0	-0.0104702665641915	-0.0262876751983257	0.00233746635714339	0.0210836996144977	0.167740655958787	1.28970006633029	8.45926151091781e-05	E	E	E	-0.055346009679198	0.957163481616908	0	-0.17845717900196	0.827033268094662	0	-0.02619411194205	0.00346167447720912	-0.00207686996260456	0.0275804525640498	0.143367912414584	1.66397135053956	7.88495968526361e-05	E	E	E	215.138320154626	215.140282988738	75.3406102445394	77.0004939787675	47	32	15	0	4.75742952005109e-06	0.147017885155902	0.272635748814722	0.967207309561051	2.82650871245877e-07
M131.6951T75_8	c18hyper	M131.6951T75_8	131.695119864185	75.3381625780769		[M+2Na-H]+ 86.7282	1														-0.906487981383904	8.15334188078592e-05	1	-0.0244248870326373	0.806004178909599	0	-0.0230834366919087	-0.00217411860184889	0.0264644474530031	0.00928708044796468	1.89913483109065	0.568095186744111	0.000860229524688024	E	E	E	-0.820114616295101	0.0125559415479144	1	-0.0419423229582137	0.980503246200553	0	-0.00757495083619592	-0.020247215539899	0.0392863935200122	0.00961821593521753	2.71196961132728	0.580281839913181	0.00185021079121388	D	E	E	131.687990070884	131.697752337425	74.737197523139	76.1495339171992	47	33	14	0	4.76289280008666e-06	0.262718126961185	0.669343438739243	0.840848901803129	0.000611621948178621
M232.6693T75	c18hyper	M232.6693T75	232.669283143843	75.0184360543259			1														-0.212381707928284	0.103554513596375	0	-0.0991197349593911	0.593498813947631	0	-0.0204621511706029	-0.00728324083567337	0.0142267530580506	0.0261556703356821	1.02093657212568	1.59995495969061	0.000464269953338632	E	E	E	-0.171933908306642	0.415507339952524	0	-0.145811836412491	0.488414865111651	0	-0.0169065031439622	-0.0240308634266908	0.0227228523187044	0.0300217373994792	1.56857577012288	1.81125783959291	0.000889864773221084	E	E	E	232.668851431771	232.671025711963	74.4408444185498	75.5218730716728	57	40	17	0	0.0229286791861971	0.132984815109521	0.836319247321117	0.978834843946759	3.2283159781801e-08
