dataMatrix	X501f	X502m	X503m	X506m	X508f	X509f	X513m	X517f	X518f	X521f	X527m	X528m	X529f	X531f	W616f	W617f	W620f	W621f	W622f	W623f	W625m	W627m	W628m	W629m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L848m	L849m	L854f	L859m	L862f
M96.9695T1	14.5385637675178	13.5041384344449	13.4609661351059	13.544968287206	14.3865699357515	15.5606033298792	14.1951393964127	14.4884083586149	14.1465744448873	13.987215552479	14.4605711474217	14.3207512065397	14.2022394934029	14.4645353944279	14.7781323806873	14.2561777982854	14.8354362234265	14.1184916538665	13.9321391601455	13.7030347532662	13.0337986944314	13.6703317141599	13.3853625053715	14.5454336054521	13.2233393385922	12.5680559997906	15.0161903347299	14.8094881048862	14.1156794460757	14.2867519696271	14.7704580884593	13.2765474343749	13.7402366226134	13.5288776320972	13.8046430536168	13.7007011596332	14.9305965055031	14.1963817555694	13.704829872266	14.905725065587	13.38926099018	13.917368975848
M156.9252T0.9	12.6581453582433	11.8093973515046	11.5112526628517	11.0764002537359	12.9473610436015	14.0708818051378	12.2836919225911	12.9490598670801	12.2255283530217	12.5104414213397	12.6674796856676	12.2587897869267	12.4451692959607	13.0290088908854	12.7052164145709	12.396278051809	13.3153424507663	12.1440729654744	12.0269955631337	11.6866319090731	11.0038644262777	11.8246950574463	11.6390719639956	12.6701677570962	11.4539004167186	10.6413256854814	13.6060351593032	12.7399393806618	12.3268586741026	12.5534133578137	13.4289211914758	11.3213242591386	12.0961720089975	11.4381012120939	11.8470849352034	11.6238549035697	13.3163635359427	12.4407088230127	12.2842953441356	13.2840949193474	11.333708615933	12.3395849875146
M334.9916T0.9	10.5834537871604	9.83196454768399	8.7606222673292	9.35950514993751	10.5722159016836	11.8040561204118	9.541633140529	10.3004371087755	10.1428612010026	9.58430661479388	10.3005140677274	9.65818749954297	10.5961282465299	10.6315889176181	10.8470963581953	10.6857858569872	11.1437046359883	9.95366393277197	9.98651227706901	9.57776405090093	8.13921205562183	10.2639232367108	8.95432690103013	10.169749416848	9.01824826572474	8.75819485217903	11.1509438942208	10.620425601969	10.4535905708763	10.2227807012862	11.1264351710403	8.21133944440913	9.93189861722516	9.2983086476778	9.37344788691064	9.32525802804957	11.1977152845132	10.3795244766377	9.6937919306934	10.9412639677198	9.5007762721356	9.6660804982315
M96.9695T1.2	14.0292269236221	13.2720332614456	13.3276592180608	12.9534929448203	14.1245248152311	14.8547402300344	13.5425069133692	13.991441583627	13.7467842257011	13.8185741340066	13.7557357130196	13.5625360887922	13.8262167398718	14.0884754997015	13.8546724534125	13.7612762921177	14.3794613323147	13.8168239873741	13.5680260614832	13.4688637590141	12.9875456751928	13.4626806160887	13.2471557054561	14.3147202898908	12.9964263213277	12.6612414766108	14.5432475397542	13.8313901713728	13.8828030410804	13.976878508368	14.5734688604984	13.0099656802579	13.6045098891748	13.4051652433041	13.6773186667958	13.3031440689704	14.3225601853935	13.8284856100729	13.6905197038193	14.4665320918154	13.108101580209	13.5800489629762
M80.9651T8.6	10.2963355792435	10.0653511093377	9.75302281200195	10.0757234507036	10.8916424770907	10.3529048053394	9.4295117564805	10.8488092485824	11.5182699209607	10.914625603724	9.98618896567971	8.49988221410613	10.9831336776182	10.0444461912956	10.3363804288135	10.6927178043999	11.1917318521143	10.6700394434949	11.586384030562	10.9966058198385	9.48353604138959	9.72174226012112	10.0997891852866	8.3287258438917	9.69331487932068	9.35728755493247	11.0427211322485	11.2473985513255	10.4325068353442	11.2570369893551	11.1604032280592	10.9968120734241	9.50274480767095	10.5727750748914	10.345542348018	10.7018116141062	10.4362619079678	10.5817087353272	10.2547582677683	11.1801392111678	10.2960666148434	10.8849063357972
M124.9549T8.7	11.1800052471404	10.2386140568205	10.2711044495543	10.5099297656247	11.3081156458771	11.24248771429	9.84981216606151	11.5478514366001	10.777592267807	11.4243582798415	10.4747513788402	8.32068218319928	11.4972779068547	11.5129694183053	11.0137215793759	11.3852428902265	11.6509856946407	11.4785709531784	12.1695556936994	11.5005485192573	9.26620037152092	10.2826100759814	10.6341328536531	8.55015101290942	9.78011509880425	10.2172333373129	11.9263673859138	11.539636204394	10.9909287764917	11.9448406723242	11.6369315935638	11.1061839856867	10.4874932861912	10.8616681992675	10.8329361999441	11.5342327346677	11.1632115046318	10.4781255011982	10.6059232419334	11.7813953995418	10.8721075649535	11.0532198977569
M210.9945T8.6	10.4401135783651	10.2645166728377	9.27750980417906	9.71103844158646	10.661703187624	10.7098837349447	9.35054290494575	11.1334581981619	10.7290959516497	11.0772539474712	10.2721152806525	8.34039874411762	10.8596110010123	10.6589361706263	9.92643510141053	10.6405562659755	10.9250594977127	11.0223363991525	11.3752803925664	10.5598302766251	8.70189966099542	9.9496558263653	9.90186965157446	8.1081353505304	9.82941376513575	10.1971628751175	11.1605748662843	11.213749183024	10.2551163429596	11.1494387467963	11.1125651892134	10.9133358325555	9.92037038299346	10.4722793340842	10.1286533437291	10.6483488028223	10.5747690748901	9.7393534259801	10.3184134206502	11.2117677822621	10.580383200138	10.5224934460989
M212.0023T8.7	16.3932116896666	15.5425835705393	15.6683786637108	15.9560927551279	16.7375671601143	16.5236013279457	15.1524570959156	17.0311187823674	17.7210530013	17.2207538539648	16.2837108184732	13.4173972944831	17.0358191371065	16.4825971163247	16.1256976561156	16.6745848309074	17.4291849005721	17.0686039103352	18.0007905510897	17.0759187487053	14.4707890253957	15.634549842496	15.9880790350838	12.6185092390044	15.0028196369989	15.5533121107513	17.6474885849301	17.3323489859365	16.4447531413902	17.8425472848996	17.5622465129684	17.044069422658	15.4122904010709	16.7484475188816	16.0883598291426	17.0282087812407	16.6203945858277	16.1530822715041	16.011777902897	17.6407297881336	16.3321564604548	16.4022800197472
M425.0117T8.6	9.2568529995734	8.24703298698529	7.7983577336622	8.49263993505601	9.44629896682243	9.21518330892669	8.42618160690207	9.86301779438129	10.8723618315963	10.2855199183446	8.28475620788238	6.19555364444279	10.0267838020985	9.10588111501523	7.94521897153556	9.17681348730648	10.5966773227919	9.44744535791522	11.0346996174091	9.77709555146999	7.29640829764481	7.56880473393618	8.84836040367094	6.00965430700429	6.60089266034269	7.77298393241126	10.5699581640374	10.1514090452426	8.86774600101293	11.0501516167592	10.7534282573532	9.99889453184928	7.23338147090797	8.91348842623167	8.3041610932155	10.0742813929944	9.03685086696315	8.75808538265735	7.82465057141788	10.441601074192	8.82426411021565	9.36031364567752
M446.9938T8.7	9.93715914075765	9.0853857829848	9.32809598707951	9.45898515693735	10.6936336182333	10.1176884415754	8.49191797729317	10.7590332112288	11.8321425282144	10.9332100284935	10.0421460533578	6.21280104535632	10.7675848061986	10.1879916819611	10.1256825077905	10.670940991673	11.2161162511445	10.8946045439685	11.8571636722665	10.7125917874955	7.8107542436073	9.40649549729336	9.55317746581044	6.48367426793475	8.21812513470839	9.46287096207675	11.5383994391389	11.1019511558996	10.2355639802438	11.8002409272563	11.3461343522639	10.965391040167	8.46825705749156	10.5767030961818	9.5025081955904	10.4539538858024	10.4622510024663	10.1074469745785	9.51124824626384	11.3496014909425	10.3160233270204	10.2250197697552
