variableMetadata	namecustom	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	QC	Blanc	Bio	isotopes	adduct	pcgroup	spi_formula	spi_monoisotopic	spi_name	inchi	inchikey	pubchem	chebi	hmdb	kegg	spi_KEGGpathwaysfamily	spi_KEGGpathways	spi_subpathways	spi_annot
M75T211	M75.0088T211	75.0088330666525	75.0086388101534	75.0089967868801	211.022047767765	208.108183753671	227.053466927166	70	24	2	42	[1][M]-	[M-H]- 76.0137	17													
M75T324	M75.0088T324	75.0088241929317	75.0087296637546	75.0090015482764	323.722618477576	321.990298489985	325.981092497848	60	18	0	42			21													
M75T130	M75.0088T130	75.0088317009845	75.0086354601545	75.008980889042	129.527384581441	128.866948832138	130.877847449205	59	19	2	38	[2][M]-	[M+Cl]- 40.0446 [M-H]- 76.02	35													
M75T485	M75.0088T485	75.0087928437171	75.0086835681883	75.0089648573238	485.063226985087	468.97620584919	488.543779053548	57	17	0	38			3													
M75T354	M75.0088T354	75.0088439036729	75.0087401674628	75.0090097880562	353.683565767083	348.47618122131	359.2154827216	48	14	0	34			31													
M75T1198	M75.02T1198	75.0200371994596	75.0198544111084	75.0201610309311	1198.21500963612	1196.66379652767	1199.41284350533	46	13	2	31			33													
M75T493	M75.0281T493	75.0281216215489	75.0280224435756	75.028277630006	493.20124324251	490.309346424867	494.122384498951	64	22	0	42			3													
M76T1194	M76.0041T1194	76.0040778855176	76.003891711022	76.0042531194651	1193.56784262971	1190.64733144679	1196.12170946015	69	24	3	42		[M+2Cl]2- 82.0664	33													
M76T1036	M76.0041T1036	76.0040695988442	76.0038779322959	76.0042294594496	1035.53732504796	1019.84700275792	1056.06828443203	36	8	3	23		[M-2H]2- 154.015	24													
M76T211	M76.0122T211	76.0121827062972	76.0119824127613	76.0123445346901	210.784197144385	206.16639455024	214.184688193302	68	24	2	42	[1][M+1]-		17													
M76T130	M76.0122T130	76.0121830552098	76.0119827097457	76.0123383680207	129.554748508619	128.97830760597	131.016391534447	57	24	2	31	[2][M+1]-		35													
M77T929	M76.9701T929	76.970146807308	76.9699221664075	76.9703009583197	928.654472389513	922.837647683557	941.333847819483	70	24	3	42		[M-H-H20]- 95.989 [M-H-H20]- 95.989	20													
M77T556	M76.9701T556	76.9701499728288	76.9699319037058	76.9702810323085	556.140677507372	552.45721284648	569.201974023233	41	17	1	23			4													
M77T502	M76.9701T502	76.9701152579025	76.9698851817409	76.9701826871182	501.780913984761	483.91644402198	511.536409397423	9	4	3	2			140													
M77T927	M76.9826T927	76.9825854555313	76.9824711314834	76.9827314752525	926.966476023405	911.951100231607	945.136329927449	59	22	1	33		[M-H]- 77.9921 [M-H]- 77.9921	20													
M77T1190	M76.9881T1190	76.9881181253825	76.9879239539255	76.9882964048839	1189.96340286194	1185.5996185562	1193.07467350243	65	23	3	39			33													
M77T1033	M76.9881T1033	76.98811431632	76.9879284779075	76.9882454468312	1032.89931549604	1022.82698214062	1042.63796649821	44	18	2	24			350													
M77T1004	M76.9881T1004	76.9881181523155	76.9879959349837	76.9882687225946	1004.01658864747	986.297170310403	1017.75260932346	58	16	0	32			13													
M77T1119	M76.9881T1119	76.9881127123972	76.9879133310553	76.9882906167879	1119.20965793126	1098.73436656349	1146.90746172613	71	22	3	34			498													
M77T1189	M76.9993T1189	76.9993295788281	76.9991299096595	76.9995104217432	1189.30433720448	1186.10532292228	1191.39107213808	68	24	2	42		[M-H+Cl]2- 120.041	33													
M77T130	M77.0131T130	77.0130907035846	77.0128878958982	77.0132534309056	129.935917907927	128.430116870681	131.781833376385	67	24	2	41	[2][M+2]-		35													
M77T212	M77.0131T212	77.0131000623273	77.0129016686746	77.0132602567465	212.112701462516	207.750973210829	214.821612421658	68	24	2	42	[1][M+2]-		17													
M78T524	M78.0035T524	78.0035415540805	78.0034192607509	78.0037195719064	524.189008915135	523.186617053631	525.102561734031	66	24	0	42			16													
M79T362	M78.919T362	78.9189933272142	78.9187710203658	78.9191648863558	361.64122465564	353.678530482875	365.334168479923	68	24	2	42		[M-H]- 79.9263	31													
M79T87	M78.9591T87	78.9591011369669	78.9589198725993	78.9592698467913	86.9580165292366	85.8694815670348	91.8061487309698	68	24	2	42		[M-H]- 79.9666	11													
M79T596	M78.9592T596	78.9591562342001	78.9590392171175	78.9593090926324	595.695291701039	593.496139161583	596.732569753411	48	19	0	29		[M+Cl]- 43.9923	30													
M79T557	M78.9591T557	78.9591220596584	78.9589914404224	78.9592292629331	556.558694703643	553.736336449712	563.472712846377	42	20	0	22		[M+Cl]- 43.9929	4													
M79T512	M79.0114T512	79.0114123352085	79.0112767900383	79.0115766231937	512.361571157542	511.232019016481	513.625766125816	61	20	0	41		[M-2H]2- 160.04	27													
M79T1199	M79.0209T1199	79.0208774139546	79.0207812918164	79.0210970492129	1198.54596254935	1197.37072428696	1199.72403243782	52	9	1	42		[2M-3H]3- 120.041	33													
M80T603	M79.9575T603	79.9574702317608	79.9572437231974	79.9576185527885	603.187348661649	602.219660848758	603.841860753123	68	24	2	42			10													
M80T160	M79.9575T160	79.9574784268851	79.9573317072026	79.9576486878298	159.689014857995	158.186130630846	162.507744459955	66	24	0	42		[M-H-C6H10O5]- 243.027	46													
M80T467	M79.9575T467	79.9574847734699	79.9573363216007	79.9576404337238	467.036515358675	460.518956287234	483.293656348413	70	24	0	39			3													
M80T1194	M79.9813T1194	79.981285353819	79.9810680730867	79.9814598833764	1193.55646758502	1189.74514927004	1198.52076432363	60	23	2	35			33													
M80T988	M80.0119T988	80.0118871461138	80.011762806077	80.0120410724305	987.749189641415	984.950983685294	995.265062130486	55	17	0	38			13													
M80T13	M80.0119T13	80.0118796253788	80.0116814079773	80.0120515838749	12.9087502559015	6.27434116834651	35.0590345979294	63	22	2	39		[M-H-CO2]- 125.009	62													
M80T57	M80.0119T57	80.0118790691224	80.0116846377176	80.0120402921089	57.305839704326	36.7372213187371	66.5612537483054	54	19	2	33			57													
M80T1492	M80.0119T1492	80.0118765315125	80.0117583245262	80.0120654600767	1492.48168160788	1476.36985456495	1500.39448175314	57	15	1	36			785													
M80T1391	M80.0119T1391	80.0118811336431	80.0117558470967	80.0120630775059	1391.16734401771	1372.78752085197	1402.95685058734	54	18	1	33			69													
M80T1438	M80.0119T1438	80.0118750448877	80.0117623422596	80.0120725587721	1438.22787838645	1425.77809531396	1450.30658671017	46	18	1	24			819													
M80T1253	M80.0119T1253	80.0118772769586	80.0116961539868	80.012053631029	1253.27634274391	1235.77498661464	1279.40904093245	60	18	1	36			54													
M81T361	M80.9169T361	80.9169233583925	80.9167098209674	80.9170935163169	361.439395394869	354.354286824513	365.334168479923	68	24	2	42		[M-H]- 81.9232	31													
M81T154	M80.9653T154	80.9652864269185	80.9651623847879	80.9654444780628	153.510405591817	151.719337877688	156.032019174524	58	17	0	41		[M+2Cl]2- 91.9899	15													
M81T1192	M80.9653T1192	80.9652604694651	80.9650594912705	80.9653870637964	1191.8502622933	1184.69222172247	1198.07017902511	55	19	3	33		[M-H]- 81.9746	33													
M81T635	M80.9653T635	80.9652917769854	80.96516894882	80.9654181105433	634.968063426606	629.100424652565	636.991483303177	41	21	0	20			36													
M81T438	M80.9749T438	80.9749379629446	80.9748154228839	80.975120010461	438.237004005598	428.184206516966	442.22513373937	60	18	0	42			8													
M81T1012	M81.0146T1012	81.0146218025375	81.0144830612893	81.0147640951994	1012.11025841465	1008.9979709892	1014.73245265348	52	18	0	34			13													
M81T475	M81.0347T475	81.0346568480602	81.034520148951	81.0348362159256	475.343997554035	464.783676047314	482.140037421777	67	20	0	41		[M-H-CH4]- 98.0771	3													
M81T128	M81.0459T128	81.0458894099335	81.045767378505	81.0460570766367	128.257310252676	125.9891243694	130.407265179173	56	20	0	36		[M-2H]2- 164.097	35													
M81T100	M81.0459T100	81.0459063728669	81.0457784410677	81.046068252462	99.8778452380862	98.5525023463357	101.151521349152	37	19	0	18		[M+Cl]- 46.078	5													
M82T993	M81.9912T993	81.9911511392765	81.9909257548622	81.9913171228362	993.150917112413	985.086278202583	997.705029168462	67	24	1	42		[M-3H]3- 248.991 [M-3H]3- 248.991	13													
M82T159	M82.03T159	82.0299618428081	82.0298169446068	82.0301192036549	158.955608482771	157.320212180527	160.908849224029	60	18	0	42		[M-2H]2- 166.068	15													
M82T300	M82.03T300	82.0300004045521	82.0298775665778	82.0301785767505	299.542107187685	297.033741017744	302.886637708759	58	21	0	37			220													
M82T484	M82.03T484	82.0299508005275	82.0298069298789	82.0301195399456	483.995899617036	477.114773931225	498.205884719836	67	22	0	42			3													
M83T187	M82.9543T187	82.9543044691835	82.9541787263328	82.9544772327281	187.04064404421	185.965228068858	188.380028556866	66	24	0	42			19													
M83T438	M82.972T438	82.9720299694325	82.9719017138488	82.9722175722736	437.985111814083	428.184206516966	442.22513373937	60	18	0	42			8													
M83T478	M83.014T478	83.0139523052009	83.0137430665975	83.0141317071921	477.873921751211	463.158709453422	482.115381924886	75	24	2	42			3													
M83T1206	M83.0139T1206	83.0138643192908	83.0137707290248	83.0140612735082	1205.81273460636	1202.63867186744	1207.82782608696	4	1	3	0			441													
M83T1200	M83.0252T1200	83.0252059242005	83.0250064175949	83.0253889043777	1200.18201032328	1198.58977678694	1201.13261781317	67	24	3	40			33													
M83T971	M83.0252T971	83.0252137245769	83.0249975289237	83.0253820765446	971.253612507373	943.904042285076	995.660082997361	84	24	3	42		[2M-3H]3- 126.044 [M-H-COCH2]- 126.044	40													
M83T193	M83.0365T193	83.0364856270212	83.0362389038397	83.0366497545531	193.326705945927	192.24650221801	197.810433595806	50	24	2	24			619													
M83T464	M83.495T464	83.4950354553775	83.4949032043659	83.4952135544289	463.868941662674	456.749407682734	469.093398777546	66	24	0	42			3													
M84T556	M84.0092T556	84.0091754619741	84.0089906932132	84.0093467367011	555.529990053865	544.178057730886	556.974968221112	61	20	1	40			4													
M84T606	M84.0092T606	84.0091870064105	84.0090842347224	84.0093599657713	606.444456607944	603.144422510479	614.808203089826	59	17	0	42			9													
M84T487	M84.0092T487	84.0091913057583	84.0090737618861	84.0093787438692	486.62792838494	473.905517961108	505.128416624572	55	15	0	37		[M+2Cl]2- 98.0771	3													
M84T456	M84.0092T456	84.0091821603736	84.0090786814734	84.0093705964848	455.555794647324	437.912005113159	458.246116665642	45	13	0	32		[M+2Cl]2- 98.0771	3													
M84T1198	M84.0204T1198	84.02041977441	84.0202266621873	84.0206138101452	1198.35379046916	1196.36758507854	1199.76976687915	68	23	3	42		[M-H]- 85.0288	33													
M84T610	M84.0218T610	84.0217719126357	84.0216611685544	84.0219542920998	610.442583789	609.842755981273	612.08617412476	62	20	0	42			9													
M84T973	M84.0204T973	84.0204137558065	84.0202079186782	84.0206004343975	972.800823609379	959.131104154136	984.542880740802	65	23	3	38			227													
M84T1007	M84.0279T1007	84.0279461688779	84.0204275201552	84.0281096981398	1007.17129502251	1005.88268830898	1010.29342949685	59	21	0	38			13													
M85T187	M84.9514T187	84.9513806583845	84.9512727204706	84.9515542803941	186.729178006037	185.538997018266	188.380028556866	52	24	0	28			19													
M85T992	M84.9908T992	84.9908276423093	84.9906070968219	84.9909959728444	992.169213202976	985.086278202583	1015.32212108786	70	24	3	42	[3][M]-		13													
M85T1208	M84.9908T1208	84.990831590232	84.9906313554174	84.9910213238659	1208.07571435838	1204.91560567785	1214.55506275595	66	24	1	41		[M+Cl]- 50.029	33													
M85T1148	M84.9908T1148	84.990826513628	84.9906326678945	84.9910334855551	1147.57883650829	1130.71670012669	1161.68734728541	59	22	2	35		[M-H-CO2]- 129.988 [M-H-CO2]- 129.988	37													
M85T1195	M85.0045T1195	85.0044634233185	85.0042551370305	85.0046614774658	1195.10792822623	1190.14691195516	1197.17055135348	69	24	3	42		[M+Cl]- 50.029	33													
M85T997	M85.0045T997	85.0044712653308	85.004247809025	85.0046299838583	996.870431506256	981.485424245598	1011.80192807647	50	15	3	27			13													
M85T1120	M85.0044T1120	85.0044228147428	85.0042353847989	85.0045969940053	1120.12415634406	1107.41539157991	1136.32035610021	25	7	3	13		[M+2Cl]2- 100.064 [M-H+Cl]2- 136.04	494													
M85T255_1	M85.0125T255_1	85.0125037764247	85.0036600599354	85.0135985562597	255.240495668529	244.156595372679	264.668318019861	47	13	0	32			1													
M85T611	M85.0296T611	85.0296304140269	85.0294986980283	85.029794455651	611.236137605163	610.761502963031	612.065612599734	66	24	0	42	[4][M]-	[M-H]- 86.0346	9													
M85T477	M85.0296T477	85.0296044876291	85.0294735735721	85.0297944843848	477.296783002118	464.533143596927	480.980427299635	70	24	0	42		[M-H-HCOOH]- 132.045	3													
M85T1191	M85.0296T1191	85.0296184070122	85.0294038925676	85.0298098242004	1191.38674590353	1189.35239957909	1196.48638752227	53	23	3	27	[5][M]-		33													
M85T534	M85.0296T534	85.0296217615398	85.0295136970824	85.0297911197938	533.998266827105	531.393104416416	535.777215079102	50	17	0	33		[M-H]- 86.029	14													
M85T976	M85.0296T976	85.0296245834623	85.029505738485	85.0297982484357	975.575838463797	942.45606795225	990.1191203779	68	21	0	38			228													
M85T254_1	M85.0297T254_1	85.0296667062688	85.0239210394485	85.0319293486892	254.325271572928	245.003074190817	261.890033913955	45	14	0	31		[M-2H]2- 172.066	1													
M85T1219	M85.0296T1219	85.0296206275384	85.0294246958029	85.0298033600808	1218.82559616533	1207.99387118029	1241.66020941903	43	12	1	30			33													
M85T255_2	M85.2623T255_2	85.2623320846947	85.2587468258966	85.2681463736087	254.782716602769	244.457832685949	261.408891544822	33	17	0	16		[M+Cl]- 50.2919	1													
M85T254_2	M85.4186T254_2	85.4186174316287	85.4138485217529	85.4229274318483	254.042449272987	243.187180895625	264.001005230799	42	18	0	22		[M+Cl]- 50.4482	1													
M85T254_3	M85.4436T254_3	85.4435840596637	85.439300704517	85.4485548195259	253.943971801391	242.180962796589	261.836272564018	45	17	0	24			1													
M85T254_4	M85.4636T254_4	85.4636074632985	85.4592588078595	85.4685589724312	254.325251693465	243.996890710048	263.879979398036	42	17	0	24		[M-H]- 86.4786	1													
M85T253	M85.4791T253	85.4791062441307	85.4741058887742	85.4835639503183	253.20141926027	242.877586284967	262.397287498307	48	18	0	27		[M-H]- 86.4786	1													
M86T254_1	M85.5184T254_1	85.51843721116	85.5137403824478	85.5235772895357	254.118018675531	243.523285377827	259.832330080176	45	18	0	25		[M-H]- 86.5306	1													
M86T254_2	M85.5282T254_2	85.5282393292235	85.523638005311	85.5327131782596	253.888897225716	242.380148477385	263.758006881564	44	11	0	31		[M-H]- 86.5306	1													
M86T253_1	M85.5438T253_1	85.5438349689351	85.5386832132287	85.5484869031466	252.652752287571	243.079533702318	263.763803881504	48	19	0	28		[M-2H]2- 173.104	1													
M86T254_3	M85.5628T254_3	85.5627764035186	85.559007297002	85.5681681116481	253.574414225986	243.079533702318	262.967180528956	46	14	0	31			1													
M86T253_2	M85.6151T253_2	85.6150853177973	85.6088972630111	85.6186004119447	253.470529292788	244.705884372565	259.919069064282	40	9	0	31			1													
M86T253_3	M85.6591T253_3	85.659107812846	85.654450853129	85.663386393715	253.051466604588	244.650150425972	262.754998611806	49	16	0	30			1													
M86T253_4	M85.6776T253_4	85.6776100245799	85.6739088535329	85.6830502670207	253.408291238006	243.523285377827	263.418764388716	47	17	0	27			1													
M86T253_5	M85.7137T253_5	85.7137000660888	85.7089497777299	85.7185822999916	253.288194183275	242.686288121809	261.376821562059	47	14	0	31			1													
M86T253_6	M85.7379T253_6	85.7379395890189	85.73383066833	85.7433082024985	252.951322792212	244.156595372679	260.500542134926	44	17	0	27			1													
M86T254_4	M85.7743T254_4	85.7743265761938	85.7689152191843	85.7783790235003	253.508703306325	242.158172844614	262.286040835256	49	17	0	30		[M-H]- 86.789	1													
M86T253_7	M85.7891T253_7	85.7890616742523	85.7846855434597	85.7934999432167	252.839903452918	241.672228261593	262.967180528956	53	22	0	30		[M-H]- 86.789	1													
M86T253_8	M85.8048T253_8	85.8048400285589	85.7986575781109	85.8085938412384	253.270387393735	243.03891719005	261.944097431665	53	19	0	32		[M-H]- 86.8192	1													
M86T253_9	M85.8189T253_9	85.8189162601801	85.8136882509236	85.8235470648047	253.051466604588	243.523285377827	263.549042848968	49	16	0	31		[M-H]- 86.8192	1													
M86T253_10	M85.8589T253_10	85.8588697624273	85.8537807816451	85.8636218895479	253.108276603268	244.094021147451	259.468757546119	49	19	0	29		[M-H]- 86.8733	1													
M86T253_11	M85.8732T253_11	85.8732492284877	85.8688274328754	85.8785710542668	253.070698798178	243.187180895625	263.193400641141	54	19	0	34		[M-H]- 86.8733	1													
M86T253_12	M85.8881T253_12	85.8880841256778	85.8838659548848	85.8935908756366	253.356451474893	244.156595372679	260.407589189823	48	20	0	28		[M-H]- 86.9029	1													
M86T253_13	M85.9032T253_13	85.9031745740816	85.8990054853269	85.9085878144816	253.371832833134	244.156595372679	259.832330080176	48	17	0	29		[M-H]- 86.9029	1													
M86T253_14	M85.9185T253_14	85.9185284466684	85.9139305069795	85.9236096355631	252.946918831675	243.59480235577	261.28533816672	45	14	0	31		[M+Cl]- 50.9495	1													
M86T254_5	M85.9384T254_5	85.9384359694873	85.9338454868096	85.9436256919377	253.519146217823	242.877586284967	259.796565081305	45	14	0	30		[M-H]- 86.953	1													
M86T253_15	M85.953T253_15	85.9529838096083	85.9486459406479	85.9581157349477	252.742615085874	243.999094210683	258.328477894329	48	17	0	30		[M-H]- 86.953	1													
M86T252_1	M85.969T252_1	85.9690222290858	85.9638422803769	85.9727367683287	252.286799112381	243.436842877318	260.995239239742	49	19	0	26		[M+Cl]- 51.0006	1													
M86T993	M85.9861T993	85.9861029032531	85.9858469169803	85.9862669208855	993.213182294917	986.697427134111	998.209442899529	67	24	1	42	[3][M+1]-		13													
M86T253_16	M85.9843T253_16	85.9842583698275	85.9787086087118	85.9883580761888	253.073145767968	242.877586284967	259.176540720097	52	20	0	30			1													
M86T511	M85.9998T511	85.9997514797518	85.9996280904243	85.9999351958539	511.272979820139	506.598738080688	515.460445664528	64	22	0	42			27													
M86T1215	M85.9997T1215	85.9997296388633	85.9995304671565	85.9999260240784	1214.89195896251	1211.09889792358	1223.10702625042	49	9	2	38			33													
M86T163	M85.9998T163	85.9997578639384	85.9996299187822	85.9999299319277	162.706225020343	151.189509700915	169.430413415466	52	18	0	34			46													
M86T255	M85.9998T255	85.9997748522314	85.9939985310399	86.003355293858	254.786678430291	240.585157351372	274.150764464528	69	22	0	33			1													
M86T252_2	M86.0129T252_2	86.0129493455164	86.0092342365699	86.0185706545623	252.49436626545	242.877586284967	261.429962238457	61	23	0	33		[M+Cl]- 51.0493	1													
M86T190	M86.0249T190	86.0249159940872	86.0248000087842	86.0251006136301	189.507170080576	186.088892200628	195.074202534243	66	24	0	42			626													
M86T538	M86.0249T538	86.024895768003	86.0246704707673	86.0250921355804	537.519662926328	532.032034004303	553.842323035393	63	21	2	38			14													
M86T612	M86.0329T612	86.0329412939021	86.0246801118607	86.033181046547	611.575265977074	592.396044545801	626.257819613516	56	18	1	36	[4][M+1]-		9													
M86T254_6	M86.0261T254_6	86.0260685402509	86.0236778259277	86.0333942358691	253.71755228605	241.286525755453	265.5783062496	56	17	0	34		[M+Cl]- 51.0493	1													
M86T491	M86.025T491	86.0249556051069	86.0248124330281	86.0330057190479	490.533175581768	478.905297845061	508.807293833643	52	19	2	30			3													
M86T1198	M86.029T1198	86.028977654875	86.0246667033947	86.0331603898495	1197.85738492279	1191.3025201637	1201.98281997667	16	12	3	1	[5][M+1]-		442													
M86T448	M86.0375T448	86.0375411592482	86.0374085098629	86.0377408066821	447.765221604711	437.596332411632	450.431376493505	46	22	1	23			8													
M86T253_17	M86.044T253_17	86.0440233202939	86.0389291257143	86.0486291946398	253.489166611051	242.96125880366	260.725549619224	53	16	0	34			1													
M86T254_7	M86.0593T254_7	86.0592840150574	86.053767035966	86.0636077995328	253.579890821338	242.828878551429	261.376821562059	48	18	0	30		[M-H]- 87.0732	1													
M86T253_18	M86.0731T253_18	86.0730796729934	86.0686984776247	86.077962168213	253.108276603268	244.111424489482	264.816217155552	45	14	0	30		[M-H]- 87.0732	1													
M86T253_19	M86.0886T253_19	86.0886025563707	86.0837185130435	86.0936081705603	252.861806886855	242.180962796589	263.022109849888	48	19	0	25		[M-H-C3H2O3]- 173.104	1													
M86T252_3	M86.1029T252_3	86.1029468428463	86.0986376013967	86.1083809087302	252.49436626545	240.900308950931	261.868564951875	43	17	0	25		[M-H-C3H2O3]- 173.104	1													
M86T253_20	M86.1135T253_20	86.11352937978	86.1086632112272	86.1186012550494	253.418632624336	244.094021147451	263.427921446764	47	14	0	32			1													
M86T252_4	M86.1335T252_4	86.1335047997727	86.1286607251432	86.138278900353	252.380746985246	242.947164620009	262.967180528956	50	20	0	28			1													
M86T253_21	M86.1486T253_21	86.1486066827575	86.1437443846485	86.153573832525	252.693004096159	244.650150425972	258.802244649304	44	19	0	25		[M-H]- 87.163	1													
M86T253_22	M86.1628T253_22	86.1628454246103	86.1586899880319	86.1686203066294	253.422244063873	243.436842877318	262.01521054358	51	20	0	30		[M-H]- 87.163	1													
M86T253_23	M86.1921T253_23	86.1920515712443	86.1887448137257	86.1984101838056	252.745918418556	243.565494958128	258.121253066114	49	19	0	30		[M+Cl]- 51.2275	1													
M86T253_24	M86.2028T253_24	86.2028292842608	86.1988329100065	86.2079039309951	252.524943160613	244.560818114431	264.353441771361	43	18	0	23		[M+Cl]- 51.2275	1													
M86T253_25	M86.2137T253_25	86.2137106533912	86.2091974422272	86.2182766010879	253.051466604588	242.588963830191	261.193525816369	51	17	0	31		[M-H]- 87.2277	1													
M86T253_26	M86.2272T253_26	86.227151280813	86.2237284095123	86.2328411280649	253.317964470293	244.560818114431	260.870337583823	52	15	0	34		[M-H]- 87.2277	1													
M86T252_5	M86.2434T252_5	86.2434188223521	86.2387565864224	86.2483764752144	252.286799112381	243.436842877318	259.832330080176	47	16	0	30			1													
M86T253_27	M86.2587T253_27	86.2586750415782	86.2541980229881	86.2636318237859	252.738894405333	244.650150425972	259.166580888262	46	17	0	28		[M-H]- 87.2687	1													
M86T253_28	M86.2884T253_28	86.2883529939	86.2837680858136	86.2933983068445	252.667134859184	242.312935532893	259.723816228241	48	17	0	29		[M-H]- 87.3035	1													
M86T253_29	M86.3041T253_29	86.3040718260734	86.2991119824892	86.308451066532	253.278641123499	242.96125880366	257.926839039437	44	13	0	31		[M-H]- 87.3035	1													
M86T252_6	M86.3233T252_6	86.3232849693468	86.3186971321353	86.3285501981689	252.245056077485	244.650150425972	261.089163846651	52	19	0	28		[M+Cl]- 51.3608	1													
M86T253_30	M86.3391T253_30	86.3391048456699	86.3336458685718	86.3434190625504	253.143487093032	243.553414303202	260.650992883911	48	21	0	26		[M+Cl]- 51.3608	1													
M86T253_31	M86.3532T253_31	86.3531912856036	86.3494702765976	86.3585687099135	253.051466604588	244.97034501885	258.771948533901	45	17	0	27			1													
M86T253_32	M86.3693T253_32	86.3692982342411	86.36363485529	86.3735272112634	253.132929356026	241.341137485963	262.03097909798	44	14	0	30		[M-H]- 87.3826	1													
M86T252_7	M86.38T252_7	86.3799871842275	86.3739466373466	86.383626679355	251.939776388728	243.695453828256	260.548062583225	40	18	0	21		[M-H]- 87.3826	1													
M86T253_33	M86.394T253_33	86.3940376854217	86.3888498703047	86.3983401131215	253.145140983457	242.947164620009	261.921681046737	47	17	0	28		[M-H]- 87.4049	1													
M86T254_8	M86.4041T254_8	86.4040540515633	86.3986386596536	86.4085806826441	253.603623828647	241.863378717123	258.869539024523	43	13	0	30		[M-H]- 87.4049	1													
M86T253_34	M86.4192T253_34	86.4192187683402	86.4136900883344	86.4233326412294	253.210207239	241.937081676835	259.796565081305	49	16	0	32		[M+Cl]- 51.4546	1													
M86T253_35	M86.4281T253_35	86.428082504011	86.424419803033	86.4333040685233	253.181631227898	243.523285377827	261.463454820594	50	18	0	27		[M+Cl]- 51.4546	1													
M86T252_8	M86.4428T252_8	86.4427510645794	86.4391214823189	86.4485555440289	252.168773968995	243.187180895625	263.427921446764	45	18	0	25		[M-H]- 87.4557	1													
M86T253_36	M86.4541T253_36	86.4540628550697	86.4489223944166	86.4585880734457	252.748874012387	243.436842877318	261.038791459171	48	17	0	30		[M-H]- 87.4557	1													
M86T253_37	M86.4725T253_37	86.4725332348868	86.468740724991	86.4783350619706	252.823756451204	244.494848599236	263.889674752057	50	18	0	30			1													
M86T253_38	M86.494T253_38	86.4940460110716	86.4890128029031	86.4983711369279	252.735551738165	241.215582453397	261.236722087558	50	19	0	29			1													
M87T519	M86.5169T519	86.5168686191798	86.5167431133674	86.5170610107992	518.821775468849	516.77869843585	521.899674138651	59	21	0	38		[M-H+Cl]2- 139.072 [M-2H]2- 175.048	29													
M87T254_1	M86.5141T254_1	86.5140661238501	86.5086468052022	86.518569270162	253.867326815798	242.877586284967	261.006251718784	47	16	0	31		[M-H]- 87.5286	1													
M87T253_1	M86.5287T253_1	86.5286659329949	86.5237568014113	86.5331718735052	252.524943160613	240.315517145539	260.368463491563	49	17	0	31		[M-H]- 87.5286	1													
M87T253_2	M86.5483T253_2	86.5483166227357	86.5436654080914	86.5535137662519	252.539054122846	243.030722704109	266.330342711052	54	14	0	34			1													
M87T253_3	M86.5641T253_3	86.5640740845825	86.5593924267093	86.5683706154717	252.612878203392	241.76040878973	260.617568054145	42	17	0	25		[M-H]- 87.5783	1													
M87T253_4	M86.5779T253_4	86.5778744324277	86.5736526786535	86.5834152190144	253.295352401541	244.560818114431	264.679434180243	54	20	0	33		[M-H]- 87.5783	1													
M87T253_5	M86.598T253_5	86.5979797394672	86.5937134733635	86.6034597464404	252.971592522678	243.436842877318	262.03097909798	52	16	0	34		[M-H]- 87.6135	1													
M87T253_6	M86.6145T253_6	86.6145248075369	86.6088161122477	86.6185639192954	252.826928437374	237.015406005237	260.136581372242	55	17	0	34		[M-H]- 87.6135	1													
M87T253_7	M86.6307T253_7	86.6307147588684	86.6238920623518	86.6333772451466	252.686672888053	243.827058002225	258.82036989669	45	14	0	30		[M-H]- 87.6445	1													
M87T253_8	M86.6437T253_8	86.6436738868366	86.638658959542	86.648601816047	252.95062698956	241.82498696412	258.062694902123	51	20	0	29		[M-H]- 87.6445	1													
M87T252_1	M86.6588T252_1	86.6588138349826	86.6541179547315	86.6633120835554	252.480227352168	242.47460246495	258.705458861224	46	19	0	27		[M-H]- 87.6712	1													
M87T252_2	M86.669T252_2	86.6689844505817	86.6639029228128	86.6732972977896	252.242883299883	243.436842877318	258.487375226658	50	19	0	31		[M-H]- 87.6712	1													
M87T252_3	M86.6846T252_3	86.6846045207631	86.6786852865939	86.688517410509	252.098087129791	239.130203807776	259.12836340593	54	20	0	33		[M-H]- 87.6988	1													
M87T253_9	M86.6985T253_9	86.6984674311524	86.6937269714582	86.7035474250623	253.053619092995	242.947164620009	261.740911684973	56	20	0	34		[M-H]- 87.6988	1													
M87T253_10	M86.7126T253_10	86.7126317417005	86.7086362082778	86.7184613783937	252.98552665885	240.647986776617	261.735669453342	55	16	0	36		[M-H]- 87.7258	1													
M87T253_11	M86.7245T253_11	86.7244830584734	86.7187620495754	86.728617705476	253.170485304109	243.472394800542	259.723816228241	43	17	0	25		[M-H]- 87.7258	1													
M87T253_12	M86.7385T253_12	86.7384842315742	86.7336949930273	86.7436315421817	253.051466604588	243.553414303202	257.121139244475	45	17	0	26			1													
M87T253_13	M86.7596T253_13	86.759578103101	86.7537453628963	86.7635009888094	253.052372863727	240.822746326984	259.468757546119	50	18	0	32			1													
M87T253_14	M86.7796T253_14	86.7796019910015	86.7736846592169	86.7836063740109	252.731390141335	239.717843979146	260.500542134926	51	19	0	31			1													
