variableMetadata	namecustom	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	QC	Blanc	Bio	isotopes	adduct	pcgroup	spi_formula	spi_monoisotopic	spi_name	inchi	inchikey	pubchem	chebi	hmdb	kegg	spi_KEGGpathwaysfamily	spi_KEGGpathways	spi_subpathways	spi_annot
M129T556_29	M129.1936T556_29	129.193566162642	129.189142077012	129.198124937625	555.80337761159	555.064778109914	556.781556942547	43	13	0	30			4													
M129T556_30	M129.2235T556_30	129.223480185114	129.219298313357	129.228620234923	555.797643309031	555.033801683664	556.8848947248	46	16	0	30			4													
M129T556_31	M129.2587T556_31	129.258686535589	129.253902141576	129.263508980831	555.940544008902	555.307469395551	556.980742378513	48	17	0	31		[M+Cl]- 94.2866	4													
M129T556_32	M129.3841T556_32	129.384098848724	129.378725771779	129.388467084009	555.885095618232	554.979564709947	556.8848947248	43	12	0	31		[M+Cl]- 94.4115	4													
M129T556_33	M129.4584T556_33	129.458375891443	129.454111882046	129.463557397268	555.876633796402	555.261664431083	556.94395146521	39	9	0	30			4													
M130T556_1	M129.5031T556_1	129.503126349491	129.498771667244	129.508132751968	555.791084258438	554.903280107406	556.974968221112	42	10	0	32			4													
M130T556_2	M129.5171T556_2	129.517100731843	129.513686851013	129.523520288257	555.898863211789	555.27121073413	556.903711041486	45	14	0	31			4													
M130T556_3	M129.5393T556_3	129.539341963521	129.534030068834	129.543508680138	555.828096608007	555.415884173672	557.385997355479	44	17	0	27		[M-2H]2- 261.097	4													
M130T556_4	M129.5583T556_4	129.558349924725	129.553702334424	129.563419009298	555.805126642767	554.919437336837	556.947334326772	43	13	0	30	[64][M+1]2-		4													
M130T556_5	M129.7235T556_5	129.723525161477	129.719223451271	129.727947248883	555.924958946407	554.793397778453	556.793314534594	39	8	0	31		[M+Cl]- 94.7616	4													
M130T556_6	M129.7388T556_6	129.738793880921	129.733786089171	129.743590781702	555.828096608007	555.154161870816	557.385997355479	47	13	0	34		[M+Cl]- 94.7616	4													
M130T556_7	M129.8041T556_7	129.804104643602	129.79883003122	129.808224979974	555.804252127179	554.739772637595	557.027965827276	42	12	0	30		[M+Cl]- 94.8314	4													
M130T556_8	M129.8585T556_8	129.858462726121	129.853655639049	129.863487933168	555.82986092526	555.163214247513	557.101026185208	47	16	0	31		[M-2H+K]- 92.9094	4													
M130T556_9	M129.8752T556_9	129.87523084423	129.869104534348	129.878499376552	555.976317495059	555.244707132595	556.634579377061	39	9	0	30			4													
M130T556_10	M129.9084T556_10	129.908418500778	129.904477035073	129.912330734318	555.97374110145	554.979564709947	556.8848947248	42	11	0	31		[M+Cl]- 94.9342	4													
M130T994	M129.9759T994	129.975928174612	129.975754874796	129.976189823963	993.737268860385	988.898477838241	1006.70999234249	67	24	0	42	[60][M+1]-		13													
M130T556_11	M129.9734T556_11	129.973366224687	129.968658286935	129.977894411326	555.998335774438	554.759525198868	556.73852488664	44	13	0	31			4													
M130T649	M130.0003T649	130.000255190032	130.00006394244	130.000502206083	648.677957273371	637.855723543525	651.867020336132	65	23	0	42	[65][M]2-	[M-H+Cl]2- 226.038 [M-2H]2- 262.015	65													
M130T555	M130.0143T555	130.014338139353	130.008674806756	130.017834250526	555.455209665842	537.454013415422	556.980742378513	50	18	0	31		[M-2H+K]- 93.0551	4													
M130T611	M130.0228T611	130.022816555906	130.014439381544	130.02306774212	611.435369621823	594.362097450063	612.44882881089	68	24	2	42	[61][M+1]-		9													
M130T149	M130.0184T149	130.018442828019	130.018228170781	130.018736883905	148.611205846536	147.323252705558	149.780623475516	66	24	0	42			15													
M130T193	M130.0228T193	130.022813236204	130.022613057319	130.023122230594	192.699609551658	190.420927719771	195.676441193825	59	22	0	36	[62][M+1]-		46													
M130T556_12	M130.0347T556_12	130.034745426756	130.028876529094	130.038415466459	556.041262505043	555.153436370499	556.957502833995	45	15	0	30			4													
M130T288_1	M130.0396T288_1	130.039619503667	130.039422840552	130.039880356748	288.023591755885	281.63372430394	290.493711278048	66	24	0	42	[59][M+2]-		12													
M130T486	M130.0511T486	130.051110999839	130.05091429072	130.051383399733	486.248444181151	482.311707699698	488.663330092783	59	20	0	39			3													
M130T205	M130.0512T205	130.051202427743	130.050987128664	130.051467409689	205.404900735349	185.699966953262	216.227120458379	71	24	0	42		[2M-H+Cl]2- 113.064 [M-H]- 131.055	39	C5H9NO3	131.0582	N-Acetyl-L-alanine;N-Acetylalanine	InChI=1S/C5H9NO3/c1-3(5(8)9)6-4(2)7/h3H,1-2H3,(H,6,7)(H,8,9)/t3-/m0/s1	KTHDTJVBEPMMGL-VKHMYHEASA-N	CID88064	CHEBI:40992	HMDB00766		Amino acid metabolism	Alanine, Aspartate and Glutamate	Alanine	574_N-Acetyl-L-alanine_M-H_Mono_130.051_223.15_TRUE
M130T556_13	M130.0511T556_13	130.05109491247	130.04962930771	130.057304338373	555.680396579111	554.516217696576	557.026670505636	57	19	0	38		[M-H]- 131.065	4													
M130T97	M130.0592T97	130.059219946266	130.059031546759	130.062058876721	96.9637600696808	95.8739005190745	99.3229489300905	67	24	1	42	[63][M+1]-		25													
M130T477	M130.0623T477	130.062346043034	130.06214581597	130.062619282168	477.24246168844	475.845029865444	482.140037421777	66	24	0	42		[M-H+Cl]2- 226.163	3	C4H9N3O2@C4H9N3O2	131.0695@131.0695	Creatine@Creatine	InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)@InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)	CVSVTCORWBXHQV-UHFFFAOYSA-N@CVSVTCORWBXHQV-UHFFFAOYSA-N	CID586@CID586	CHEBI:16919@CHEBI:16919	HMDB00064@HMDB00064	C00300@C00300	Amino acid metabolism/Amino acid metabolism	Glycine, Serine and Threonine/Aginine and Proline metabolism	Glycine/Arginine	694_Creatine_M-H_Mono_130.0622_467.55_TRUE/694_Creatine_M-H_Mono_130.0622_467.55_TRUE
M130T556_14	M130.0656T556_14	130.065557065245	130.063753613438	130.071505108843	555.924958946407	555.099525023613	557.101026185208	53	17	0	36		[M-H]- 131.065	4													
M130T556_15	M130.0804T556_15	130.080380373298	130.073945174149	130.083480861128	555.967318264625	555.099525023613	556.957502833995	46	12	0	34		[M+Cl]- 95.1139	4													
M130T217	M130.0876T217	130.087550024496	130.087338002036	130.08782523159	217.481233544791	215.58096002334	222.488837482515	65	23	0	42	[66][M]-	[M-H]- 131.095	17													
M130T243	M130.0874T243	130.087384126615	130.08717043408	130.08763787933	243.48952583239	232.881824376331	245.906038137702	50	20	0	30	[67][M]-	[M-H-COCH2]- 173.104	1													
M130T556_16	M130.1231T556_16	130.123135793855	130.1192915749	130.126800783107	556.016051892241	555.133546708753	556.8848947248	39	8	0	31		[M-2H+K]- 93.1813	4													
M130T556_17	M130.1447T556_17	130.144707320447	130.139046804826	130.1481488214	555.810210280998	555.033801683664	556.8848947248	44	14	0	30			4													
M130T288_2	M130.1725T288_2	130.172485372267	130.172298955862	130.17280709309	288.450103709883	283.865566442825	292.096079339945	53	13	0	39			12													
M130T556_18	M130.1678T556_18	130.167793263544	130.163724733992	130.173066513875	555.82986092526	555.09419889764	557.101026185208	41	11	0	30		[M-2H+K]- 93.2128	4													
M130T556_19	M130.314T556_19	130.313989223676	130.308841068649	130.318549009571	555.900293845853	555.268351562385	556.980742378513	41	11	0	30			4													
M130T556_20	M130.3335T556_20	130.333526569256	130.328763935035	130.338505159866	556.017281005186	555.34563223477	556.957502833995	44	13	0	31		[M-H]- 131.343	4													
M130T556_21	M130.3537T556_21	130.353658332783	130.348648072581	130.357425261761	555.835637466921	555.09419889764	556.916406854969	44	17	0	27			4													
M130T556_22	M130.3885T556_22	130.38853837236	130.384123647733	130.393443615666	555.979143247381	555.390487408964	557.101026185208	42	12	0	30		[M-2H+K]- 93.436 [M-H]- 131.395	4													
M130T556_23	M130.42T556_23	130.42000178031	130.414009249025	130.42332002105	555.835637466921	554.739772637595	556.903711041486	42	12	0	30			4													
M130T556_24	M130.4442T556_24	130.444201824254	130.439065149019	130.44844901847	555.754478304261	555.033801683664	556.974968221112	42	12	0	30		[M-2H+K]- 93.5049	4													
M130T556_25	M130.4894T556_25	130.489364161937	130.483961223669	130.493470876704	555.888463821128	555.153717060214	557.739226560444	42	12	0	30		[M-2H+K]- 93.5419	4													
M131T649	M130.5019T649	130.50190682749	130.501732741494	130.502186277761	648.985895609498	639.977322661322	652.223327958409	46	14	0	32	[65][M+1]2-		790													
M131T556_1	M130.5735T556_1	130.573500615712	130.568666188625	130.578315651737	555.981968999702	554.879675214866	556.657350732619	45	17	0	28		[M-2H+K]- 93.6183	4													
M131T556_2	M130.5892T556_2	130.589235772804	130.584246855642	130.593366737612	555.953463973054	555.268351562385	557.28386269812	44	17	0	27		[M-2H+K]- 93.641	4													
M131T556_3	M130.635T556_3	130.635047019575	130.629009457867	130.638615148847	555.960706021151	554.990356832199	557.156311438878	44	13	0	31		[M-2H+K]- 93.6891	4													
M131T497_1	M130.6716T497_1	130.671558186074	130.667338768494	130.672631914592	497.035283993024	495.73772926924	498.501999903285	46	14	2	30			3													
M131T556_4	M130.6782T556_4	130.678196738409	130.67367863227	130.683329385254	555.828096608007	555.099525023613	557.062600404368	46	13	0	33		[M+Cl]- 95.7038	4													
M131T556_5	M130.8073T556_5	130.807262155074	130.806921910609	130.80759794289	555.761643621738	555.154161870816	556.521714499322	63	21	0	42		[M+Cl]- 95.8453	4													
M131T556_6	M130.8221T556_6	130.822081077365	130.818762267943	130.828351481007	555.755938710984	554.533093411157	556.667389938147	46	19	0	27		[M+Cl]- 95.8453	4													
M131T556_7	M130.8442T556_7	130.844192207427	130.838851354523	130.848000477422	555.911995658762	555.325166488229	556.636593059961	46	15	0	31			4													
M131T556_8	M130.8632T556_8	130.863237293075	130.858819847677	130.868214979603	555.885095618232	555.154161870816	557.149685374022	45	15	0	30			4													
M131T556_9	M130.8743T556_9	130.874266860947	130.868895079642	130.878017490589	555.805126642767	554.919437336837	556.8848947248	41	18	0	23		[M+Cl]- 95.9098 [M-H]- 131.887	4													
M131T556_10	M130.8842T556_10	130.884206384349	130.87890793851	130.888516039072	555.885095618232	555.483065479159	556.856978624495	47	19	0	28		[M+Cl]- 95.9098 [M-H]- 131.887	4													
M131T403	M130.8893T403	130.889279664364	130.88907505606	130.889550772698	403.080003932455	401.123685471374	406.317915620075	49	17	0	32			162													
M131T556_11	M130.8993T556_11	130.899305848357	130.894036632214	130.903339146296	555.810210280998	555.168733408701	556.830837839501	42	17	0	25			4													
M131T556_12	M130.9135T556_12	130.913504661296	130.909027364182	130.918421840834	555.924800575477	555.133546708753	556.729841259877	46	16	0	30		[M-2H+K]- 93.9648	4													
M131T556_13	M130.9288T556_13	130.928844749105	130.924223102449	130.933613591169	555.675044819823	554.597156961223	556.947334326772	48	19	0	29			4													
M131T556_14	M130.9444T556_14	130.944365607056	130.939342498604	130.94854502749	555.764197489042	554.960802583556	557.101026185208	50	20	0	30			4													
M131T393	M130.9574T393	130.957433832968	130.957120021291	130.957726551792	392.657599597028	388.18288332357	395.69194289765	67	24	2	41		[M-H-C4H8]- 188.036	6													
M131T556_15	M130.9577T556_15	130.957703606489	130.954043077849	130.963548754999	555.953463973054	555.323687592539	569.994867868205	52	21	0	31		[3M-H]- 43.9929	4													
M131T556_16	M130.9731T556_16	130.973127016257	130.969317921673	130.978622615563	555.900293845853	554.960802583556	556.8848947248	49	22	0	27		[3M-H]- 43.9929	4													
M131T556_17	M130.9841T556_17	130.984141867667	130.978636933974	130.988560041884	555.95061180932	554.960802583556	556.722762707833	46	16	0	30		[3M-H]- 43.9929	4													
M131T611	M130.9987T611	130.998715225037	130.998564118159	130.998984630555	610.601826117496	609.786536688957	612.738371433273	63	21	0	42		[M+Cl]- 96.0339 [M-H-CH3]- 147.03	9													
M131T556_18	M130.998T556_18	130.997980992946	130.995727721945	131.002709188508	555.82986092526	554.248717702793	557.014038419719	59	20	0	38		[3M-H]- 43.9929	4													
M131T270	M131.0099T270	131.009865629001	131.009631979654	131.010169351101	270.16969179538	259.510846868556	274.009809818922	68	24	2	42			12													
M131T1014	M131.0127T1014	131.012700908481	131.012519124943	131.012957983109	1014.14531494276	1008.3796862406	1015.66737942858	50	19	0	31			55													
M131T556_19	M131.0133T556_19	131.013310792849	131.009693271032	131.018607841999	555.778790905286	553.635141194797	560.799578805957	61	21	1	39		[M-2H+K]- 94.0674	4													
M131T612	M131.0239T612	131.02387805631	131.023638730048	131.024137782592	611.962323970982	610.952258868315	613.13435318705	48	17	0	31	[61][M+2]-		180													
M131T497_2	M131.0352T497_2	131.035169805262	131.034720420882	131.035470705183	496.978381995387	495.275197315048	498.501999903285	68	24	2	42	[68][M]-	[M-H]- 132.045	3													
M131T465	M131.0351T465	131.035124675379	131.034904211941	131.035386336517	465.456414765123	462.992121982557	468.075865578626	60	22	0	38		[M-H]- 132.045	3													
M131T299	M131.0351T299	131.035085651138	131.03481371737	131.035370736827	299.328884036859	289.696330615014	301.063638656991	58	23	1	34	[59][M+3]-		12													
M131T919	M131.0352T919	131.035153792745	131.034961916969	131.035420180089	919.466370558834	893.221351189821	936.16795653902	48	18	1	25		[M-H]- 132.044	20													
M131T392	M131.0464T392	131.046362348097	131.046176705752	131.046649744124	391.815463066755	390.194245515845	393.607245245699	65	23	0	42		[M-H-COCH2]- 174.063	6													
M131T477_1	M131.0463T477_1	131.046326767303	131.04611485659	131.046600116015	476.979572331833	465.698792626611	478.133142623189	66	24	0	42		[M-H]- 132.045	3													
M131T428	M131.0464T428	131.046360289295	131.046146889093	131.046635620975	428.437407404481	414.041877097715	430.466922809296	40	19	0	21		[M-H-CH3]- 147.087	47													
M131T209	M131.0544T209	131.054443944281	131.054172892387	131.054718092774	209.220280634518	204.025926972217	214.925994023541	68	24	2	42		[M-H-CO2]- 176.054 [M-H-C4H8]- 188.127	17													
M131T556_20	M131.0529T556_20	131.052910650312	131.048792963916	131.058238290407	555.963531773472	555.168733408701	557.062600404368	48	17	0	31		[M-H+HCOOH]- 86.0565	4													
M131T97	M131.0602T97	131.060176040653	131.059991255928	131.060433256078	97.2276347618097	95.7391297000526	99.6485848789714	59	24	0	35			5													
M131T477_2	M131.0657T477_2	131.065668979146	131.065457503712	131.06596933015	477.418634715463	476.121706886093	482.140037421777	65	24	0	41			3													
M131T112	M131.0715T112	131.071534735672	131.071205613278	131.071804338368	112.477765079584	94.3577417047484	123.208335278272	71	24	2	42	[69][M]-		42													
M131T556_21	M131.0695T556_21	131.069519242915	131.063867853773	131.072372754851	555.822657891884	553.918551478064	556.94395146521	46	17	0	29		[M-H]- 132.076	4													
M131T570	M131.0829T570	131.082855617824	131.075771322267	131.083145888947	569.671752476698	555.529990053865	574.865521862008	69	24	1	42	[70][M]-	[M-H-C2H4]- 160.121	18													
M131T624	M131.0828T624	131.08276654922	131.082588223508	131.083011746008	624.164741349876	623.239242741479	627.107922060222	62	21	0	41		[M-H-COCH2]- 174.111	26													
M131T492	M131.0824T492	131.082432958949	131.082211284546	131.082706151731	492.421060196719	490.557248209578	496.083122099352	50	18	0	32			3													
M131T217	M131.0909T217	131.090860399545	131.090677401459	131.091129411169	217.187200948817	215.035596596848	220.882204971861	66	24	0	42	[66][M+1]-		17													
M131T244	M131.0907T244	131.090699675888	131.090497915012	131.090972167733	243.59096518834	240.619542193466	247.091844829717	51	18	0	33	[67][M+1]-		1													
M131T556_22	M131.0975T556_22	131.09752409178	131.094047568763	131.103426827865	555.705108028847	555.033801683664	556.657350732619	46	17	0	29			4													
M131T556_23	M131.1388T556_23	131.138769066823	131.133672563764	131.143493762885	555.778243667655	555.093218455405	556.957502833995	41	19	0	22		[M-2H+K]- 94.1932	4													
M131T556_24	M131.2297T556_24	131.229694287574	131.224167068567	131.233536891016	555.904506603711	554.979564709947	556.8848947248	37	17	0	20		[M-2H+K]- 94.2866	4													
M131T556_25	M131.2586T556_25	131.258620156308	131.254225308007	131.263267359507	555.817042950407	554.979564709947	556.903711041486	43	21	0	22			4													
M131T556_26	M131.3341T556_26	131.334128860652	131.329018870833	131.33842964641	555.81311714546	555.168733408701	556.793314534594	43	13	0	30			4													
M131T556_27	M131.3537T556_27	131.353730491903	131.348770213758	131.358494213488	555.755938710984	554.739772637595	556.903711041486	44	18	0	26		[M-2H+K]- 94.4115	4													
M131T556_28	M131.393T556_28	131.392950284616	131.388807013081	131.398265670644	555.785621175131	554.853808868231	556.957502833995	46	17	0	29			4													
M131T556_29	M131.4149T556_29	131.414916101356	131.409035349048	131.418534216777	555.828096608007	555.09419889764	556.8848947248	39	17	0	22			4													
M131T556_30	M131.4343T556_30	131.434267901079	131.428823939888	131.438578358862	555.661100301053	555.048118283578	556.980742378513	43	20	0	23		[M+Cl]- 96.4715	4													
M131T556_31	M131.4485T556_31	131.448496395727	131.444079031622	131.453632512073	555.778243667655	554.919437336837	556.636593059961	41	17	0	24		[M+Cl]- 96.4715	4													
M131T556_32	M131.4687T556_32	131.468674075803	131.463734217482	131.473454355791	555.764197489042	555.09419889764	556.73852488664	36	17	0	19		[M+Cl]- 96.4967	4													
M132T556_1	M131.5135T556_1	131.513548159254	131.50878818042	131.51837900801	555.778517286471	555.09419889764	556.793314534594	38	17	0	21		[M+Cl]- 96.5525 [M-H]- 132.529	4													
M132T556_2	M131.5303T556_2	131.53030694939	131.52388348081	131.533403068012	555.805126642767	555.144243083557	556.753993042353	47	18	0	29		[M+Cl]- 96.5525 [M-H]- 132.529	4													
M132T556_3	M131.5529T556_3	131.552875386462	131.54870586075	131.558585472391	555.761643621738	554.979564709947	556.903711041486	41	18	0	23			4													
M132T556_4	M131.589T556_4	131.588959349364	131.583897220902	131.593423586858	555.778243667655	555.09419889764	556.793314534594	45	18	0	27		[M+Cl]- 96.6249 [M-H]- 132.602	4													
M132T556_5	M131.5997T556_5	131.599707506968	131.594059624218	131.603584753851	555.791958774027	555.325166488229	557.886200178985	38	17	0	21		[M+Cl]- 96.6249 [M-H]- 132.602	4													
M132T556_6	M131.6435T556_6	131.643485820653	131.638676806081	131.64862838597	555.805126642767	555.09419889764	556.573965950326	43	19	0	24			4													
M132T556_7	M131.6795T556_7	131.679472208777	131.673968251469	131.683485206524	555.785621175131	554.739772637595	556.876016767865	44	14	0	30		[M-H]- 132.694	4													
M132T556_8	M131.6935T556_8	131.693512373039	131.688787493101	131.698338903754	555.945094547242	554.095563600247	556.657350732619	45	18	0	27		[M-H]- 132.694	4													
M132T556_9	M131.7138T556_9	131.71378213741	131.708693462298	131.718508745514	555.644672919217	555.033801683664	556.793314534594	39	18	0	21		[M-2H+K]- 94.7616	4													
M132T556_10	M131.7343T556_10	131.734302909551	131.728750195497	131.738349024985	555.778243667655	555.168733408701	556.903711041486	33	18	0	15		[M+Cl]- 96.7693 [M-H]- 132.746	4													
M132T556_11	M131.743T556_11	131.743047924761	131.739130041206	131.748313288012	555.899663108485	555.09419889764	556.625036916278	42	12	0	30		[M+Cl]- 96.7693 [M-H]- 132.746	4													
M132T556_12	M131.7734T556_12	131.773400339016	131.768636492574	131.778441519341	555.805126642767	555.261664431083	556.8848947248	47	19	0	28		[M-2H+K]- 94.8314 [M+Cl]- 96.804	4													
M132T556_13	M131.7984T556_13	131.798396788893	131.793777627924	131.803250455584	555.763879664617	555.033801683664	557.082856343456	42	18	0	24		[M+Cl]- 96.8355	4													
M132T556_14	M131.8136T556_14	131.813564353	131.808966955264	131.818395024932	555.822569779207	554.990356832199	556.793314534594	42	17	0	25		[M+Cl]- 96.8355	4													
M132T556_15	M131.8732T556_15	131.873240940479	131.869150004169	131.878472953975	555.858811874586	554.595890458569	556.857438678624	42	18	0	24		[M-2H+K]- 94.9342	4													
M132T556_16	M131.9095T556_16	131.909507594571	131.904683450561	131.913621417126	555.817042950407	555.033801683664	556.957502833995	41	18	0	23		[M+Cl]- 96.9418	4													
M132T556_17	M131.9387T556_17	131.938688349238	131.933979107167	131.943277538525	555.86835262101	554.979564709947	556.903711041486	44	18	0	26		[M+Cl]- 96.9722	4													
M132T556_18	M131.9481T556_18	131.948143776717	131.944065838597	131.953593600355	555.702790151324	554.595890458569	556.830837839501	35	17	0	18		[M+Cl]- 96.9722	4													
M132T556_19	M131.9642T556_19	131.964214573469	131.958670577038	131.968619896665	555.828096608007	555.27121073413	556.793314534594	43	17	0	26		[M-H-C6H10O4]- 279.029	4													
M132T423	M131.999T423	131.999024346691	131.99879144444	131.999307020584	423.012993888125	421.307082377318	424.989011739548	59	18	0	41			75													
M132T556_20	M132.0031T556_20	132.003111786647	131.998856293642	132.00821372262	555.81311714546	555.145124450914	556.636726002074	45	18	0	27			4													
M132T182	M132.0127T182	132.012653826232	132.012455680993	132.012917464658	181.991050575388	180.204891569567	183.865109120127	65	23	0	42			19													
M132T388	M132.0304T388	132.030398438456	132.030058734059	132.030680402512	388.239563742218	375.126618928834	392.650130527458	70	24	2	42	[71][M]-	[M-H]- 133.036	6													
M132T528	M132.0304T528	132.030447169472	132.030195295826	132.03818406851	528.429903173746	521.543780753241	529.052665131186	65	24	3	38		[M-H-CH2]- 147.053	16													
M132T497	M132.0385T497	132.038492898119	132.038021289338	132.038798970805	497.000144417857	495.275197315048	498.501999903285	68	24	2	42	[68][M+1]-		3													
M132T477	M132.0497T477	132.049712948798	132.049499130614	132.050010012643	477.023682963319	465.124799763659	478.61661056159	66	24	0	42			3													
M132T556_21	M132.0473T556_21	132.047299861986	132.043682281864	132.053327919966	555.863254813407	554.979564709947	556.903711041486	44	17	0	27			4													
M132T441	M132.0668T441	132.06677408862	132.066575848747	132.067074677955	440.642119856343	418.468997933584	443.176372337333	63	24	1	38			8													
M132T395	M132.0668T395	132.066768842555	132.066595876623	132.067052560128	395.315719926278	391.296903204468	403.127732258988	51	14	0	37		[M-H-C6H10O4]- 279.127	6													
M132T556_22	M132.0684T556_22	132.068369621422	132.064103673628	132.073621288008	555.857478271746	555.133546708753	557.299013995626	46	19	0	27		[M-2H+K]- 95.1139	4													
M132T111	M132.0749T111	132.074883477039	132.07467259929	132.075168965835	111.490022639117	104.929508299726	124.932871508425	69	23	0	42	[69][M+1]-		42													
M132T569	M132.0862T569	132.086182313828	132.0836696841	132.092702797722	569.417369223038	555.543895476479	571.339516179372	71	24	0	42	[70][M+1]-		18													
M132T217_1	M132.0917T217_1	132.091670553603	132.091482714596	132.094334917355	217.270028286622	215.304958060986	236.808908461778	68	23	0	42	[66][M+2]-		17													
M132T556_23	M132.1034T556_23	132.103388745778	132.098681869461	132.107927872395	555.778243667655	555.010650255446	556.916406854969	51	23	0	28		[M-H]- 133.117	4													
M132T556_24	M132.119T556_24	132.118984708122	132.11403312184	132.123217186985	555.828096608007	555.09419889764	557.293849807657	47	19	0	28		[M-H]- 133.117	4													
M132T556_25	M132.1877T556_25	132.187665284834	132.183737806141	132.193605947408	555.828096608007	555.008116754569	556.8848947248	45	18	0	27		[M-H]- 133.203	4													
M132T556_26	M132.2039T556_26	132.203922251342	132.199093315104	132.208076190954	555.778243667655	554.883403430496	556.8848947248	39	17	0	22		[M-H]- 133.203	4													
M132T556_27	M132.2637T556_27	132.26372394684	132.25895006111	132.268255791592	555.705108028847	555.133546708753	556.974968221112	40	17	0	23			4													
M132T217_2	M132.2764T217_2	132.276405791361	132.2761443427	132.276730283918	217.30689657	214.945166906377	220.126560571133	48	15	0	33			17													
M132T556_28	M132.2977T556_28	132.297696782589	132.293717621039	132.303578011667	555.81311714546	555.153436370499	556.329930661887	35	17	0	18		[M+Cl]- 97.327	4													
M133T556_1	M132.6425T556_1	132.642528234952	132.635138761632	132.64357278131	555.892063994675	555.008116754569	557.014038419719	60	19	0	41		[M-2H+K]- 95.7038	4													
M133T390	M132.868T390	132.868022857917	132.867726418994	132.868301768927	390.345025650887	387.871496081052	394.554209433169	67	24	2	41		[M-H-H20]- 151.896	6													
M133T393	M132.9545T393	132.954494097454	132.954297505565	132.954810134887	392.514322560405	387.561269132505	394.353377119417	66	24	1	41		[M+Cl]- 97.9795	6													
M133T556_2	M133.0144T556_2	133.01437953715	133.014125123621	133.014636650124	555.747312986783	555.432269393345	558.022954796185	69	24	3	42	[72][M]-	[M-H]- 134.021	4													
M133T187	M133.0144T187	133.014441209713	133.014115040065	133.014738319329	186.536022211362	173.918787002895	188.287980580414	65	22	1	42		[M+Cl]- 98.0466	19													
M133T627	M133.0144T627	133.014433943708	133.014114148454	133.014704665879	626.674060066796	610.657626776442	651.383740745312	76	24	2	41			358													
M133T931	M133.0145T931	133.014470657197	133.014249827212	133.014720392773	931.016836702964	913.668605372644	951.535052437613	64	22	1	26			309													
M133T757	M133.0145T757	133.014461617064	133.014133375976	133.014697379197	757.399791491668	742.151520761437	771.733790782457	44	17	1	25			596													
M133T528	M133.0275T528	133.02746701758	133.027134852586	133.027766149278	528.468617579422	527.762381421472	541.437430387483	69	24	3	42	[73][M]-	[M-H]- 134.037	16													
M133T387	M133.0337T387	133.033746632895	133.033556762886	133.03404489256	387.105434476401	372.897272113626	394.882712641216	73	24	0	41	[71][M+1]-		6													
M133T497_1	M133.0393T497_1	133.039292900727	133.038811185879	133.039594360923	497.006804096595	495.275197315048	498.501999903285	68	24	2	42		[M+Cl]- 98.0771	3													
M133T214	M133.0508T214	133.050775090879	133.050572810685	133.05103622198	214.411413846808	206.056061326407	227.899889531735	67	24	0	42			17													
M133T478	M133.0507T478	133.050748553439	133.050562501254	133.050909462456	478.292761378264	469.741254341668	488.879445071225	40	10	0	30		[M+Cl]- 98.0771	3													
M133T134	M133.0872T134	133.087216246389	133.086954021	133.087492954469	133.698761447814	132.226221548095	135.737059033525	55	16	0	39			34													
M133T1209	M133.0872T1209	133.087210559445	133.086915207438	133.087506768663	1209.49454771711	1205.22472566336	1222.63698548082	52	17	2	33			33													
M133T497_2	M133.248T497_2	133.248044631195	133.247700011279	133.248413814523	497.04775438972	495.275197315048	498.925822696999	64	21	2	41		[M-H]- 134.259	3													
M133T556_3	M133.3878T556_3	133.387805661422	133.383422622976	133.388615939439	555.945236074803	555.008116754569	557.086609824556	64	23	0	41		[M+Cl]- 98.4259 [M-H]- 134.403	4													
M133T556_4	M133.4028T556_4	133.402750056117	133.398740360221	133.408064182045	555.960821137298	554.595890458569	556.636726002074	38	18	0	20		[M+Cl]- 98.4259 [M-H]- 134.403	4													
M133T556_5	M133.4183T556_5	133.41830720998	133.413696211374	133.423597664492	555.924958946407	555.133546708753	556.957502833995	37	17	0	20		[M-2H+K]- 96.4715	4													
M133T556_6	M133.4401T556_6	133.440053867532	133.433655591954	133.443088059344	555.828096608007	554.595890458569	556.495190781074	27	17	0	10		[M-2H+K]- 96.4967	4													
M133T334	M133.4926T334	133.492624896417	133.492416676546	133.492985449032	333.516544433711	331.713001293177	336.334055108769	38	17	0	21			21													
M134T556_1	M133.6185T556_1	133.618533281528	133.613845139932	133.623096174258	555.841414008582	555.099525023613	556.573965950326	35	18	0	17		[M+Cl]- 98.6564 [M-H]- 134.633	4													
M134T556_2	M133.633T556_2	133.633004833826	133.629272978625	133.638332888609	555.817042950407	554.979564709947	556.691460895765	33	17	0	16		[M+Cl]- 98.6564 [M-H]- 134.633	4													
M134T556_3	M133.6996T556_3	133.699578091267	133.693752088106	133.703596890971	555.772453306391	555.008116754569	556.657350732619	40	19	0	21		[M-H]- 134.709	4													
M134T556_4	M133.7526T556_4	133.752630678718	133.748766103284	133.758079994016	555.956129071398	555.019766908236	556.729841259877	39	18	0	21		[M-2H+K]- 96.804	4													
M134T556_5	M133.7796T556_5	133.779648759718	133.774266119766	133.783523140513	555.661100301053	555.099525023613	556.793314534594	40	18	0	22		[M-2H+K]- 96.8355	4													
