dataMatrix	W616f	W617f	W620f	W621f	W622f	W623f	W625m	W627m	W628m	W629m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L848m	L849m	L854f	L859m	L862f
M239.0025T147	-0.145008647845138	0.332143790440443	0.0481980643261497	-0.0466372972671979	0.083508581034063	0.0067129394780347	13.7196690988458	13.5911750793574	0.276144160853067	0.0294704428900484	-0.125136542790397	0.0261972039078137	-0.116667976578892	-0.0306779438189947	12.749476271398	14.6527844455165	14.3093897031643	12.6035197189267	12.0802947306817	10.2988614156738	13.3388325438739	14.1733164187724	14.60934580023	11.83542228832	12.2248654590932	15.0090400615639	12.3241968856416	14.3164699518865
M248.0239T639	15.2929194916144	15.2775764995005	15.3133052941444	15.0787576775152	15.0157733243184	14.9647538034868	15.1220625875318	14.6638618829491	15.2162427273931	15.2373852662348	15.4284772763802	15.3957449836949	15.283367406234	14.9670299539096	15.2585570061341	15.845482150455	15.5006545552293	15.8854287287445	15.4867555205917	15.7163472013657	15.8721692503602	15.6599224529929	16.2842626706503	15.5224671794373	16.1507158171611	15.9477641014358	16.1576306804411	16.4614816361207
M87.0089T180	24.0171599310725	24.0742795042648	23.8949957067714	24.2686996960875	24.1951087916662	24.0491266669834	24.1229588145031	23.9852132819124	24.2989722644977	24.5957371080426	24.2540670307229	24.8119534140746	24.0522640019425	23.7499629947449	24.5292093773163	24.7051088332452	24.6041917605611	24.7015110104542	24.8515927358028	24.9253614386828	24.7330233162258	24.7307348966251	24.4817976246247	24.655556948135	24.8814543067305	24.5885276596594	24.9078234987802	24.8156010279437
M95.0252T136	14.3987791297466	14.9828368630303	14.650249413498	14.4025867910694	14.6760536703451	14.0708648571696	14.6742745274645	14.2717247097856	14.4757052495211	14.3839740769286	14.3853495561322	14.1809406734848	15.4361783386757	14.0839853640291	14.8316941850167	15.3483817609647	15.6299549250625	15.0723524048996	14.9795676148188	15.1210340131045	15.1320298447265	15.5534804605571	15.3763892883026	14.8611511828605	14.8523810131442	15.3197598608411	14.9129877389804	15.6180733095178
M285.9725T352	14.6274726495709	14.2650512454418	15.6465023545927	15.3673746984161	15.2931753726822	15.41671633302	14.7123749299769	14.8030292908645	14.9158646017701	14.95528705681	13.7002295901699	14.8319604884585	15.2064911377839	14.4215038032242	14.344026139955	14.2032029101999	12.7155042407632	13.5523435523227	12.8416022761645	13.1804001451327	13.8491039620431	13.9746850860918	13.822567670089	13.509426048447	13.840725650051	15.2900993670765	12.671500920711	13.1438792030959
M376.1005T321	12.5542698186106	11.6202465070664	12.9146768463714	13.1312383477507	12.7933116711037	12.8454765854325	14.7071687672786	14.03457613552	13.8509855376888	13.9986119805339	13.6502632507011	13.9937540548842	11.8116921440493	10.8657760458144	14.0480943327851	13.8970906338119	14.4830606595129	14.6776875765334	14.7457194381355	14.8532538560724	14.6646947329159	13.3714522839598	13.348291149325	15.0674648215427	14.8693914626841	13.3652927873585	14.987279347988	13.7956631226942
M380.1318T340	8.65923446049105	9.33296708061103	8.02262484221436	8.09427924571829	11.2824384908216	9.4357069935643	12.9513888251925	10.9740001658377	12.7459272669419	11.1320323672486	11.5351018039269	11.842613976636	8.67906300220459	9.99286105981096	13.0186816961503	12.9991818270586	13.3093699842833	14.8625897129226	12.8860319763085	12.3960067577618	13.8905216460886	13.7796983701591	14.7179532896913	14.8211269358847	12.2359303594943	11.3128763435816	13.8745607012284	10.0978974156116
M143.0464T350	14.0264962807393	15.3294067961391	14.2381300622946	13.1887634643342	14.7920298812367	12.277848448815	15.8588351989699	13.8830749739614	16.3096227420366	15.2206336989742	15.3970840074966	14.7237656998687	13.4652560864216	14.5364197389737	16.511656422042	16.5700951590606	16.9584610419002	18.1706777186358	16.4654087671278	15.5654370345828	16.8491548889289	17.5938108630997	18.036851222599	18.3712533450734	16.2124467668625	15.4559357951063	17.4355440129897	14.6917813790225
M296.0741T341	15.2723473377866	15.9701309441087	15.2555525504851	15.5522710929129	15.9831309251723	15.2653878656689	17.0551294903743	15.4608460628318	17.2882727068757	16.1559854844141	16.594766716977	16.845216448909	15.272496880486	15.5893778056774	17.5386893201617	17.4579669242526	17.9251593882078	18.9979020089573	17.5021314316044	16.8630961573979	17.9888190309055	18.6667749178777	18.9621225986842	19.1560292650074	17.1001297783885	16.2221040387353	18.5255081709679	15.8027681415816
M117.0559T140	21.2796925525913	21.4374623116382	21.4696437484989	21.5080776790818	21.8316757022974	21.4276579599072	22.6823056302732	22.4718771141294	22.7050983495099	22.7197530811924	22.7620047655155	22.9242689864676	21.2932624227699	20.6730456072741	23.140079931331	22.1010642521769	21.6602577718462	23.6126735283159	23.1324164726928	23.3772777145573	23.3354103304645	21.5636979996491	22.3293423237463	23.4454503585273	23.2170403692641	21.910775493033	22.9982294363248	22.2562051545974
M86.0249T190	18.6035546884154	18.6628497120951	18.255328077139	18.4686611678151	18.6379821754851	18.3388914277959	18.8979571106712	18.8851535547797	18.8872950774255	19.278302931168	18.6504738197335	19.3752008945709	18.7795162523812	18.207095263156	19.2618967820549	19.2246423698891	19.1505257966484	19.4146358526904	19.5113028708654	19.2943725016132	19.334185663211	18.9935402443682	19.2590154927939	19.0763069911908	19.2528047632816	19.1290339235338	19.6276433177396	19.6141247578716
M91.0037T284	19.8979000184245	19.9096203775295	20.1216798968305	20.2950041126237	20.0558550528639	19.4504958243127	20.2282626634872	19.7399054786265	19.8478145858914	20.0372546192907	19.7327902060918	19.993929156664	20.0483672109038	19.4301914754649	20.0365145860551	20.9628272239233	20.2425922956224	20.378923322879	20.2827891178178	20.288064821767	20.6922887578538	20.268691732226	20.5082936203923	20.4983880057447	20.7527601218698	20.3849906858479	20.1743523306548	20.563908829452
M263.0348T299	16.9033293766921	16.7057686358244	15.6386458226607	16.1199398251808	16.019582854623	15.4303116857297	15.5856812368029	15.9791765048703	15.910575635816	16.4232312813745	16.7080522733791	16.842039107579	15.7489772828098	16.3113433134547	16.5050199205632	17.1775895434208	17.1208925667845	17.3379026291872	17.4976562249521	17.3443750512436	16.6369202614473	16.4784533073065	17.6420640627225	18.2670222299752	17.2930663150002	16.5666250038954	16.5639837788948	17.6072330675016
