variableMetadata	namecustom	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	Bio	QC	Blanc	isotopes	adduct	pcgroup	spi_formula	spi_monoisotopic	spi_name	inchi	inchikey	pubchem	chebi	hmdb	kegg	spi_KEGGpathwaysfamily	spi_KEGGpathways	spi_subpathways	spi_annot
M85T39	M85.014T39	85.0139557177541	85.0137415863908	85.0140397288954	38.5857689355953	38.1173447419286	39.0927401936579	34	26	8	0			470													
M85T53	M85.0289T53	85.0289342042714	85.0273884479281	85.0291478803297	52.5697494377991	51.3839721715281	62.9062041733782	89	42	21	0		[2M+3H]3+ 126.039 [M+H-COCH2]+ 126.039	33													
M85T80	M85.029T80	85.0289570072619	85.0286374462556	85.0291000547977	80.098123503237	78.8937893638235	83.2545086700311	34	26	8	0			2480													
M85T230	M85.0527T230	85.0527139448988	85.0523404165768	85.0530178138321	229.870434895741	228.389149734703	238.562463600477	34	27	7	0		[M+H-C2H4]+ 112.071	9													
M85T163_1	M85.0527T163_1	85.0526725610967	85.0521771899106	85.0529858445234	163.159657774383	159.017250438999	165.381910369789	31	19	11	1			12													
M85T97	M85.0654T97	85.0653693466159	85.065114108305	85.0655815435615	96.7732136424689	95.0132645060564	98.7981951415025	46	37	9	0			3192													
M85T231	M85.0765T231	85.0764906033201	85.0762024177573	85.0768328664743	230.736196650108	229.038299377047	233.597184469712	44	31	13	0		[M+H-CO]+ 112.071	9													
M85T4_1	M85.0766T4_1	85.0766051726154	85.0760930003783	85.0768915919964	4.01907387580764	1.18900408292334	17.914190616628	47	35	11	1			1844													
M85T163_2	M85.0765T163_2	85.0764689065707	85.0760715152964	85.0767386931959	163.012835503775	159.915813043987	166.931313530974	43	29	12	2		[M+H-CO2]+ 128.055	12													
M85T75	M85.0764T75	85.0764173138202	85.0761669570439	85.0766158286007	74.919271256517	61.4541441930089	77.8065526043846	24	13	11	0			1													
M85T102	M85.0847T102	85.0846796621598	85.0841386233308	85.0849194131259	101.640005894496	100.91057063001	103.181507835406	66	42	21	3			80													
M85T4_2	M85.4991T4_2	85.4991184738459	85.4986974661373	85.4993214842917	3.98329183968347	3.39762039458014	4.70691621900273	37	23	14	0			1845													
M86T75_1	M86.0189T75_1	86.0188524137236	86.0184960663277	86.019070270494	74.5416592688446	71.4446392929116	76.6662698570559	54	38	16	0			1													
M86T82	M86.0606T82	86.0606471913248	86.0600908892137	86.0608503497188	82.1493630361442	80.4981648089433	82.8984961686878	64	42	21	1	[1][M]+		2564													
M86T63	M86.0605T63	86.060505206605	86.0602387997287	86.0606703715661	63.1248119416356	61.4372481316963	65.1561797827944	44	32	12	0		[M+2H-COCH2]2+ 212.121	24													
M86T452	M86.0969T452	86.0968848409967	86.0963801561069	86.0971378059036	451.602215522238	450.369264250669	452.353344234351	66	42	21	3			41													
M86T75_2	M86.0968T75_2	86.0967662583212	86.0964710646145	86.0969968801474	74.5802657490411	61.1624736431747	75.0415300259408	64	42	21	1	[2][M]+	[M+Na]+ 63.1106	1													
M86T336	M86.0971T336	86.0970779806615	86.0967645168308	86.0973200000062	335.653041172802	332.872921866126	336.752945322509	56	42	14	0			98													
M86T103	M86.0969T103	86.0969211045983	86.0964568321602	86.097157687158	102.880806718827	99.935503063682	103.965589221015	49	32	15	2			4560													
M86T75_3	M86.175T75_3	86.1749909568684	86.1746645300913	86.1752257799372	74.5606702477622	71.9826266237264	75.8748123052609	52	35	17	0			1													
M87T39_1	M86.5183T39_1	86.5182609779929	86.5177420265873	86.5185003139671	38.5233378734001	37.9369390150137	40.1520212381544	66	42	21	3	[3][M]+	[M+Na]+ 63.5288	14													
M87T4	M86.5183T4	86.5183095611203	86.5180936544824	86.5185876017364	4.00288613052355	-0.489235207915247	10.4683401178526	33	27	6	0			1846													
M87T39_2	M86.9933T39_2	86.9932687596153	86.9930169697205	86.9935199056588	39.3285603296585	38.7651956612085	39.8048286001559	51	40	11	0			471													
M87T39_3	M87.0199T39_3	87.0199425233414	87.0193918218648	87.0201015894548	38.5888646226992	38.2412560693366	39.6917088220733	43	27	15	1		[M+2Na]2+ 128.051	14													
M87T76	M87.0444T76	87.0444056982077	87.0440643748689	87.0446122646048	76.1643694315079	75.5467489903634	76.7731940394841	63	42	21	0	[4][M]+	[M+Na]+ 64.0571	1													
M87T162	M87.0445T162	87.0444841233592	87.0441521446283	87.0447365139107	162.456248552785	160.120932536515	165.368864596824	48	31	16	1		[M+H-COCH2]+ 128.055	12													
M87T114	M87.0445T114	87.044490393448	87.0441987012213	87.0447419933086	114.335063975334	113.16347799225	116.618624403847	47	35	12	0		[M+H-H20]+ 104.054	7													
M87T199	M87.0445T199	87.0444887286403	87.044251954313	87.0447904527751	198.520728081098	197.155155942649	200.601200734373	47	37	10	0			13													
M87T483	M87.0446T483	87.0445961079183	87.0442266821813	87.0449068975584	483.494228612166	482.069868224187	485.294781617803	27	15	11	1			577													
M87T83	M87.064T83	87.0640176308671	87.0637653120557	87.064206090316	82.5194767775845	81.5582341605442	83.6929302253881	53	38	15	0	[1][M+1]+		2481													
M87T74	M87.1001T74	87.100099806759	87.0998143285689	87.1003647518274	74.4732948141924	73.5927558338957	75.0415300259408	63	42	21	0	[2][M+1]+		1													
M88T39	M87.5348T39	87.5347639749913	87.5344031028425	87.5349865516087	38.5443478383458	37.9012322153568	39.4558392925356	51	38	13	0	[3][M+1]+		472													
M88T302	M87.6541T302	87.6541041783839	87.6535653732521	87.6543665769946	301.861137530418	300.611924594997	302.977625748713	65	42	21	2		[M+H]+ 86.6443	10													
M88T199	M88.0397T199	88.0397336044861	88.0394775695452	88.0399776763369	198.897500379429	197.27100512493	200.534063158146	50	37	13	0		[M+H-C2H4]+ 115.06	13													
M88T163	M88.0398T163	88.0397585640602	88.0393682261953	88.0400730386055	163.078113191296	158.867819174079	165.872219709605	50	32	16	2		[M+Na]+ 65.0514	12													
M88T230	M88.0397T230	88.0397491074162	88.0394760187832	88.0399930254167	230.384858980009	227.585090781106	232.637300615706	47	36	11	0			9													
M88T114	M88.0398T114	88.0397541766554	88.039402615421	88.0400484092224	113.965076235606	112.375939463518	118.17311544556	42	31	11	0		[M+H-NH3]+ 104.054	7													
M88T62	M88.0398T62	88.0398076087029	88.039317319709	88.0401631469665	61.5021186465088	34.9569558252734	62.2295676663743	33	22	7	3		[M+H-CH2]+ 101.05 [M+3H-C2H4]3+ 289.125	24													
M88T76	M88.0477T76	88.0476628264073	88.0393855795032	88.0481078186113	76.252648582346	75.1864060421991	95.1482194054761	60	40	19	0	[4][M+1]+		1													
M88T42	M88.0637T42	88.0637093024861	88.0632169418986	88.0639255048538	42.3887359178284	41.8628804513969	44.1447981169739	63	42	21	0		[M+2H]2+ 174.113	45													
M88T69	M88.0761T69	88.0761211495006	88.0757622613272	88.076595278569	69.4192684965964	67.6976631970342	70.2572393377681	66	42	21	3	[5][M]+		15													
M89T4_1	M88.5097T4_1	88.5097119092228	88.5091743099676	88.5099988406687	4.06370390697958	2.52662783104469	6.67848942124103	61	38	21	2			29													
M89T114	M88.5095T114	88.5094843243549	88.5091191167686	88.5099701342826	114.147692167408	100.627902708697	115.143719860912	60	41	15	3		[M+Na]+ 65.519 [M+2Na+K-H]2+ 93.0855	7													
M89T164	M88.5095T164	88.5095310596545	88.5091600846436	88.5098316357919	163.506918292072	157.286892903328	165.368864596824	56	40	14	2		[M+Na]+ 65.5201 [M+2H-CO2]2+ 218.989 [M+2H-CO2]2+ 218.989	12													
M89T230	M88.5096T230	88.5095967870433	88.5092804179266	88.5098416577856	229.8337072527	227.326042145056	232.116329013208	53	39	14	0		[M+Na+2K]3+ 164.616 [M+2Na+K]3+ 180.583	9													
M89T74	M88.5094T74	88.5094479132566	88.509120372582	88.5097327717075	73.8418208481983	62.0672996798034	79.3148301166272	56	34	20	0			1													
M89T199	M88.5095T199	88.5095343652156	88.5092494685933	88.5097554548154	198.503387350247	197.339676298685	200.289181497053	39	28	11	0		[M+Na+K]2+ 115.06	13													
M89T38	M88.5097T38	88.5096629586021	88.5091273065441	88.5146820150037	37.5481790239227	35.8793934346703	39.3642166788435	63	41	19	3	[3][M+2]+		473													
M89T4_2	M89.0089T4_2	89.0089269147256	89.008376927674	89.0092217020294	3.896797573716	1.21851319814224	6.62218816890153	64	41	21	2			29													
M89T37	M89.0089T37	89.008931925053	89.0083757335964	89.0113444718019	37.2605053223391	36.0667043805309	39.3642166788435	58	35	20	3		[M+H]+ 88.0022	14													
M89T50	M89.0368T50	89.0367932974474	89.0349831383401	89.037214003523	49.5221906461552	30.5118224356281	65.0157531643369	35	14	16	3		[M+H-HCOOH]+ 134.035	28													
M89T446	M89.0602T446	89.0601950500015	89.0598867109903	89.0604498627741	446.364919921241	445.381269911562	447.160287568686	58	41	16	1		[M+Na]+ 66.0658	39													
M89T63	M89.0602T63	89.0602104492753	89.0598427864511	89.0606080213137	62.9592661345044	61.4372481316963	91.7209348167902	46	29	14	1			24													
M89T45	M89.0691T45	89.0690921005916	89.0685237568007	89.0693453369764	45.1904108045398	43.7386381451076	46.0225440077651	51	36	15	0		[2M+3H]3+ 132.094	45													
M89T233	M89.0715T233	89.0714984153857	89.07117639855	89.0717203151436	232.572475596326	229.106277065732	243.680049833916	33	25	8	0		[M+Na]+ 66.0795 [M+2Na]2+ 132.17	9													
M89T69	M89.0794T69	89.079442226877	89.0790587184112	89.0799085321817	69.2272986418206	67.6976631970342	87.6124320518704	68	42	21	3	[5][M+1]+		15													
M89T4_3	M89.4247T4_3	89.4246666389022	89.4240683055794	89.4289358609372	3.92493562647231	1.21294040175385	5.31156204292578	40	24	15	1			29													
M90T38_1	M89.5073T38_1	89.5073274205167	89.5067734574892	89.5076008667667	37.5257059789691	36.6609691360792	39.3642166788435	66	42	21	3	[6][M]2+		14													
M90T163_1	M89.5072T163_1	89.507160152631	89.5066626754358	89.5074828293091	163.291874887778	157.348275815662	165.368864596824	66	42	21	3	[7][M]2+	[M+2H-CO2]2+ 220.989 [M+2H-CO2]2+ 220.989	12													
M90T72	M89.5071T72	89.5071431758116	89.5067646305748	89.5073920555424	72.1152924925292	61.6741284980361	77.7554384552135	76	42	21	2	[8][M]2+		1													
M90T302	M89.5073T302	89.5073348422902	89.5067454340636	89.5075984357271	302.083505466929	289.224985785567	308.677468455847	64	42	20	2		[M+2H]2+ 176.998	10													
M90T230_1	M89.5072T230_1	89.5072201238299	89.5067647100378	89.507541388656	229.833486251812	218.956316823763	243.552065547536	64	42	20	1	[9][M]2+		9													
M90T4_1	M89.5073T4_1	89.5073250828671	89.5067947949361	89.5076494100867	4.09142499271056	2.52662783104469	5.15119499415183	59	36	21	2	[10][M]2+		29													
M90T114_1	M89.5071T114_1	89.5071318234899	89.5067771835287	89.5074217235694	114.070098480095	101.676050894516	114.682144856642	51	30	18	2	[11][M]2+		7													
M90T199_1	M89.5071T199_1	89.5071269433781	89.5067662674824	89.5074069975071	198.797370871648	184.172479574689	209.631814274592	45	27	14	2	[12][M]2+	[M+Na+K]2+ 117.057	13													
M90T321	M89.5073T321	89.5072693713095	89.506749842001	89.5075826477011	320.855990217931	317.382172752557	340.764701660263	40	20	14	3			27													
M90T4_2	M89.5902T4_2	89.590235313008	89.589806566269	89.5903421461966	4.08441844531221	2.86149632957285	5.09497488573406	38	22	14	2			29													
M90T38_2	M90.009T38_2	90.0089890305459	90.0076231055389	90.0092219630891	37.5581780022932	36.3438015873856	39.3642166788435	66	42	21	3	[6][M+1]2+		14													
M90T4_3	M90.0089T4_3	90.0089056750314	90.0060253390202	90.0093225812199	4.06594922898825	1.21989647892129	7.41416307173084	65	42	21	2	[10][M+1]2+		29													
M90T163_2	M90.0089T163_2	90.0088633988549	90.007209380418	90.0091478862287	163.339346122794	158.337203306728	165.872219709605	63	41	20	2	[7][M+1]2+		12													
M90T114_2	M90.0088T114_2	90.0088464433946	90.0075510901046	90.0092793719796	113.975277692572	101.614420232081	115.066783096622	61	41	17	3	[11][M+1]2+		7													
M90T230_2	M90.0089T230_2	90.0088746030453	90.0074519342658	90.0091732833629	230.031289505075	227.326042145056	232.580818042337	56	41	15	0	[9][M+1]2+		9													
M90T73	M90.0088T73	90.0087951216064	90.0084278503876	90.0090987028151	72.9140343454878	68.8381934331497	79.5845564058648	51	32	18	0	[8][M+1]2+		1													
M90T199_2	M90.0088T199_2	90.0088457121011	90.0077060125482	90.0090050691629	198.595937577206	197.385163933057	200.296837106907	45	34	11	0	[12][M+1]2+		13													
M90T48	M90.0555T48	90.0555296852677	90.055050410595	90.0557674571884	48.4141470923497	46.5413584312468	48.7439852498899	65	42	21	2			1408													
M90T163_3	M90.0554T163_3	90.0554196818822	90.0549685014562	90.055753773755	163.365951196835	150.856054362237	167.467330538543	65	42	20	3	[13][M]+		12													
M90T75	M90.0554T75	90.0553864157552	90.0549703992463	90.0558768219801	75.277681743407	63.1235332379697	91.2458053513997	90	42	20	2	[4][M+2]+		1													
M90T229	M90.0555T229	90.0555026531404	90.0550018800114	90.0558012208508	229.226537496276	218.956316823763	231.735978239029	65	42	20	2	[14][M]+		9													
M90T4_4	M90.0555T4_4	90.0554952872941	90.0549778679962	90.0558681529482	3.50228636201899	1.95833141937061	7.24397189820439	62	41	19	2			1847													
M90T114_3	M90.0554T114_3	90.0554206773493	90.0549937132926	90.0558997608396	114.366742116011	107.799183579654	123.688942278767	59	40	16	3	[15][M]+	[M+H-NH3]+ 106.065	7													
M90T69	M90.0803T69	90.0802938521895	90.0799735299894	90.0808761496633	68.6281718428145	67.1995239697419	70.1091564872595	22	7	13	2			521													
M90T68	M90.0918T68	90.0917650200501	90.091345219478	90.0922178527414	67.8082052356003	66.9799144016664	87.6785733409267	67	42	21	3			15													
M91T37	M90.5075T37	90.507519406505	90.5069589402831	90.5077540673399	36.9689695834629	36.3720541219312	39.3642166788435	64	40	21	3	[6][M+2]2+		14													
M91T4_1	M90.5075T4_1	90.5074565892705	90.5069406429892	90.5078423450944	4.32314332305995	2.54773097252923	6.96305981038677	58	37	19	2	[10][M+2]2+		29													
M91T681_1	M90.5074T681_1	90.5073932127035	90.5068659553683	90.5076142475888	681.339064293363	668.609755880926	694.146283922685	73	37	20	0			1925													
M91T634	M90.5074T634	90.5073772287338	90.5071308147977	90.5076253820877	634.270862127192	628.120917254766	642.620234060969	28	21	6	1			34													
M91T39_1	M90.5264T39_1	90.5264380404599	90.5258910186226	90.5266727644819	39.4353132375413	38.9357598374794	41.0143141743505	66	42	21	3	[16][M]2+	[M+2H-C6H10O5]2+ 341.098	14													
M91T6	M90.5265T6	90.5265287182542	90.5261938739658	90.5267417705627	5.94567560035154	1.95833141937061	15.7643570230559	33	27	6	0			1848													
M91T44_1	M90.8925T44_1	90.8925374153608	90.8918892542315	90.8927857558646	44.2054778388173	43.3002589238412	45.315016108433	62	42	20	0			45													
M91T44_2	M90.9772T44_2	90.9772020383405	90.9743403512657	90.9774467486191	44.2624733142135	44.0045698616399	46.6892772456392	64	42	21	1		[M+2Na]2+ 135.973 [M+H-HCOOH]+ 135.973	45													
M91T869	M90.9773T869	90.9773254368372	90.9768680348871	90.9774996160052	869.164782407218	867.604196771251	870.426356899309	57	39	18	0			4299													
M91T824	M90.9772T824	90.9771746105129	90.9767058530043	90.977403755644	823.688234996659	821.922020688646	825.530910288926	40	23	16	1		[M+Na]+ 67.9886 [M+Na]+ 67.9886	36													
M91T1196	M90.9774T1196	90.9773537405596	90.9768174110123	90.9775945518573	1195.73308087641	1178.35708181921	1202.48937436619	42	27	13	2		[M+2Na]2+ 135.976 [M+H-HCOOH]+ 135.976	83													
M91T915	M90.9774T915	90.9773761746774	90.9768638646629	90.9776529832127	914.864338889318	889.327186460568	943.261391073466	42	21	14	1		[M+Na]+ 67.9881 [M+H]+ 89.9719 [M+2Na]2+ 135.976 [M+H-HCOOH]+ 135.976 [M+2H]2+ 179.952	61													
M91T681_2	M90.9772T681_2	90.9771684049284	90.9767099502849	90.9773566449896	681.207973672946	670.550142296256	691.585978968001	35	13	17	0			1923													
M91T4_2	M91.0092T4_2	91.0091528116104	91.0057915805644	91.0094170749379	4.09380935517701	1.52011746471747	5.01071628458812	41	25	15	1	[10][M+3]2+		29													
M91T39_2	M91.0148T39_2	91.0147687808858	91.0088903541475	91.0149709667475	38.7084168699692	33.43927687472	39.3950006597756	55	41	14	0	[6][M+3]2+		474													
M91T39_3	M91.0281T39_3	91.0281119062215	91.0275939992046	91.0283748216983	38.893400727574	38.3600334601173	53.9938491418627	58	41	14	2	[16][M+1]2+		475													
M91T63	M91.0395T63	91.0395199859028	91.0392150567331	91.0397632076797	62.7986049546205	62.0060548086208	64.0177487658063	32	24	8	0			24													
M91T153	M91.0397T153	91.0397169929097	91.0389498333453	91.0398390114754	152.730047328985	151.547078245143	154.659708436391	13	1	12	0			5962													
M91T680	M91.0548T680	91.0547867214903	91.0542786315912	91.0549431949529	680.427208168551	679.515715274926	683.467104418907	25	10	13	2			124													
M91T48	M91.0589T48	91.0588572163258	91.0583294730567	91.0591133402867	48.407808251366	46.5413584312468	48.7439852498899	66	42	21	3	[17][M]+	[M+H-CO2]+ 134.035	28													
M91T114	M91.0588T114	91.0587514104842	91.0583543311636	91.0589776403115	114.444707268672	112.453614661445	116.480048694505	54	39	15	0	[15][M+1]+		7													
M91T163	M91.0588T163	91.0587747239572	91.0582531159713	91.059028783375	163.101027113395	160.309418398981	166.389747982308	51	33	16	2	[13][M+1]+		12													
M91T75	M91.0586T75	91.0586374473492	91.0583113441517	91.0592021097902	75.3120793098825	66.0372976614497	79.7292584591011	44	30	11	3			1													
M91T230	M91.0589T230	91.0588695818716	91.0585638460233	91.0590461803782	230.113201647592	225.169107799219	233.172475008828	36	24	12	0	[14][M+1]+		9													
M92T37	M91.5053T37	91.505280330123	91.5046794498509	91.5054965927238	37.060341162726	35.7253239876942	39.3642166788435	64	40	21	3			468													
M92T4	M91.5052T4	91.5051882074026	91.5046675905655	91.5055833080405	4.17361492066567	-1.71204745897284	5.68824347961383	59	38	19	2			29													
M92T199	M91.5051T199	91.5051092526307	91.5048574900061	91.5054567787475	198.953959758189	196.280735475734	200.780384112073	34	25	9	0		[M+3Na-H]2+ 115.06	13													
M92T709	M91.5051T709	91.5050883062244	91.5047606198054	91.5053319731516	708.500225355837	704.161680734538	730.823616286216	34	22	9	1			22													
M92T44	M91.9805T44	91.980472148754	91.9799113469179	91.9807138159598	44.215050736776	43.9316038487413	44.4825133766869	63	42	21	0			45													
M92T824	M91.9805T824	91.9805152209233	91.9801677388237	91.9806740346469	824.122588345955	820.722816356676	826.217658421364	19	7	12	0			36													
M92T48	M92.0622T48	92.0622027856022	92.061575412841	92.0624725496809	48.4693027990274	46.5413584312468	49.2426620279553	64	40	21	3	[17][M+1]+		28													
M92T100	M92.0711T100	92.0711311264886	92.0706419348728	92.0714762012164	100.101630025358	98.2976930836306	101.955252942846	27	11	13	3		[M+H-CH4]+ 107.095	80													
M93T4	M92.504T4	92.5040049587583	92.503498832101	92.5042066337211	4.09261717394378	1.52011746471747	5.52854699326357	36	23	13	0			29													
M93T39	M92.5229T39	92.5229393030259	92.522725466856	92.5231901980262	39.2372461882865	38.4156597043206	41.2322068135266	37	26	10	1			476													
M93T44	M92.9814T44	92.9813590720481	92.9807854335561	92.9815927603209	44.2183934291912	43.9035081667352	44.5704090044239	63	42	21	0		[M+H-CO2]+ 135.973	45													
M93T163	M93.0551T163	93.0550961807413	93.0545662856711	93.0554252280351	163.004154764982	158.867819174079	165.368864596824	66	42	21	3	[18][M]+		12													
M93T76	M93.055T76	93.0550158045502	93.0546533189298	93.0555824345196	75.8341723675402	73.5448624682281	93.4202212413525	68	42	21	2	[19][M]+		1													
M93T114	M93.055T114	93.0550244001075	93.054678898606	93.0555953793816	114.197843263483	106.424106028798	123.688942278767	66	42	21	3	[20][M]+	[M+H-CH2]+ 106.065	7													
M93T230	M93.0551T230	93.0551448276095	93.0546898606908	93.0554790073659	229.698172119475	227.79505668803	231.150948970569	64	42	21	1	[21][M]+		9													
M93T302	M93.0552T302	93.0552306356083	93.0546681547966	93.0555370071793	301.931406376092	301.001426129797	303.218442888667	63	40	20	3		[M+H]+ 92.0514	10													
M93T59	M93.0552T59	93.0551903915752	93.0546546608598	93.0554344783567	58.6329689121255	47.1330770052519	62.524539376848	69	38	18	1			2764													
M93T454	M93.055T454	93.0550132873174	93.0546333814822	93.0552764838893	453.615794240387	450.89337957375	456.171744413463	54	35	19	0			4													
M93T322	M93.0553T322	93.0552571597972	93.0546926513835	93.0555157740237	321.901311584588	320.023981484329	323.046914449834	52	38	13	1			27													
M93T37	M93.0552T37	93.0552264460861	93.0546727854885	93.0554275578436	36.9642193417095	36.1251276444419	38.0099501106672	46	28	17	1			14													
M93T5	M93.0552T5	93.0552443917144	93.0546826891154	93.0555875889693	4.59823360716625	3.72852086191367	19.3014099641246	62	40	20	2			1849													
M93T199	M93.055T199	93.055027712175	93.0546763385557	93.0552915007096	198.936196212177	197.684710272402	202.002300328497	28	21	7	0	[22][M]+	[M+Na]+ 70.0611	13													
M93T69	M93.0915T69	93.0914671894813	93.0910478350525	93.0917465633802	68.6903152126448	68.1048778081706	69.4537738040163	34	16	18	0			522													
M94T4_1	M93.5067T4_1	93.5067294007676	93.5062001153304	93.5069421417499	4.06594922898825	3.48551327533615	4.81212146944959	39	23	15	1			29													
M94T39_1	M93.9567T39_1	93.9566646654842	93.9559780710384	93.9568741598247	38.985974533433	38.4448331189741	42.6848116563738	57	39	17	1			477													
M94T4_2	M94.006T4_2	94.0059771225896	94.0054233896422	94.0061709293716	3.84905234533861	1.57365477146913	5.22185479676701	40	24	16	0			1850													
M94T39_2	M94.0457T39_2	94.0456531361813	94.045077891856	94.0459063902662	39.0745088006386	38.8056120065462	50.2335655911688	67	42	21	3	[23][M]2+		14													
M94T114	M94.0583T114	94.058349489909	94.0579755236286	94.0586838020088	114.321552387242	113.712299514853	123.688942278767	63	41	21	1	[20][M+1]+		7													
M94T199	M94.0584T199	94.0583554247188	94.0580106392134	94.0585621263112	198.577425713408	197.27100512493	205.535832127711	31	23	7	1	[22][M+1]+		13													
M94T163	M94.0584T163	94.0584077562586	94.0578717247052	94.0587590312001	162.972839605006	158.867819174079	165.872219709605	65	41	21	3	[18][M+1]+		12													
M94T229	M94.0585T229	94.0584878773378	94.0579773653234	94.0587903610425	229.407591951452	220.019131624761	231.599685286976	65	42	21	1	[21][M+1]+		9													
M94T76	M94.0583T76	94.0582886045767	94.0579517356935	94.0588280219027	75.9934542680722	72.1582240911353	92.6862278894869	57	36	19	1	[19][M+1]+		1													
M94T52	M94.0585T52	94.058468254154	94.0579176515491	94.0587652538244	52.2245952882488	35.4190877944307	66.1679081233544	66	34	18	1			2192													
M94T39_3	M94.1349T39_3	94.1349271350993	94.1345203346889	94.1351182753196	38.9563563325465	38.4448331189741	39.9111295702774	58	38	20	0			14													
M95T4_1	M94.5044T4_1	94.5044386462435	94.5038650482978	94.5047930738377	4.01907387580764	0.796640790191962	6.71132069101194	65	42	21	2	[24][M]2+		29													
M95T36	M94.5044T36	94.5044272829767	94.5039260158259	94.5047108928484	36.3969569371873	33.43927687472	38.9967560618712	59	38	19	2		[2M+Na+K]2+ 63.5288 [M+H]+ 93.4956	14													
M95T199	M94.5043T199	94.5042830258014	94.5040558250272	94.5045488827604	199.084138476564	197.155155942649	213.338605008782	52	37	14	0			13													
M95T114_1	M94.5043T114_1	94.5042957152441	94.5038921967727	94.5049591064453	114.034156533848	100.627902708697	115.596390164047	52	35	14	3			7													
M95T164	M94.5043T164	94.5042957717295	94.5038407682523	94.5045829917629	163.922062957452	150.856054362237	176.823068929121	51	32	15	2			12													
M95T75	M94.5041T75	94.5041164574655	94.5038582709214	94.504799480995	74.6059634060051	61.3332017750855	79.0526544210854	23	9	12	2			1													
M95T39_1	M94.5463T39_1	94.5462883417831	94.545496110916	94.5466248503293	39.0927401936579	38.8462513645659	50.740538893006	67	42	21	3	[23][M+1]2+		14													
M95T42	M94.5738T42	94.5737813060426	94.5732723546923	94.5740332270134	42.0703520208711	41.8168977425053	42.7598149969744	63	42	21	0			45													
M95T38	M94.6102T38	94.6102017181994	94.6098517698397	94.6104859052195	38.1141295348624	35.6227517156464	39.2482805757765	28	14	13	0			478													
M95T50	M95.0011T50	95.0011130069435	94.9980044116984	95.001417499572	50.3696458589536	38.2758843597279	51.335114997869	57	32	11	0			1409													
M95T4_2	M95.0061T4_2	95.0061260239322	95.005418444963	95.006328053444	4.09261717394378	2.15572194082379	5.28046715714523	42	25	16	1	[24][M+1]2+		29													
M95T39_2	M95.0444T39_2	95.0443555268702	95.0438220284274	95.0446842606923	39.0659412334994	38.8056120065462	50.740538893006	67	42	21	3	[23][M+2]2+		14													
M95T163	M95.0593T163	95.0592519016203	95.0587418878941	95.0595304252142	163.052335677678	157.810084969232	165.112282324868	51	30	19	2	[18][M+2]+		12													
M95T230	M95.0593T230	95.059331513037	95.0588773970578	95.0596848413057	230.103782176028	227.978682859825	237.891248315146	47	33	14	0	[21][M+2]+		9													
M95T114_2	M95.0592T114_2	95.0592021126059	95.0590231413626	95.0595062247437	114.425559655752	113.303070181162	116.100958967399	42	28	14	0	[20][M+2]+		7													
M95T198	M95.06T198	95.0600250174084	95.0590316805825	95.0607899886198	198.427395640545	196.093858492444	201.067294269153	42	32	10	0	[22][M+2]+		13													
M96T4_1	M95.5045T4_1	95.5045311037368	95.5039459349112	95.5047400690385	4.17361492066567	2.95201168643324	5.34923941483664	37	24	13	0	[24][M+2]2+		1851													
M96T39_1	M95.5235T39_1	95.5234583122054	95.5229339531353	95.5237998322455	38.5645769090453	37.9369390150137	41.0143141743505	66	42	21	3			14													
M96T39_2	M95.546T39_2	95.5459993293189	95.5454926633737	95.5463869760976	39.0558688311217	38.7543636380221	40.4899558507098	66	42	21	3	[23][M+3]2+		14													
M96T4_2	M95.9538T4_2	95.9537696457426	95.953211946264	95.953924974368	3.76590508581631	2.97615746471747	4.69931497222455	33	22	11	0			1852													
M96T4_3	M96.0115T4_3	96.0114660503975	96.0108950191477	96.0116567696618	4.37743676978232	3.49249016774949	4.76773560035312	42	24	16	2	[24][M+3]2+		29													
M96T36	M96.0115T36	96.0114579745386	96.0111247781008	96.0117473368165	35.6924401719003	33.9006051926986	38.0301244624161	34	25	9	0			479													
M96T199	M96.0686T199	96.0685833674588	96.0681398130252	96.0688491708558	198.797370871648	197.339676298685	200.89547684678	63	42	21	0	[22][M+3]+		13													
M97T801	M96.7909T801	96.7908765461103	96.7907152227781	96.7912318215274	800.829663414024	799.024265031849	801.238711928288	35	23	12	0			6													
M97T48	M96.9223T48	96.9223448902847	96.9216985548646	96.9226153874127	47.6245421565813	47.3763797934616	50.5760078488437	63	42	21	0			1410													
M97T39	M97.014T39	97.0139584892359	97.0134008377262	97.014194282064	38.5213590941163	38.2187287644964	39.5000106926842	60	41	19	0			480													
M97T52	M97.0289T52	97.0289378054107	97.0283417261783	97.0292217563978	52.456506252562	51.1188078307374	64.8619132991295	64	40	16	0			2193													
M97T232	M97.0402T232	97.0402258972246	97.0398640649214	97.040593180012	232.231146221411	227.175571027264	239.211730132843	30	23	6	1		[M+H-CH4]+ 112.071	9													
M97T283	M97.0655T283	97.0655160714982	97.0652017267188	97.065791447376	283.328792386833	282.079328341908	291.9625274869	42	33	8	1		[2M+3H]3+ 144.081	107													
M97T163	M97.0653T163	97.0652602837631	97.0649926263517	97.0655145645128	163.445088988615	162.552236768267	172.589760345675	28	23	5	0			12													
M97T259	M97.0655T259	97.0655201636837	97.0652875836321	97.0657518744806	259.210181401482	246.881409707942	261.57052666821	26	22	3	0		[M+H-C6H10O5]+ 258.121	92													
